GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSRSZE,G16USSDVAN,G16USSGFLO,G16USSOTH,G16H01RHAR,G16H01DWER,G16H01LBEE,G16H01OTH,G16H02RMCD,G16H02DRUP,G16H02LKAS,G16H02OTH,G16H03RPLA,G16H03DSAR,G16H03GEZE,G16H03OTH,G16H04RMCD,G16H04DBRO,G16H04LKRA,G16H04GCLA,G16H04OTH,G16H05RARN,G16H05DHOY,G16H05LSUM,G16H05OTH,G16H06RHOE,G16H06DDEL,G16H06LHOW,G16H06GGLU,G16H06OTH,G16H07RVAU,G16H07DCUM,G16H07GHOE,G16H07OTH,G16H08RCOX,G16H08DRAS,G16H08LWUN,G16H08GWAL,G16H08OTH
2400303-018,24,003,03-018,1261.52,474.04,54.1,11.92,14.19,1231.51,494.85,40.41,2.87,0,0,0,0,0,0,0,0,9.45,4.18,0.27,0,1226.92,416.06,45.69,34.07,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400303-019,24,003,03-019,1794.99,646.05,86.96,23.3,25.49,1754.13,723.36,66.62,0.95,0,0,0,0,0,0,0,0,1575.57,739.71,47.12,1.79,58.64,19.69,2.17,1.62,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400303-020,24,003,03-020,905.21,305.39,40.23,19.2,12.8,844.86,395.92,32,0,0,0,0,0,0,0,0,0,796.4,405.97,26.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400303-021,24,003,03-021,1068,683,90,12,26,1067,731,63,1,0,0,0,0,0,0,0,0,0,0,0,0,1059,669,88,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400303-022,24,003,03-022,782.62,486,54.09,18.7,32.4,823.78,501.75,46.25,0,0,0,0,0,0,0,0,0,0,0,0,0,811,477.04,42.36,33.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400303-023,24,003,03-023,1006.26,569.41,59.32,21.81,24.06,1008.76,593.17,55.31,0.8,0,0,0,0,0,0,0,0,0,0,0,0,999.33,528.59,67.05,41.1,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400303-024,24,003,03-024,1410.46,736.13,98.14,23.94,18.75,1358.89,807.46,76.24,1.58,0,0,0,0,0.59,12.39,0.44,0.05,1225.61,806.88,55.7,1.68,37.78,22.16,2.56,1.53,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400303-025,24,003,03-025,479,720,35,17,13,457,756,50,1,0,0,0,0,0,0,0,0,417,764,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-001,24,003,04-001,403.74,1284.11,34,30.09,15.15,396.76,1248.57,77.83,1.44,0,0,0,0,0,0,0,0,378.01,1210.74,58.05,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-002,24,003,04-002,637,985,82,34,30,689,958,77,3,0,0,0,0,0,0,0,0,659,950,59,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-003,24,003,04-003,574.46,546.37,64.33,13.59,36.24,647.85,520.1,32.62,2.72,0,0,0,0,0,0,0,0,0,0,0,0,636.98,517.38,24.46,26.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-004,24,003,04-004,847.88,592.86,81.87,24.47,51.76,931.64,601.33,37.64,5.65,0,0,0,0,0,0,0,0,0,0,0,0,931.64,544.87,45.17,49.88,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-005,24,003,04-005,290.84,514.07,23.67,12.94,22.52,346.86,466.3,27.59,0.86,0,0,0,0,0,0,0,0,336.47,460.22,16.45,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-006,24,003,04-006,149.8,1760,34.58,25.68,41.44,213.01,1705.57,51.37,0,0,0,0,0,0.97,2.57,0.13,0,193.26,1613.15,76.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-007,24,003,04-007,374.17,1251.98,70.82,21.27,36.56,419.71,1182.42,72.99,10.08,0,0,0,0,393.61,1105.64,97.64,2.12,9.36,12.88,0.48,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-008,24,003,04-008,729.75,639.93,56.88,19.4,31.06,739.88,637.16,54.95,3.08,0,0,0,0,0,0,0,0,0,0,0,0,755.57,563.08,54.71,41.77,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-009,24,003,04-009,321.38,1826.28,55.1,42.74,28.38,362.01,1790.12,80.98,1.18,0,0,0,0,347,1631,105,4,10.46,46.89,2.16,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-010,24,003,04-010,29.86,31.52,3.04,0.28,0.28,34.01,29.86,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.24,34.56,1.38,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-011,24,003,04-011,420,701,51,27,22,414,740,51,1,0,0,0,0,0,0,0,0,423,718,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-012,24,003,04-012,523.94,560.06,71.43,27.47,24.26,528.43,607.1,48.49,1.18,0,0,0,0,0,0,0,0,465.47,563.46,29.4,0.98,47.45,38.54,1.82,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-013,24,003,04-013,608.54,362.7,34.63,17.31,19.04,599.02,379.15,33.76,0.87,0,0,0,0,0,0,0,0,0,0,0,0,636.24,315.09,32.03,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-014,24,003,04-014,831.13,610.27,74.63,25.52,32.77,879.24,604.89,65.37,0.98,0,0,0,0,0,0,0,0,0,0,0,0,883.58,551.57,62.33,56.73,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-015,24,003,04-015,1131.88,892.81,84.59,23.86,60.95,1240.49,845.6,60.85,3,0,0,0,0,0,0,0,0,0,0,0,0,1225.02,768.75,80.48,68.44,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-016,24,003,04-016,457,847,58,20,33,529,805,45,3,0,0,0,0,0,0,0,0,516,781,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-017,24,003,04-017,312.99,926.5,23.39,14.54,29.06,303.23,947.42,47.92,6.39,0,0,0,0,0,0,0,0,292.27,911.22,40.88,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-018,24,003,04-018,444,592,45,19,28,468,587,41,0,0,0,0,0,0,0,0,0,0,0,0,0,485,528,51,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-019,24,003,04-019,131,1072,45,21,30,188,1043,39,0,0,0,0,0,175,974,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-020,24,003,04-020,499.85,817.44,59.69,19.31,39.28,579.55,781.69,40.73,1.14,0,0,0,0,0,0,0,0,560.94,769.88,28.71,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-021,24,003,04-021,861,1166,78,20,51,959,1111,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,1024,56,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-022,24,003,04-022,485,947,56,25,46,514,955,60,0,0,0,0,0,0,0,0,0,0,0,0,0,522,898,62,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-023,24,003,04-023,804,1135,84,17,54,928,1067,52,6,0,0,0,0,0,0,0,0,0,0,0,0,951,1018,47,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-024,24,003,04-024,220.38,1128.6,56.65,19.87,37.8,259.35,1102.85,59.55,0.94,0,0,0,0,246.61,1027.87,84.71,1.88,1.36,2.51,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-025,24,003,04-025,77,150,11,1,8,83,164,3,0,0,0,0,0,0,0,0,0,81,158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-026,24,003,04-026,92.76,248.67,14.8,8.88,12.83,126.31,219.07,21.71,0,0,0,0,0,0,0,0,0,119.4,220.05,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400304-099,24,003,04-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-001,24,003,05-001,853.74,792.05,58.34,13.92,51.53,990.03,708.59,44.18,0.03,0,0,0,0,0,0,0,0,960.71,708.8,16.67,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-002,24,003,05-002,817.02,958,71.47,26.01,34.19,873.57,918.48,66.58,0.96,0,0,0,0,0,0,0,0,833.12,896.17,53.27,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-003,24,003,05-003,446.9,443.39,40.82,17.59,31.67,526.43,397.64,22.52,0,0,0,0,0,0,0,0,0,0,0,0,0,517.99,381.45,29.56,19,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-004,24,003,05-004,870.04,707.09,81.97,18.76,36.54,898.68,734.74,58.27,2.96,0,0,0,0,0,0,0,0,0,0,0,0,927.32,633.02,76.04,46.42,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-005,24,003,05-005,568.66,742.49,56.1,11.31,28.6,693.37,657.74,29.69,1.09,0,0,0,0,0,0,0,0,0,0,0,0,705.62,585.42,41.47,27.69,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-006,24,003,05-006,548,560,49,17,38,665,508,16,3,0,0,0,0,0,0,0,0,0,0,0,0,673,455,32,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-007,24,003,05-007,517,510,43,9,55,646,443,14,6,0,0,0,0,0,0,0,0,0,0,0,0,675,386,27,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-008,24,003,05-008,623,697,71,30,47,777,614,40,0,0,0,0,0,0,0,0,0,0,0,0,0,799,565,49,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-009,24,003,05-009,431.81,434.57,50.85,16.07,22.71,512.46,408.81,21.67,0.2,0,0,0,0,0,0,0,0,0,0,0,0,519.9,354.75,35.56,21.75,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-010,24,003,05-010,229.61,170.53,18.8,1.34,18.13,250.43,167.18,4.7,0.67,0,0,0,0,0,0,0,0,0,0,0,0,261.17,141.66,12.76,5.37,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-011,24,003,05-011,662.08,597.18,63.99,21.31,43.12,731.95,569.19,52.75,8,0,0,0,0,0,0,0,0,0,0,0,0,753.89,534.07,42.85,38.51,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-012,24,003,05-012,516.35,546.03,68.23,14.25,46.56,634.94,505.34,22.67,0.04,0,0,0,0,0,0,0,0,0,0,0,0,638.1,461.65,38.65,9.64,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-013,24,003,05-013,806.84,649.78,83.45,16.12,53.42,932.14,621.78,31.05,3.05,0,0,0,0,0,0,0,0,58.54,59.64,2.35,0.07,895.17,511.57,42.19,25.13,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-014,24,003,05-014,565.68,452.89,64.58,16.18,34.57,645.87,424.99,38.09,3.76,0,0,0,0,0,0,0,0,0,0,0,0,659.93,381.95,35.34,37,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-015,24,003,05-015,404,369,58,11,16,468,361,16,0,0,0,0,0,0,0,0,0,0,0,0,0,502,307,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-016,24,003,05-016,390.06,392.89,27.39,8.5,31.17,442,365.5,20.78,0,0,0,0,0,0,0,0,0,0,0,0,0,440.11,334.33,23.61,14.17,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-017,24,003,05-017,876.86,906.92,91.97,23.03,48.92,928.96,916.95,61.83,0.01,0,0,0,0,0,0,0,0,898.96,891.11,42.91,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-018,24,003,05-018,660.36,780.17,70.43,14.67,42.51,725.18,734.08,64.62,3.65,0,0,0,0,0,0,0,0,736.68,679.83,35.92,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-019,24,003,05-019,727.27,503.86,61.09,14.14,37.32,822.7,459.08,40.59,0.16,0,0,0,0,0,0,0,0,0,0,0,0,850.65,404.49,39.43,21.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-020,24,003,05-020,482.73,585.17,72.15,6.83,39.09,592.7,544.39,28.14,0.01,0,0,0,0,0,0,0,0,606.08,493.84,15.65,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-021,24,003,05-021,962,947,131,27,65,1069,934,88,1,0,0,0,0,0,0,0,0,0,0,0,0,1070,878,89,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-022,24,003,05-022,746.51,787.22,91.58,28.68,38.85,815.89,802.02,37.93,0.93,0,0,0,0,0,0,0,0,784.44,799.24,31.45,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-023,24,003,05-023,788.36,1001.42,94.47,32.6,61.22,947.16,927.35,60.48,1.26,0,0,0,0,0,0,0,0,8.71,6.86,0.21,0.01,959.24,838.18,60.7,58.07,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-024,24,003,05-024,589,549,51,14,38,732,455,28,1,0,0,0,0,0,0,0,0,0,0,0,0,749,409,37,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-025,24,003,05-025,536.52,389.81,53.74,17.91,19.62,569.79,385.54,38.38,0,0,0,0,0,0,0,0,0,0,0,0,0,580.88,347.16,30.71,29.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-026,24,003,05-026,748.79,927.29,100.68,30.92,54.15,867.85,885.42,73.79,0.73,0,0,0,0,0,0,0,0,10.93,8.27,0.22,0.01,863.49,800.45,71.84,63.77,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-027,24,003,05-027,668.91,698.5,95.26,15.31,36.33,779.82,659.73,34.17,1.35,0,0,0,0,0,0,0,0,65.17,60.09,2.98,0.09,747,534,49,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-028,24,003,05-028,309.27,359.09,23.15,12.04,13.14,352.64,333.86,11.12,0,0,0,0,0,0,0,0,0,2.56,1.86,0.04,0,354,308,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-029,24,003,05-029,420,214,29,6,14,421,231,21,0,0,0,0,0,0,0,0,0,0,0,0,0,430,196,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-030,24,003,05-030,449.56,363.83,33.85,5.76,23.47,515.13,328.83,18.24,0.57,0,0,0,0,0,0,0,0,0,0,0,0,504.99,304.97,27.28,14.71,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-031,24,003,05-031,152.86,150.13,7.28,4.55,4.55,180.15,133.75,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,181.97,127.38,4.55,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-032,24,003,05-032,183.05,297.59,18.85,2.6,8.84,209.28,274.15,10.82,0,0,0,0,0,0,0,0,0,0,0,0,0,211.47,270.02,7.01,3.87,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-033,24,003,05-033,660.65,406.55,75.32,17.24,36.3,747.76,404.74,29.04,0,0,0,0,0,0,0,0,0,0,0,0,0,768.64,343.94,39.02,22.69,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-034,24,003,05-034,393.82,383.1,64.34,8.77,22.42,480.58,336.31,31.19,0,0,0,0,0,0,0,0,0,0,0,0,0,481.56,308.04,32.17,29.24,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400305-035,24,003,05-035,0.73,1.33,0.31,0.02,0.16,1,1.2,0.22,0,0,0,0,0,0,0,0,0,1.16,1.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-001,24,003,06-001,477.13,927.9,70.58,24.85,41.77,593.5,869.17,44.75,0,0,0,0,0,0,0,0,0,616.34,809.51,36.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-002,24,003,06-002,485.04,762.63,61.36,25.32,54.54,570.76,725.62,54.54,0,0,0,0,0,0,0,0,0,562.96,701.27,29.22,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-003,24,003,06-003,114.04,838.43,24.54,9.43,9.37,146.23,776.67,34.79,0.02,0,0,0,0,0,0,0,0,141.94,739.09,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-004,24,003,06-004,77.36,365.09,21.7,10.38,9.43,94.34,362.26,20.75,0,0,0,0,0,0,0,0,0,83.96,365.09,15.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-005,24,003,06-005,278.15,425.79,32.63,4.89,19.58,338.51,393.16,21.21,0,0,0,0,0,0,0,0,0,336.88,383.37,8.97,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-006,24,003,06-006,96.7,549.58,12.8,12.09,9.24,100.97,551,17.06,0.71,0,0,0,0,0,0,0,0,104.52,527.54,7.82,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-007,24,003,06-007,186.46,579.7,39.43,5.42,23.79,233.36,559.44,29.98,0.03,0,0,0,0,0,0,0,0,231.72,536.57,15.84,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-008,24,003,06-008,374.47,814.67,44.15,20.05,24.17,447.81,776.42,40.15,0,0,0,0,0,0,0,0,0,440.79,744.35,20.1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-009,24,003,06-009,586.83,796.97,70.66,13.06,32.44,672.32,756.35,39.04,5.95,0,0,0,0,0,0,0,0,623.47,769.18,29.11,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-010,24,003,06-010,368.97,441.14,39.49,7.83,16.45,407.35,413.89,26.89,0.98,0,0,0,0,0,0,0,0,319.58,337.01,14.22,0.01,69.73,42.51,3.61,1.8,0.31,17.8,14.39,1.39,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-011,24,003,06-011,195.16,512.7,30.11,10.38,30.77,268.91,463.46,29.9,0.06,0,0,0,0,0,0,0,0,265.82,437.78,26.01,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-012,24,003,06-012,326.5,918.6,52.53,18.21,33.06,439.73,827.08,33.96,0.93,0,0,0,0,0,0,0,0,449.69,771.51,30.71,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-013,24,003,06-013,178.43,513.01,24.26,9.43,4.71,197.49,498.78,12.43,0.02,0,0,0,0,0,0,0,0,190.08,487.99,10.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-014,24,003,06-014,177.94,1258.66,36.2,9.91,16.96,252.54,1142.3,31.84,1.06,0,0,0,0,0,0,0,0,218.3,1127.55,20,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-015,24,003,06-015,282,683,42,14,17,273,698,39,4,0,0,0,0,0,0,0,0,287,647,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-016,24,003,06-016,111.43,756.8,26.89,6.43,18.02,162.07,694.63,27.49,4.13,0,0,0,0,0,0,0,0,155.9,669.84,16.72,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-017,24,003,06-017,404.67,845.3,50.35,16.69,28.95,470.43,802.52,36.77,1.1,0,0,0,0,0,0,0,0,450.45,768.56,29.71,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-018,24,003,06-018,449.37,819.84,46.25,16.05,51.89,553.33,743.4,47.2,0,0,0,0,0,0,0,0,0,547.66,720.55,31.28,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-019,24,003,06-019,750.77,705.78,58.84,21.3,55.32,861.06,654.2,39.94,1.23,0,0,0,0,0,0,0,0,0,0,0,0,850.59,623.2,49.38,30.33,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-020,24,003,06-020,339.72,366.76,15.32,9.01,4.51,355.04,353.24,13.52,0.9,0,0,0,0,0,0,0,0,0,0,0,0,386.58,317.19,1.8,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-021,24,003,06-021,295.17,276.02,34.3,7.18,15.16,320.7,273.63,17.55,3.19,0,0,0,0,0,0,0,0,0,0,0,0,324.69,256.88,19.94,12.76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-022,24,003,06-022,575,800,77,23,36,653,754,72,1,0,0,0,0,0,0,0,0,648,721,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-023,24,003,06-023,432.78,699.59,59.97,23.72,25.8,507.11,666.01,51.27,0.02,0,0,0,0,0,0,0,0,475.76,685.26,24.89,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-024,24,003,06-024,324.76,767.6,49.21,9.84,25.59,400.53,706.59,35.43,3.94,0,0,0,0,0,0,0,0,402.5,675.1,21.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-025,24,003,06-025,590.83,716.62,62.79,10.43,35.11,701.94,673.66,25.04,1.14,0,0,0,0,0,0,0,0,685.83,649.41,19.79,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-026,24,003,06-026,662.51,590.2,59.1,20.54,48.13,772.52,555.19,22.36,0,0,0,0,0,0,0,0,0,0,0,0,0,793.06,485.34,41.48,21.22,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-027,24,003,06-027,510.13,377.27,35.95,10.59,23.57,573.4,332.15,22.38,0,0,0,0,0,0,0,0,0,0,0,0,0,589.66,316.23,23.07,18.89,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-028,24,003,06-028,624.25,516.12,41.21,7.66,35.34,682.84,504.3,32.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,693.67,463.91,33.87,24.16,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-029,24,003,06-029,400.43,454.07,36.35,14.51,46.01,487.77,421.52,23.04,0.01,0,0,0,0,0,0,0,0,475.81,413.54,14.71,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-030,24,003,06-030,474.44,785.09,50.84,12.37,31.3,561.61,729.86,29.83,3.88,0,0,0,0,0,0,0,0,557.32,694.56,22.84,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-031,24,003,06-031,466.46,444.34,38.15,5.85,25.09,554.97,387.36,13.56,0.02,0,0,0,0,0,0,0,0,0,0,0,0,585.81,330.93,20.12,9,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400306-032,24,003,06-032,408.69,447.84,47.72,7.09,37.53,483.87,434.84,18.61,0.57,0,0,0,0,0,0,0,0,0,0,0,0,505.86,386.38,27.74,14.85,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400307-001,24,003,07-001,1308.83,770.76,68.99,15.27,42.05,1257.61,862.85,69.87,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.94,973.58,60.01,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400307-002,24,003,07-002,1079.94,776.88,59.94,19.92,32.2,1050.27,825.61,72.93,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042.63,913.81,75.99,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400307-003,24,003,07-003,611.52,667.37,55.11,11.28,14.76,567.88,735.08,35.73,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.25,785.94,57.84,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400307-004,24,003,07-004,716.64,452.31,41.89,20.93,25.1,718.11,482.87,31.53,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.72,503.08,48.33,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400307-005,24,003,07-005,1084.01,743.26,75.45,18.61,45.09,1058.7,782.63,79.06,1.94,0,0,0,0,0,0,0,0,0,0,0,0,7.54,4.1,0.42,0.31,0.02,1059.95,856.9,82.58,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400307-006,24,003,07-006,1315.15,775.91,111.88,23.24,39.61,1360.21,768.81,86.06,4.04,0,0,0,0,0,0,0,0,20.65,31.25,1.09,0,0,0,0,0,0,1341.3,815.45,97.7,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400307-007,24,003,07-007,894.74,664.16,55.18,13.8,58.14,974.56,609.96,50.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.92,703.57,49.27,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
