GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2402118-002,24,021,18-002,1484.8,291.1,8.8,3.9,2.9,991.9,747.7,2,1224.9,549,1,1159.8,567.7,13.8,39.5,2
2402118-003,24,021,18-003,812.4,212.6,4.2,4.1,0,498.7,493.9,0,599.1,420.7,0,539.5,434.2,10.2,43.3,2
2402119-001,24,021,19-001,821.9,111.6,4,2,0,533.9,372.7,0,661.4,251.1,0,618.5,266,10.9,35,0
2402120-001,24,021,20-001,1244.7,228.8,9.3,7.1,0,732.6,667.2,1,965.7,467.4,0.1,900.3,506.5,10.5,36.7,0
2402120-002,24,021,20-002,0.4,0.1,0,0,0,0.2,0.2,0,0.3,0.1,0,0.3,0.1,0,0,0
2402121-001,24,021,21-001,905.9,231.3,8.8,8.8,0,527.8,593.9,0,653.2,486,1,624,486,16.5,38.9,0
2402121-002,24,021,21-002,716.8,480.5,8.8,1,1,388.3,776.7,4.9,464.8,728.6,0,411.9,757,10.8,34.3,2.9
2402121-003,24,021,21-003,534.3,200,7.7,5.8,1,304.3,429,0,371,372.9,0,331.4,392.3,6.8,30,0
2402121-004,24,021,21-004,912.8,620.4,10.4,7.4,1,518.8,996.1,1,618.7,930.7,1,540.3,960.1,19.5,40.8,0
2402121-005,24,021,21-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402121-006,24,021,21-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402121-007,24,021,21-007,321,106,0,1,0,186,224,0,234,175,0,217,191,4,13,0
2402121-008,24,021,21-008,7,2,0,0,0,5,3,0,6,2,0,6,2,0,0,0
2402122-001,24,021,22-001,626.9,157.7,1.1,7,1,345.4,425.9,1,463.6,326,0,424.5,336,6.1,33.2,0
2402122-002,24,021,22-002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402123-001,24,021,23-001,1805.3,1037.3,19.7,8.4,0.9,999.7,1765.2,0.9,1200.5,1639.3,0,1091.7,1643,33.8,80.8,0
2402123-002,24,021,23-002,12.1,5.6,0,0,0,4.7,13.9,0,5.6,13,0,5.6,11.2,0,0.9,0
2402123-003,24,021,23-003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402123-004,24,021,23-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402124-001,24,021,24-001,853,364,9,7,0,521,681,0,641,582,0,582,586,23,46,1
2402124-002,24,021,24-002,430.9,115,7,1,0,236.9,313,0,297.9,256,1,276,251,8,22,1
2402124-003,24,021,24-003,312,111,4,10,0,170,253,2,207,215,0,190,222,4,18,0
2402124-004,24,021,24-004,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0
2402124-005,24,021,24-005,344.3,213.5,5,4,0,195.2,359.6,0,256.2,300.6,0,226.2,313.6,6,18,0
2402124-006,24,021,24-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402125-001,24,021,25-001,1430.6,616.1,26.8,13.9,4,823.5,1210.4,1,969.3,1096.3,0,881,1082.4,47.6,73.4,1
2402126-001,24,021,26-001,1605.3,611.9,12.3,6.6,0.9,902.7,1264.5,4.7,1136,1047.3,2.8,1041.6,1103,23.6,55.7,0.9
2402126-002,24,021,26-002,1502.3,607.2,17.1,9.1,1,813.2,1245.8,2,1066.6,1029.6,0,1001.6,1061.2,13.2,50.6,1
2402301-001,24,023,01-001,744.9,107.1,8.1,3,0,505.7,319.7,1,648.4,201.5,1,590.2,250.9,8.1,9.6,1
2402302-001,24,023,02-001,695,140,16,4,0,505,303,0,620,225,0,572,241,15,12,0
2402303-001,24,023,03-001,836.4,86.6,7,2,0,587.5,303.7,0,748.7,157.3,0,691,208.1,10,16.9,0
2402303-002,24,023,03-002,264,44,0,2,0,207,78,0,251,56,0,235,69,0,5,0
2402304-001,24,023,04-001,300.7,21,1,0,0,213.7,102.7,0,271.7,48.9,0,260,58.4,0.1,2.2,0
2402305-001,24,023,05-001,759.6,144.4,4,6,0,516.5,360.3,1,663.3,236.7,0,619,258.9,10,19.1,2
2402306-001,24,023,06-001,727.3,154.8,7,4,0,479.5,383.6,0,598.5,294.6,0,560.5,319.6,10,15,3
2402307-001,24,023,07-001,588.6,94.9,5.1,4.2,0,397.4,266.1,0,517,161.2,0,469.9,195.1,8.2,20.4,1
2402308-001,24,023,08-001,245,20,0,1,0,169,86,3,225,38,0,213,46,0,9,0
2402308-002,24,023,08-002,294,17,5,0,0,216,79,0,280,29,0,262,46,3,3,0
2402309-001,24,023,09-001,525.9,76.6,6,3.1,0,333.1,264.1,0,454.1,148.4,0,403.3,178.8,5.1,20.4,0
2402310-001,24,023,10-001,654.7,106.5,6,1,3,448.3,293,0,575.4,181.4,0,544.8,198.8,4,12.6,0
2402311-001,24,023,11-001,147.7,8.4,0.4,1.1,0,91.3,52,0.1,129.1,16.4,0.1,124.1,24.5,0.4,4.1,0.1
2402312-001,24,023,12-001,323,21.3,2.9,1,0,249.5,83.2,0,296,41.6,0,281.4,53.2,2.9,7.7,0
2402313-001,24,023,13-001,164.7,20.2,0,0,0,112.2,62.8,0,139.3,41.8,0,131.6,46.5,0,6.1,0
2402314-001,24,023,14-001,725.4,118.5,2.9,7.8,0,502,310.9,0,643.8,192.5,0,608.8,218.7,4.9,11.7,0
2402314-002,24,023,14-002,445,35,5,0,2,302,140,1,408,56,0,374,84,7,10,0
2402315-001,24,023,15-001,256,43,1,1,0,155,132,0,226,70,0,197,97,1,9,0
2402316-001,24,023,16-001,874.4,145.9,9,7,2,635.5,360.8,0,795.4,222.8,0,740.4,250.8,9,25,0
2402501-001,24,025,01-001,588.9,784.9,9.6,6.7,1.9,247.9,1135.6,0,325.7,1089.5,0,268,1085.6,13.4,35.5,5.8
2402501-002,24,025,01-002,1078.8,275.1,1,2.6,1.7,604.3,736.6,0,812.9,541.7,0,741.5,521.3,13.6,76.9,0
2402501-003,24,025,01-003,361,275.5,10.5,7,0,192.5,457.1,0,255.1,408,0,221.2,401,7.2,28.2,2.7
2402501-004,24,025,01-004,1184.7,464.3,9.8,2.9,0,634.1,987.4,2,844.1,802.9,1,737.1,822.5,17.7,76.6,0
2402501-005,24,025,01-005,575,415.8,2.8,5.6,1.9,319.3,653.6,0,410.1,588.1,0,363.3,589.9,7.5,39.3,0
2402501-006,24,025,01-006,433,804,10,8,0,199,1021,2,250,998,2,214,985,16,31,3
2402501-007,24,025,01-007,1133.3,262,2.3,1.3,0.5,689.2,663.4,0.3,863.2,523.1,0,776.6,533.1,13.9,62.1,0.6
2402501-008,24,025,01-008,1738.7,658.3,17,16,2,972.1,1345.8,0,1275.8,1110.2,0,1092.5,1143.2,43,117.2,0
2402501-009,24,025,01-009,1151.4,359.1,6.9,5,0,625.2,859.6,3,825,677.6,4,722.1,694.4,19.8,74.2,2
2402501-010,24,025,01-010,1347.2,804,7.3,7.3,3.1,706,1416.7,4.1,967.4,1200.1,4,852.6,1197.9,14,99.3,5.1
2402501-011,24,025,01-011,1559,368,17,15,3,854,1053,3,1176,755,3,1002,808,29,115,0
2402501-012,24,025,01-012,1593,347,19,13,3,832,1125,3,1164,798,5,1021,810,23,125,3
2402501-013,24,025,01-013,472.6,247.1,3.9,4.8,0,256.5,457.4,0,344.3,383.1,1,292.3,400.4,7.7,32.8,0
2402501-014,24,025,01-014,2026.6,408.5,12.1,10.1,0,1080.7,1287.3,3,1489.3,922.8,4,1288.3,945.9,26.1,186,2
2402501-015,24,025,01-015,1004.1,427.3,4.8,4,1.6,566.9,813.8,1.6,706.2,708.4,0,613.6,702.2,20,81.9,2.4
2402501-016,24,025,01-016,1261.4,710.2,27.7,13.7,2.3,674.3,1270.2,6,829.1,1162.3,3.2,739.9,1142.8,26.7,102.2,3.2
2402501-017,24,025,01-017,212.6,55.3,3.9,1.9,0,128.6,132.5,0,170.6,94.4,0,150.2,106,2.9,9.8,0
2402501-018,24,025,01-018,953.1,408.6,4.3,2.5,0,520.5,821.2,0,690.5,682.2,1.1,590.7,691.9,18.7,75,0
2402501-019,24,025,01-019,514.5,516,7.2,8,2.4,260.4,751.8,5.6,333.7,719.1,0.8,279.5,717.5,6.4,48.6,0
2402501-020,24,025,01-020,1003.1,940.5,12.7,12.7,4.7,557.4,1363.9,0,651.5,1306.9,2.8,591.3,1281.1,13,76.2,3
2402501-021,24,025,01-021,464.6,127.7,1.1,3.1,2,285.9,285.9,3,357.5,239.7,1,317.1,240.9,12.3,27.9,1
2402501-022,24,025,01-022,98.7,41.8,0.2,0.2,0,52.2,80,0,78.1,60.8,0,64.8,66.6,4.3,4.4,0
2402501-023,24,025,01-023,3.1,0.9,0,0,0,1.6,2.4,0,2.2,1.9,0,1.9,1.7,0.1,0.4,0
2402501-024,24,025,01-024,193.8,76.4,2.5,2.5,0,90.3,177.4,0.8,133.1,139.6,0,124.8,128.9,3.3,16.4,0
2402501-025,24,025,01-025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402501-026,24,025,01-026,558.7,158.1,4,3,0,297.2,405.6,0,402.6,318.1,0,354.9,321.1,8,41.8,0
2402501-027,24,025,01-027,636.9,192.4,2.7,4.4,0,379.5,433.8,0,477.4,360.8,0.9,421.3,366.1,5.3,41,0
2402501-041,24,025,01-041,583.1,276.2,5.7,4.1,0,322.6,531.9,0.8,396.9,469.8,0.8,364.4,450.1,9.8,45.6,1.6
2402501-045,24,025,01-045,1318.7,352.6,13.7,6.3,2.6,717.1,937.9,0.2,981.2,700.6,0.2,873.6,722.5,19.1,85.9,0.4
2402502-001,24,025,02-001,207,121.1,3,6.5,0,104,227,0,135.9,195,0,122.6,196.2,2.9,13.9,1.9
2402502-002,24,025,02-002,2059.4,270.3,18.6,6.8,0,1096.4,1195.2,2.9,1544.5,794.8,2.9,1340.2,852.4,28.4,150.6,0
2402502-003,24,025,02-003,514.7,240.6,3.6,4.6,0,273.3,463.9,0,371.6,395.6,0,331.6,385.5,9.1,31,2.7
2402502-004,24,025,02-004,73.7,9,1,0,0,46.8,29.9,0,59.8,18.9,0,56.8,19.9,3,2,0
2402502-005,24,025,02-005,88.3,22.8,0.4,2.3,0,55.7,51.2,0,65,48.3,0.1,60.1,44.9,0.5,5.3,0.1
2402502-006,24,025,02-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402502-007,24,025,02-007,59.8,34.9,0,0,0,36.9,54.9,0,50.9,41.9,0,42.9,44.9,0,3,0
2402502-010,24,025,02-010,654.8,606.5,12,11.3,2,343.2,900.6,2,423.6,853.6,3.9,368.4,841.9,22.8,56.2,2.1
2402502-011,24,025,02-011,896,445.2,10.2,8,0,463.9,846.7,0.1,605,741.5,2,529.1,756.4,12.4,61,1.9
2402502-014,24,025,02-014,425.2,431.1,13.3,12.3,0,228.2,628.1,2.8,274.9,602.3,1,238.7,589.1,13.3,39.9,1.9
2402502-015,24,025,02-015,619.2,495.6,8.9,3,2,286.3,814.6,0,377.8,761.9,3,315.2,758.9,8.9,53.6,3
2402502-019,24,025,02-019,160.2,174.2,4.2,0.2,0,115.5,207.6,0,125.5,207.4,0,106,203.4,3.3,25,0.1
2402502-020,24,025,02-020,34,2,0,0,0,19,13,0,24,10,0,22,10,0,3,0
2402502-021,24,025,02-021,41,17,0,0,0,23,32,0,28,27,0,28,27,0,2,0
2402502-022,24,025,02-022,29.6,13.9,2,0.2,0,15.1,28.8,0,20.4,23.4,0.1,16.6,25.9,1.3,1.2,0
2402503-002,24,025,03-002,1531,257.2,19.1,10.1,2,853.9,902,1,1223.1,580.6,3,1092.2,590.7,25.4,111.9,0
2402503-003,24,025,03-003,2206.9,246.1,12,7.4,0,1214,1175.2,0,1781.2,646.8,0.9,1602.7,671.8,27.8,142.5,5.6
2402503-004,24,025,03-004,1130.9,137.5,3.1,3,2,681.1,564,0,928.2,335.9,0,822.7,368,12.3,72.4,2
2402503-005,24,025,03-005,2274.6,271,17,16.4,3,1345.6,1152.9,6.2,1866.9,656.8,0.2,1648.9,685.5,30.1,194,2.1
2402503-006,24,025,03-006,1932,214,13,5,3,1028,1095,3,1491,663,3,1302,685,29,173,0
2402503-007,24,025,03-007,1674,276,13,10,5,947,926,1,1322,607,3,1195,641,26,86,2
2402503-008,24,025,03-008,1702,287,20,6,0,895,1058,4,1250,740,3,1118,754,39,90,0
2402503-009,24,025,03-009,2011,344,14,10,2,1133,1208,3,1554,792,3,1396,812,25,134,2
2402503-010,24,025,03-010,1156,321.4,15.1,10.3,0,646,814.4,1.1,852.4,641.7,1,729,660.9,20.2,94.1,5.6
2402503-011,24,025,03-011,994.7,224.4,12.8,7.9,3,519.4,711.6,1,733.3,511.9,0,659,492.8,18.8,75,1
2402503-012,24,025,03-012,1284.6,341.9,11.7,9.2,2.3,718.6,897.8,1.4,953.3,686.5,0.2,839.7,686.9,20.9,108.3,0.5
2402503-013,24,025,03-013,1867.6,308.4,7.6,3.4,0,936.3,1209.1,2.8,1391.6,768.3,1,1216.1,782.6,20.1,160.3,3.3
2402503-014,24,025,03-014,1056.9,160.5,8.4,1.9,1.8,583.9,629.3,1,798.4,418.7,0.9,696.7,420.8,11.4,93.2,0.1
2402503-015,24,025,03-015,1101.8,229.4,12.9,6,3,599.3,697.1,3,823,495.4,1,704.6,528.1,20.9,77.7,1
2402503-016,24,025,03-016,1048,254.8,7,2,0,575.6,703.1,1,776.2,513.6,0,692.9,516.6,19,78.2,0
2402503-017,24,025,03-017,1223.4,284.3,12.9,5.9,3,656.8,836.1,4,953,555.8,1,836.1,563.7,17.8,112.9,1
2402503-018,24,025,03-018,1476.2,451.4,16.1,3.3,1.8,810.5,1077.1,3.6,1083.6,841.9,1.2,929.8,855.5,25,133.8,0.9
2402503-019,24,025,03-019,1644.5,344.6,4.4,5.2,2.1,901.9,1036.6,0.1,1292.5,685.4,0,1133.7,711.9,19.5,133.7,1
2402503-020,24,025,03-020,1567,203.4,5.6,5.5,2.5,848.9,881.3,1.1,1242.4,509.8,1,1104.2,531.8,23.7,109.3,1.1
2402503-021,24,025,03-021,1625,394,13,6,2,893,1083,4,1241,747,3,1077,830,23,86,3
2402503-022,24,025,03-022,1613,297.6,15.4,4.5,4.5,928.1,960.7,0.9,1265.6,643.2,0,1125.8,672.2,26.3,90.7,0.9
2402503-023,24,025,03-023,1010.9,230.3,14.9,1.4,0,529.9,685.3,2.1,741.1,499.3,0.7,641.5,487.6,20.4,107.2,0
2402503-024,24,025,03-024,1258,206,6,2,0,741,691,0,996,456,0,860,500,18,78,1
2402503-025,24,025,03-025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402503-026,24,025,03-026,475,43,1,0,0,261,249,3,393,126,0,345,133,5,41,0
2402503-027,24,025,03-027,210,55,0,2,0,107,152,0,151,114,0,131,113,0,20,0
2402504-001,24,025,04-001,842,116,10,3,0,470,469,0,665,289,0,602,291,16,54,0
2402504-002,24,025,04-002,1575,187,4,5,0,855,889,0,1275,471,1,1090,520,25,132,2
2402504-003,24,025,04-003,1762.7,201.5,16.9,6,3,1113.6,825.4,0,1496,462,0,1322.3,490.9,34.9,126.8,2
2402504-004,24,025,04-004,1469.6,159,6,2,3,854.1,767.7,2,1226.8,395.4,3,1119.9,423.4,17.2,70.8,3
2402504-005,24,025,04-005,1662,244,9,8,2,959,910,4,1332,561,4,1211,591,18,87,2
2402504-006,24,025,04-006,988.8,87.8,3.9,2,0,576.9,455.8,2.9,814,239.1,2.9,708.6,251.8,20.5,81,0
2402504-007,24,025,04-007,637,86,7,2,0,389,321,1,545,175,0,487,184,12,46,0
2402504-008,24,025,04-008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402505-001,24,025,05-001,1694.3,149.7,12.5,5.8,0,1038,751.2,3.8,1401.7,435.6,0,1301.9,441.3,15.3,94,0
2402505-002,24,025,05-002,1455.3,164.6,16.1,5.7,0,847.1,737.9,2.9,1198.5,424.2,2.9,1066.4,451.8,18.1,97.7,1
2402505-003,24,025,05-003,1678.6,137.7,16.1,3,0,1048.6,714.4,0,1407.3,412,0,1301.8,426,6.1,93.4,0
2402505-004,24,025,05-004,907.2,134.8,3.8,2.9,0,491.5,537.1,0.9,708.8,316,0,629.1,322.6,15.2,76.9,0
2402506-001,24,025,06-001,690.7,376.9,17.1,6.3,1.8,319.2,742.1,1.8,426.5,667.3,0,349,679.9,20.7,52.3,1.8
2402506-002,24,025,06-002,1060.6,390.2,12.7,13.6,0,556.7,870.5,3.6,760.4,713.1,4.6,660.4,732.2,24.6,75.5,0
2402506-003,24,025,06-003,1121.8,466.4,12.3,8.9,0,611.5,964.9,3.4,811.8,796.6,1.1,691.9,823.6,25.2,74.8,0.3
2402506-004,24,025,06-004,161,48,1.3,2.4,0,81.2,124.3,0.4,109.6,102.2,0.4,98,103,2.4,10.2,1.1
2402506-005,24,025,06-005,125,100.3,0.4,0,0,54.1,167.5,0,69.2,158.5,0.9,61,156.7,1.1,10.9,0
2402506-006,24,025,06-006,1578.6,576.2,23,6.4,0,801.8,1342,3.6,1132.5,1039.6,0.9,954.2,1068.4,34.8,131.3,1.7
2402506-007,24,025,06-007,127.5,33.3,2.7,0,0,65.2,95.3,0,91.1,73.4,0.1,73.7,80.3,1,11.5,0
24025ZZZZZZ,24,025,ZZZZZZ,651.3,284.5,9,6.6,0.9,369.6,555.4,2.2,480.8,468.3,0.4,428.7,470,9.1,44,1.6
2402701-001,24,027,01-001,1214,581,7,14,2,587,1178,2,760,1034,0,636,1039,26,105,5
2402701-002,24,027,01-002,308,117,0,2,0,165,255,0,221,198,0,186,211,5,24,0
2402701-003,24,027,01-003,778,676,11,2,5,338,1084,7,437,1022,3,354,1020,12,83,5
2402701-004,24,027,01-004,1640,776,13,6,5,813,1572,0,1006,1376,3,849,1394,40,144,0
2402701-005,24,027,01-005,339,165,1,3,0,158,334,0,201,291,2,161,292,4,38,2
2402701-006,24,027,01-006,630,490,7,11,2,305,800,0,372,742,0,311,744,15,67,0
2402701-007,24,027,01-007,245,172,1,2,0,127,283,0,147,270,0,117,292,3,11,0
2402701-008,24,027,01-008,791,515,10,10,3,373,909,3,488,815,0,393,845,20,57,0
2402701-009,24,027,01-009,672,543,6,6,0,301,885,4,365,861,0,294,883,8,53,2
2402701-010,24,027,01-010,445.6,361.6,8.2,4.9,0,205.1,596.3,1.6,257.8,550.2,0,218.3,537.8,15.7,44.5,1.6
2402701-011,24,027,01-011,432.5,194.1,0,7.4,0,214.4,415.9,0,263.4,370.6,0,217.2,387.2,7.4,35.1,1.9
2402701-012,24,027,01-012,432,229,1,2,0,210,437,0,260,388,0,229,385,7,38,0
2402701-013,24,027,01-013,763,303,10,3,2,370,688,0,500,563,2,390,592,15,77,2
2402701-014,24,027,01-014,938,376,8,13,0,433,858,7,581,725,0,479,750,22,73,0
2402701-015,24,027,01-015,800.7,1264,19.4,9.7,0,410,1637.2,1.9,424.6,1659.5,0,332.5,1645.9,42.6,62,0
2402701-016,24,027,01-016,313,144,4,6,0,174,283,0,207,253,2,177,251,12,30,2
2402701-017,24,027,01-017,163,306,4,3,0,70,399,0,76,407,0,63,388,5,18,2
2402701-018,24,027,01-018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402701-019,24,027,01-019,4.4,1.4,0,0,0,1.9,3.7,0,2.7,2.9,0,2.3,3.3,0,0.3,0
2402701-020,24,027,01-020,294.6,91.6,3,3,0,129.1,248.3,0,182.3,192.1,0,152.7,219.7,3,17.7,0
2402701-021,24,027,01-021,560.2,725.7,10.5,7.6,0,250.1,1028.1,1.9,282.5,1016.7,0.9,223.3,1012.9,14.3,51.5,1.9
2402702-001,24,027,02-001,709,498.1,13.2,5.2,2,307,902.9,0,390.1,833,2,317,848,15.2,58.2,0
2402702-002,24,027,02-002,1440.3,685.8,4.2,11.8,3.2,654.3,1429.7,3.2,807.5,1291.7,5.2,644.6,1353.7,15.6,124.2,8.2
2402702-003,24,027,02-003,1171,627.5,5.3,9.9,1.8,490.1,1303.6,2.1,687.1,1102.7,1.8,575.2,1130.2,20.1,88.1,2.1
2402702-004,24,027,02-004,534.9,628.5,4,3,0,252.9,893.5,0,295.1,862.2,0,231.9,890.2,8.1,43.2,0
2402702-005,24,027,02-005,559,320,6,6,0,259,623,0,335,544,2,273,560,19,42,2
2402702-006,24,027,02-006,647,343,18,8,0,292,699,2,369,636,2,294,646,15,70,0
2402702-007,24,027,02-007,843,282,1,3,0,404,699,0,509,608,0,412,651,7,75,0
2402702-008,24,027,02-008,1005.8,513.5,6.7,10.6,0,507.7,988.5,0,609.6,905.8,1.9,489.4,944.2,19.2,81.7,1.9
2402702-009,24,027,02-009,601,704,6,10,2,262,1014,2,325,980,2,267,981,15,38,5
2402702-010,24,027,02-010,518,340,1,0,2,222,613,0,282,574,2,218,582,14,51,5
2402702-011,24,027,02-011,749,361,6,5,0,352,726,2,435,660,0,393,680,14,42,0
2402702-012,24,027,02-012,874,399,4,11,0,407,834,2,541,715,0,440,754,23,67,0
2402702-013,24,027,02-013,330,212,6,2,2,128,411,2,176,360,3,120,395,7,30,2
2402702-014,24,027,02-014,334,268,3,3,2,122,468,0,154,450,0,120,455,14,30,0
2402702-015,24,027,02-015,692,364,3,3,2,327,723,2,425,625,0,357,642,10,54,0
2402702-016,24,027,02-016,1033,516.5,8.8,8.3,0,473.6,1058.1,0.1,566.5,986.5,0.1,445.5,1040.7,15.5,83.1,0.1
2402702-017,24,027,02-017,165,88,1,2,0,66,182,0,93,164,0,63,184,3,16,0
2402702-018,24,027,02-018,985,424,10,14,0,384,988,2,553,839,2,435,883,23,88,2
2402702-019,24,027,02-019,829,270,8,6,7,354,730,2,484,618,0,414,627,15,69,0
2402702-020,24,027,02-020,333,226,7,2,0,135,413,0,174,384,0,127,386,10,37,2
2402702-021,24,027,02-021,131,77,0,0,0,47,147,0,75,122,2,61,132,3,10,0
2402702-022,24,027,02-022,11,18,0,2,0,6,24,0,10,19,0,6,22,0,2,0
2402702-023,24,027,02-023,281.2,380.8,9,1.7,0,132.9,511.8,0,146.4,509.8,0,123.8,510,17.2,18.3,0
2402702-024,24,027,02-024,606,273,0,5,0,217,640,0,349,519,3,291,548,5,43,0
2402702-025,24,027,02-025,619,298,7,3,2,289,623,0,379,541,2,300,570,10,48,0
2402702-026,24,027,02-026,636,345,7,6,2,305,642,7,375,596,3,304,632,15,40,2
2402703-001,24,027,03-001,781,282,6,8,0,393,647,2,525,524,1,434,546,18,75,0
2402703-002,24,027,03-002,1557,405.3,10.9,9.9,0,820.5,1080.5,3,1105.2,831.4,0,952,854.1,35.6,107.8,3
2402703-003,24,027,03-003,966,361,14,5,0,480,851,0,652,668,1,541,711,18,72,0
2402703-004,24,027,03-004,113,49,1,3,0,68,89,0,76,86,0,61,89,1,11,2
2402703-005,24,027,03-005,1435,614,11,14,3,709,1300,2,947,1089,1,779,1120,26,137,0
2402703-006,24,027,03-006,923.7,340.2,4,6,0,514.4,690.5,0,632.5,622.4,0,552.4,622.4,19,72,0
2402704-001,24,027,04-001,1026,222,10,6,0,561,637,3,740,496,2,665,512,18,56,0
2402704-002,24,027,04-002,1183,256,4,10,0,627,752,2,799,613,0,688,649,14,86,0
2402704-003,24,027,04-003,1253,275,8,6,0,709,788,3,924,582,0,855,579,20,65,0
2402704-004,24,027,04-004,1362,320,8,10,0,781,837,2,1031,627,2,900,658,22,88,2
2402704-005,24,027,04-005,1159.3,228.3,3,5,2,629,708.8,0,869.2,492.4,0,788.5,506.4,14.9,58.8,2
2402704-006,24,027,04-006,1463.1,361.8,7,5,0,833.5,927.4,0,1062.3,735.5,2,927.4,782.5,25,78,2
2402705-001,24,027,05-001,1566,672,14,8,0,821,1351,3,1021,1192,3,829,1262,40,125,3
2402705-002,24,027,05-002,270,273,3,8,0,99,440,2,135,413,0,110,410,3,34,0
2402705-003,24,027,05-003,668.9,1067.1,14.2,17.2,3,264.1,1456.3,3,321.1,1449.9,3.1,222.9,1461.3,31.6,68.8,3
2402705-004,24,027,05-004,660.3,1132.8,6,13,3,287.7,1479.4,5,330.6,1467.4,1,275.7,1468.4,15,55.9,3
2402705-005,24,027,05-005,1210,702,10,5,2,649,1221,0,752,1154,0,640,1192,26,69,2
2402705-006,24,027,05-006,1795,1136,18,10,5,892,1971,9,1007,1928,1,840,1971,36,129,5
2402705-007,24,027,05-007,374,576,6,5,0,152,781,0,179,773,0,161,757,14,32,0
2402705-008,24,027,05-008,399.7,659.2,10,2,0,124.3,924.6,2,165.3,902.6,1,130.3,892.6,16,38.1,0
2402705-009,24,027,05-009,430,622,3,9,0,174,873,0,225,846,0,178,848,11,32,0
2402705-010,24,027,05-010,1262,725,7,2,2,603,1336,2,678,1297,1,533,1410,16,59,0
2402705-011,24,027,05-011,743,343,10,8,0,406,640,2,507,574,1,430,601,12,56,0
2402705-012,24,027,05-012,499,630,3,6,0,193,920,3,244,898,1,200,893,11,41,2
2402705-013,24,027,05-013,393,352,6,5,0,152,584,2,210,537,1,152,558,10,40,0
2402705-014,24,027,05-014,276,189,0,6,3,115,356,0,169,298,0,137,313,8,21,0
2402705-015,24,027,05-015,833.5,958.8,9.8,9.5,0,312.4,1453.6,2,402.2,1390.5,2.9,308.4,1404.3,26.1,80,2
2402705-016,24,027,05-016,498,665,4,9,0,221,926,2,250,918,0,191,931,14,43,2
2402705-017,24,027,05-017,478.6,396.1,0,8.2,0,181.5,683.1,0,234.7,644.6,0,202.6,634.5,7.3,42.2,0
2402705-018,24,027,05-018,291,495,8,6,2,116,661,0,134,675,0,105,647,12,43,2
2402705-019,24,027,05-019,1407.9,501.2,14,5,3,803.5,1053.6,0,984.7,896.5,0,826.6,967.5,26,104,0
2402705-020,24,027,05-020,1076,494,4,5,0,583,945,2,668,894,0,567,922,16,70,0
2402705-021,24,027,05-021,448,758,6,5,0,200,986,2,219,1006,1,164,1001,19,48,3
2402705-022,24,027,05-022,1359,970,14,14,0,611,1675,3,734,1595,3,547,1714,33,75,0
2402705-023,24,027,05-023,339,380,4,6,0,122,579,2,153,563,0,120,577,7,32,0
2402705-024,24,027,05-024,476,257,3,0,0,252,473,0,303,431,0,241,455,7,42,0
2402706-001,24,027,06-001,656,590,11,11,2,344,894,0,410,844,2,355,824,22,57,2
2402706-002,24,027,06-002,763,1243,7,10,2,338,1641,2,394,1628,2,341,1612,12,64,8
2402706-003,24,027,06-003,696,442.9,6.1,5.1,0,290.3,821.5,2.1,376.5,765.8,0.1,298.4,781.4,11.4,63.9,2
2402706-004,24,027,06-004,1032,732,8,5,3,479,1247,2,579,1170,0,490,1171,19,94,0
2402706-005,24,027,06-005,484,569,6,16,0,186,860,2,259,805,0,196,798,19,62,2
2402706-006,24,027,06-006,493,474,7,6,2,165,791,0,228,755,0,178,756,10,53,2
2402706-007,24,027,06-007,304,366,6,0,0,131,509,0,166,493,0,134,498,11,29,0
2402706-008,24,027,06-008,306,550.6,11.1,6.8,0,119.3,743.2,1.7,144,739.8,1.7,127,722.8,9.4,20.5,2.6
2402706-009,24,027,06-009,422,868,4,6,0,163,1099,0,196,1096,0,162,1104,4,29,0
2402706-010,24,027,06-010,555,664,4,6,0,224,978,0,304,911,3,247,917,16,51,3
2402706-011,24,027,06-011,627,688,4,0,0,246,1050,0,312,996,0,266,1005,12,45,0
2402706-012,24,027,06-012,306,415.4,4.9,4.2,0,141.7,563.8,2.3,163,555.2,0.3,132,558.2,8.6,30.5,0.4
2402706-013,24,027,06-013,456,469,3,10,2,203,719,0,251,680,0,205,692,14,30,3
