GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22005000055,22,005,000055,51.4,334.1,0.9,5.7,1,0,0,30.5,3.8,9.5,0,0.9,0,1,0.9,0.9,148.9,64.9,33.4,24.8,1,0.9,2.9,1.9,1,2.9,0,3.8,2.9,0,0,28.6,166.1
22005000057,22,005,000057,18.9,236.7,0,1,1,0,0,14.9,3,4,3,0,0,1,0,0,112.4,49.7,14.9,18.9,3,0,0,1,1,0,1,5,0,2,0,6,124.3
22005000058,22,005,000058,648.7,298.8,28.1,6.7,1.9,1,5.6,345.6,122.1,66.1,42,30.3,19,11.6,5.6,0,118.9,107.1,19.1,19.3,0.9,3.9,1.9,11.2,1,0,0,2.8,6.6,1,0,253.9,97
22005000061,22,005,000061,303,49.6,10.1,1.9,4.3,0,1.9,155.2,61.6,44.4,23.6,8.2,8.2,4.7,0.9,1.1,21.7,20,4.1,2.1,0.9,0.9,0.4,1.9,0.4,0,0,1.9,1.9,0.4,0,123.9,20
22005000062,22,005,000062,514.8,188.2,18.2,2.7,3.8,1.9,3.8,265.3,116,63.2,37.9,16.1,11.2,9,1.6,1.9,82,62.1,10.9,11.2,1.6,1.4,1.9,4.6,1.9,0.5,0.5,2.7,5.4,3.3,0.5,232.6,77.9
22005000063,22,005,000063,223.6,81.7,7.9,1.2,1.7,0.8,1.7,115.2,50.4,27.4,16.4,7,4.8,3.9,0.7,0.8,35.6,27,4.7,4.8,0.7,0.6,0.8,2,0.8,0.2,0.2,1.2,2.4,1.4,0.2,101,33.8
22005000064,22,005,000064,692.2,263,40.2,5.4,9.1,3.2,2.2,340.9,186.3,109.3,37.8,13.5,15.1,13.5,4.3,2.7,105.8,111.1,11.3,7.5,3.8,1.6,2.7,10.2,2.1,1.1,1.1,3.7,1.1,2.7,0,315,103.4
22005000065,22,005,000065,27.3,170.1,4.4,1.3,0.4,0.1,1.9,19.4,7,3.8,1.6,2.2,1.8,0.4,0,0,78.1,43.7,10.4,15.4,1,1.2,0.4,1.5,0.3,0,0,2.6,1,0.3,0,11.3,85.3
22005000066,22,005,000066,592.8,299.6,18.5,5.9,6.8,0,2.2,284,138.8,84.7,57.8,15.9,15.8,7.2,3.1,0.9,121.6,102,22.7,20.4,1.8,0.5,0.5,7.2,0,0,0,5.4,0.4,0.4,0,303.2,162.1
22005000071,22,005,000071,1075.2,510.7,30.1,9.1,14.2,3,1,492.6,222,158.1,89.3,30.7,30.2,22.2,8,4,245.3,169.8,36.1,22.4,9.1,2,4,2.1,4,0,0,4,8.1,0,0,362.9,225.8
22005000072,22,005,000072,492,181,27,6,5,1,0,238,98,53,30,22,21,3,5,0,71,85,11,19,0,1,1,6,6,0,0,4,6,4,3,179,64
22005000073,22,005,000073,203.5,24.1,1.6,0.8,3.2,0,0,109.4,29,16.1,19.3,10.4,2.4,2.4,0,0,18.5,11.3,0.8,5.6,0.8,0,0,0.8,0,0,0,0,1.6,0,0,85.2,11.3
22005000076,22,005,000076,1018.9,177.2,28.8,6,3,6,0,460.7,208.1,107.5,74.7,47.2,26,15.9,1,3,101.5,82.6,9,20.9,3,1,3,9,1,0,0,8,4,1,5,271.8,71.6
22005000077,22,005,000077,518,185,24,8,5,0,4,252,130,83,46,19,6,8,5,1,75,65,16,10,6,0,1,10,3,0,0,5,0,4,0,239,78
22005000078,22,005,000078,717,206,27,1,5,0,1,325,205,89,47,21,15,10,1,0,90,78,7,9,1,4,0,10,3,0,0,5,5,1,0,269,94
220070001-1,22,007,0001-1,35.7,252.9,0.7,2.6,2,1.3,1.3,19.4,7.4,5.3,0.7,5.3,0,0,0,0.7,76.3,116.3,13.8,12.5,2,3.3,0.7,0.7,2,0,0,2.6,0,0.7,0,14.8,104.9
220070001-2,22,007,0001-2,368,523.5,13.6,5.1,3,4.1,3,163.5,83.1,31.8,24.2,24.2,10.2,11,0,1,249.2,151.9,49.4,35.7,5.4,2.4,1.1,2.5,2,0.2,0,9.7,1.1,0,0,152.2,230.5
220070002-1,22,007,0002-1,298,55,4,3,0,2,3,159,71,31,21,9,3,2,0,0,22,14,4,3,2,0,0,1,0,0,0,1,0,0,0,122,15
220070002-2,22,007,0002-2,65,12,0,0,0,0,0,32,7,1,6,4,0,5,0,0,6,9,1,2,0,0,0,0,0,0,0,1,0,0,0,29,4
220070002-3,22,007,0002-3,376,153,9,4,3,0,1,213,54,32,25,22,6,5,1,0,67,58,7,3,0,2,1,4,2,3,1,9,1,0,0,171,59
220070002-4,22,007,0002-4,193,32,7,0,0,1,0,116,25,10,18,10,3,1,0,0,17,16,3,3,1,0,0,0,0,0,0,2,1,0,0,79,13
220070002-5,22,007,0002-5,73,18,2,0,2,0,0,42,9,0,5,8,4,3,0,0,5,5,0,0,0,0,1,2,2,0,0,1,0,0,0,46,9
220070003-1,22,007,0003-1,172,35,4,0,0,0,0,87,21,16,21,13,4,0,0,0,9,24,1,1,0,0,1,2,0,0,0,1,0,1,0,78,9
220070003-2,22,007,0003-2,674.2,75.6,18.1,0.2,0,3,5,255.8,140.2,66.7,64.7,54.7,24.9,3.1,1,1,30.1,40.6,10.9,10.1,1.7,0,0.1,5,0.1,1,0,7.4,9.9,1.1,1,253.8,34.2
220070004-1,22,007,0004-1,97,135.6,3.8,2.8,0,0,2.8,55.6,7.5,6.6,5.7,17.9,5.7,0,0.9,0,58.4,33.9,9.4,5.7,0,2.8,0,0.9,1.9,0.9,0,0.9,0,0,0,43.3,49
220070004-2,22,007,0004-2,152,489,3,3,0,1,3,73,30,18,12,21,11,7,1,0,235,101,23,9,1,1,1,7,1,0,4,9,3,0,0,59,190
220070004-3,22,007,0004-3,142,120.4,3.2,1.2,0,0,4.2,79.4,17.5,10.4,7.3,13.1,2.4,0,0.1,0,45.6,24.1,11.6,7.3,1,0.2,1,1.1,0.1,0.1,0,3.1,0,2,0,66.7,36
220070005-1,22,007,0005-1,45,265,0,1,1,1,4,28,5,8,0,0,1,0,0,0,117,70,21,6,0,4,1,0,0,0,0,8,1,1,0,17,128
220070005-2,22,007,0005-2,350,169,9,0,4,3,0,192,65,24,32,20,12,5,0,0,84,30,14,3,0,3,0,4,0,0,0,7,0,4,0,158,88
220070005-3,22,007,0005-3,226.9,67.2,0.5,1.3,0,0.1,0.3,105.2,27.4,21.9,6.1,25.1,10.5,2.3,0.1,0,37.9,18.2,6.2,5.2,0.1,0.1,1.2,1.3,0.1,0,0,4.2,3.2,1.3,0,77.8,25.3
220070005-5,22,007,0005-5,20,3,0,0,0,0,1,11,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
220070006-1,22,007,0006-1,312.4,318.2,6.7,4.7,0,1,3.8,173.3,48.4,27.4,16.1,15.2,7.6,3.8,1.9,0,127.2,89.1,17.2,32.1,1,0.9,2.8,3.8,0.9,0,0,16.9,2.8,3.7,0,125.6,119.6
220070006-2,22,007,0006-2,40.4,315.8,5.3,0.9,0,0.9,0,36,3.5,6.1,1.8,2.6,1.8,0.9,0,0,133.3,83.3,20.2,13.2,3.5,2.6,0.9,3.5,0,1.8,0,5.3,0.9,0,0,28.1,141.2
220070006-3,22,007,0006-3,20,202,1,0,0,1,1,20,3,7,0,1,2,0,1,0,77,38,14,21,0,0,1,0,0,0,0,6,1,0,0,17,85
220070007-1,22,007,0007-1,430,401.6,5.3,5.3,2,0.7,2.7,205.1,89.5,42.2,31.9,27.4,12.8,0,0,0.3,134,160.6,20.1,38.1,3,1.8,0.3,1.3,1,1,1,6.3,0,0.3,0,162.2,156.3
220070007-2,22,007,0007-2,279.4,18.2,5.3,0.3,0,0,3.3,119.2,54.4,20.8,22.7,19.4,4.7,2.1,0,0,23.2,18.8,1.6,3.7,0.2,0.1,0,3.1,1.2,1,0,0.1,1.2,0.1,1,98.2,12.5
220070007-3,22,007,0007-3,172.5,20.1,3,0,0,0,1,61.6,38.3,22.1,11.1,8.1,3,5,0,0,10.1,13.1,0,7,3,0,0,0,0,0,0,0,0,0,0,56.5,4.1
220070008-1,22,007,0008-1,1225,133,15,3,2,3,1,533,240,106,67,65,31,7,1,0,96,85,7,11,1,0,4,6,1,0,1,13,14,4,1,406,52
220070009-1,22,007,0009-1,919.3,124.8,7.6,0.9,2.8,0,6.6,439,187.9,65.5,52.9,49.3,14,2.8,9.3,0,81,61.5,11.2,10.4,4.7,0,0.9,1.9,0,0,0,13,11.2,1.9,0,343.9,46.9
220090001-1,22,009,0001-1,587.9,41.1,4.9,0,0,2.9,2.9,162.7,89.2,149.9,44.1,67.6,21.6,7.8,0,0,37.2,14.7,0,5.9,2.9,0,1,1,2.9,0,0,2,2,0,0,246.9,22.5
220090001-2,22,009,0001-2,747.9,46.2,6.9,3.4,3.5,0.4,0.5,260,72.1,184.3,38.6,85.7,20.7,6.7,0.4,0.1,47.6,16,8.7,8.5,0.1,0.4,0.5,2.9,1.1,1.2,0,4.2,5.6,0.1,0.3,263.6,29
220090001-3,22,009,0001-3,307.1,12.1,1.9,0.2,3.1,0,2.1,77.4,43.3,75.2,32.8,24.6,12.5,4.6,0,0,16.2,5,6.2,3.6,0.1,0,0,1.1,0.1,0,0,4.5,3.2,0.1,0,96.9,18.8
220090002-1,22,009,0002-1,331,159.7,5,0,1.7,0,0,92,56.8,54.3,16.7,38.5,20.9,1.7,0,1.7,75.2,30.9,16.7,17.6,1.7,5.8,0.8,1.7,1.7,2.5,0,6.7,0,2.5,0,41,20.9
220090002-2,22,009,0002-2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
220090002-4,22,009,0002-4,244,337,4,4,0,0,3,63,38,63,9,42,7,0,0,0,157,65,24,30,3,8,3,2,0,0,0,15,2,0,0,108,128
220090002-5,22,009,0002-5,281.6,72.7,4.2,1,0.4,2.1,1,91.5,39,53.9,8,38.9,12.7,1.4,2.1,0.3,36.8,15.8,7.6,9.6,1.4,1.2,0.3,1.6,1.3,0.5,0,2.6,2,0.5,2,105.7,37.3
220090002-7,22,009,0002-7,29,223,0,0,2,0,7,21,9,11,3,9,0,1,0,0,78,29,22,15,1,8,1,2,0,1,2,18,0,1,0,12,57
220090002-8,22,009,0002-8,51,251,5,3,0,2,1,16,15,8,4,1,2,0,0,0,105,36,17,15,1,7,1,0,2,4,0,7,0,2,0,18,84
220090003-1,22,009,0003-1,188.2,453,9,4,2,0,1,78.7,49.8,32.9,6,17.9,10.9,4,2,0,180.2,94.6,33.9,32.9,5,19.9,4,2,0,0,2,16.9,2,4,1,84.6,186.2
220090003-3,22,009,0003-3,75.4,112.3,3.9,3.9,0,0,1,35.6,17.8,18.8,1,2.1,2,2,0,0,42.4,21.7,6.9,3.9,0,4.9,3,2,0,1,0,5.9,0,0,0,38.6,49.3
220090004-1,22,009,0004-1,280.4,56.3,5.2,4,0,0,1,67.6,53.1,66.2,9.8,27.6,10.5,4.2,0,0,32.8,15.3,5.2,8.1,0,5.1,0,0.1,1,1,0,4.3,3,0,1,82.2,28.7
220090004-2,22,009,0004-2,700.4,71.2,8.7,1,1.9,0,2.9,202.1,117.4,124.1,47.1,88.5,29.8,13.5,1.9,0,46.2,16.4,8.7,6.7,0,3.9,1,6.7,1,0,0,16.4,2.9,1.9,1,236.7,38.5
220090005-1,22,009,0005-1,503.5,31.5,16.2,2.9,2.9,0,0.9,148.8,74.4,105.9,15.3,63.9,21.9,7.6,0,0,27.7,11.4,2.9,10.5,0,0,0,1.9,0.9,0,0,8.6,2.9,1.9,0,178.3,43.9
220090006-2,22,009,0006-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220090007-1,22,009,0007-1,374.7,410.2,5,6,0,3,4,118.2,50.7,64.6,14.9,63.6,16.9,7.9,1,3,104.3,59.6,16.9,20.9,1,134.1,0,2,4,4,0,13.9,1,1,0,123.3,154.9
220090007-3,22,009,0007-3,289.3,58.3,2,0.1,0,1.1,0,69.3,48.6,42.9,18.8,52.6,10,1.2,0,3,37,9.9,1.1,4.1,0.1,18.7,1,2,0,0,0,8.9,1,0,1,121.2,38.5
220090008-1,22,009,0008-1,105,9,1,4,0,0,1,42,29,12,4,15,2,0,0,0,6,1,1,0,3,0,0,0,0,0,0,1,0,0,1,59,11
220090008-3,22,009,0008-3,219,8,1,1,1,1,0,65,52,48,6,25,6,3,0,0,7,9,0,1,0,0,0,0,0,0,0,1,0,0,0,98,4
220090009-2,22,009,0009-2,83,40,4,0,0,0,0,21,20,19,1,12,4,0,0,0,21,13,1,1,0,0,0,3,0,0,0,3,1,0,0,33,27
220090009-3,22,009,0009-3,191.6,52.1,1,0,0,0,1,60.9,49.1,23.6,8.8,17.7,5.9,2,0,0,24.6,19.6,4.9,3,1,0,0,0,0,0,0,2,1,0,0,83.5,34.4
220090009-4,22,009,0009-4,484.6,101.8,13.7,2,0,0,1.9,158.1,113.1,86.2,17.9,58.6,11.3,5.6,3,0,55,27.1,10.8,7.5,0.3,3.2,3,2.6,0,0.6,0,11.7,1,0.3,0,283.6,80.1
220090010-2,22,009,0010-2,283,358,6,1,0,0,4,89,83,49,9,34,8,2,4,0,163,64,13,20,1,10,1,6,0,1,0,18,3,2,1,105,145
220090010-4,22,009,0010-4,87.2,493,1.2,4.1,0,1,4.1,28.9,38.2,18.1,5.8,3.3,4,3,1,0,253.6,92.6,21.2,21,4,10,1,2,0.1,1,1,14,0.1,1,0,29.4,217.1
220090011-1,22,009,0011-1,323.6,240.3,4,0,1,0,0,100.3,59.4,76.5,20.7,32.8,16.4,7,0,0,115,53.2,16.5,15.2,5,1,1,1.2,0.2,1,0,8.5,0.2,1,0,144.9,98.3
22009002-2A,22,009,002-2A,174.1,37.9,1,3.9,0,0,2,72,18.5,37.9,15.6,20.4,4.9,3.9,2,0,11.7,9.7,3.9,2,1,1,1,0,0,0,0,2,0,0,0,70,13.6
22009002-2B,22,009,002-2B,96,162,5,5,0,0,1,39,15,11,6,10,6,4,0,0,92,20,7,10,0,4,5,2,0,0,0,8,0,1,0,32,76
22009002-2C,22,009,002-2C,222,57,5,0,0,0,0,73,33,37,9,32,6,2,0,0,36,9,6,6,1,2,0,0,0,0,0,3,4,1,0,87,43
22009002-2D,22,009,002-2D,9,10,0,0,0,0,0,2,3,0,0,1,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,7
22009002-2F,22,009,002-2F,134,47,3,1,0,0,0,42,22,32,5,10,11,1,0,0,24,10,4,3,4,0,0,0,1,0,0,3,0,0,0,66,28
22009002-3A,22,009,002-3A,218.2,23.9,5.9,1,0,2,0,56.2,27.7,51.8,6.2,39.4,10.8,0,0,0,16,8,4,2,0,0,0,2,0,0,0,3.9,0.1,1,0,75.9,16
22009002-4A,22,009,002-4A,344,133,6,5,2,0,7,125,74,49,15,28,9,8,0,0,67,37,12,4,5,1,0,4,5,1,0,7,0,0,2,148,70
22009002-5B,22,009,002-5B,11.2,2,0.1,0,0,0.1,0,3.3,2.3,1.4,0.4,2,0.3,0.1,0.1,0,1.2,0.4,0.2,0.1,0,0,0.1,0.1,0,0,0,0.2,0,0,0,4.7,1.4
22009002-5E,22,009,002-5E,5.9,0.4,0,0,0,0,0,2.1,0.6,1.2,0.4,0.4,0.2,0.1,0,0,0.5,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,0,2.4,0.4
22009003-1B,22,009,003-1B,234,58,2,1,0,1,3,83,32,47,9,22,6,4,2,0,40,13,5,6,0,1,0,1,1,0,0,4,0,0,0,66,36
22009004-2A,22,009,004-2A,276,13,7,3,0,1,1,68,85,33,16,30,8,2,1,3,21,6,1,0,0,0,0,5,2,0,0,1,0,0,1,114,18
22009005-1A,22,009,005-1A,36,13,0,0,0,0,0,9,5,1,2,12,4,0,0,0,5,0,1,0,0,4,0,0,0,0,0,0,1,0,0,18,8
22009006-1A,22,009,006-1A,365.5,66.2,4.5,0.9,0.9,2.7,0.9,107.1,75.2,44.5,13.6,65.3,10.9,1.8,2.7,0,39,13.6,5.4,2.7,0.9,0.9,2.7,4.5,0,0,0,6.3,0,0,0,151.5,44.5
22009006-2A,22,009,006-2A,190,12.4,2,1,0,0,0,69.3,24.1,31.8,6.4,26.2,1.2,6,0,0.1,6.9,4.2,0,1.1,0,0.4,0,1,0,0,0,0.2,4,0,0,85.5,7.9
22009007-3B,22,009,007-3B,8.2,1.8,0,0,0,0.9,0,1,0.1,0.9,0,0.9,0.9,0.9,0,0,0,3.5,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1,0.9
22009008-2A,22,009,008-2A,139,29,4,0,0,0,3,37,37,16,5,23,5,2,0,1,22,3,3,6,1,2,1,1,0,0,0,1,0,0,0,47,27
22009008-2B,22,009,008-2B,213,10,1,0,0,0,1,45,52,23,14,35,8,4,0,0,12,3,1,1,1,1,0,2,1,1,0,2,4,0,0,73,8
22009008-3A,22,009,008-3A,593,40,1,1,3,0,1,204,108,93,31,70,17,3,3,0,43,6,7,10,1,2,1,4,0,0,0,3,4,0,1,282,27
22009009-1A,22,009,009-1A,97.2,118.8,4.1,0.1,0,1,1,40.6,19.3,27.3,4,14,5,1,0,0,54.7,10.3,10.1,13.1,1,1.1,3,0,0,0,0,3.1,0,0,0,43.6,84.8
22009009-2A,22,009,009-2A,158,73,6,0,1,1,1,44,42,45,11,12,2,1,0,1,30,22,6,0,1,0,0,2,0,0,0,1,0,0,0,87,46
22009009-4B,22,009,009-4B,175.9,29.6,4.5,0,0,0,2.2,62.8,33.5,25,5.3,25.7,3.5,1.7,0,0,18.3,9,1.6,0.9,0.7,3,0,1.6,0,1.4,0,1.8,0.1,0.8,0,71.4,23.2
22009009-5B,22,009,009-5B,73,369,5,1,1,4,5,50,17,13,4,6,4,3,1,0,140,54,31,15,5,15,1,2,0,0,1,13,1,4,4,53,260
22009010-2A,22,009,010-2A,407,28,4,0,1,1,3,123,94,84,36,27,6,3,0,0,26,9,5,3,1,0,0,1,0,1,0,4,0,0,0,211,23
22009010-3A,22,009,010-3A,275,57,6,0,1,0,1,103,60,69,15,18,4,2,0,0,35,5,5,1,1,0,0,0,0,0,0,1,1,0,0,130,32
22009011-2A,22,009,011-2A,131.9,14.7,0.1,0,0,0,0,31.3,24.7,31.1,5.5,16.2,4.7,0,0,0,13.5,4,1.6,0.8,0,0,0,0.8,0.8,0,0,1.6,0.8,0,0,59.4,14.4
22011000001,22,011,000001,320.7,14.7,4,0,0,0,0,45.3,111.6,32.1,50,32.2,12.1,0,2,0,16.2,5.1,3.1,4.1,0,0,0,3,0,0,0,2,3,0,0,92.5,22.2
22011000002,22,011,000002,24.6,21.7,0,2,0,0,0,3,15.8,7.9,1,1,0,0,0,0,9.8,6.9,2,0,0,0,0,0,0,0,0,0,0,0,0,6.9,11.8
22011000003,22,011,000003,240.4,22.3,3,0,0,0,0,40,83.2,40.1,15,16,10,3,0,0,27.1,5.1,2,2,0,0,2,0,0,0,0,1,0,0,0,71.1,8.2
22011000004,22,011,000004,392,129,3,3,0,0,4,64,147,69,28,31,20,3,0,0,69,27,11,2,3,0,2,3,5,0,0,7,2,4,0,76,31
22011000005,22,011,000005,575,57.9,13.9,2.3,0,0,2,102.7,187.3,199.8,24.9,27.8,5.3,5.6,0,0,25.2,20.5,6.6,8,1,0,0,3.3,2.3,0,0,5.3,2,0,3,195.4,21.7
22011000006,22,011,000006,266,9.6,7.6,0,1.9,0,0,52,72.1,81.4,18,19.9,6.6,1.9,0,6.6,12.3,0,2.8,1.9,0,0,0,0.9,0,0,0,1.9,1.9,0,1.9,113.6,10.4
22011000007,22,011,000007,458,62.4,7.4,2,6.1,0,0,68,176.9,134.6,37,26.1,16.4,2.1,3,0.4,18.7,7,6.2,15.1,1,0,2,1.1,0,0,0,2.1,2.1,0,0.1,193.4,29.6
22011000009,22,011,000009,429.9,44.9,3,0,0,0,0,72.8,146.6,94.8,32.9,45.9,12,0,0,0,25.9,14,3,6,0,0,0,2,0,2,0,2,1,2,0,143.6,31.9
22011000010,22,011,000010,427,38,4,6,0,0,0,51,189,73,47,37,10,5,3,0,26,12,0,6,0,2,0,1,0,0,0,6,0,0,0,105,25
22011000011,22,011,000011,596,38,10,3,3,2,0,107,288,57,66,40,8,6,2,0,24,19,5,10,1,0,2,2,0,0,0,4,4,0,0,150,36
22011000012,22,011,000012,1034.2,110.9,16,3,4,2,11,125.9,519.6,158.9,106.9,62,26,6,0,0,71,34,9,19,3,0,0,7,0,2,0,5,6,2,0,306.8,46
22011000013,22,011,000013,317,14,9,0,0,2,0,69,134,37,32,20,10,3,2,0,11,5,0,2,4,0,0,1,0,3,0,4,3,2,0,100,12
22011000014,22,011,000014,367.1,38.1,3,2,1,3,0,61.2,149.4,70.2,40.1,16.1,14,3,0,0,13.1,25,5,6,0,0,0,2,0,1,0,1,1,0,0,114.4,31.1
22011000015,22,011,000015,247,26,5,2,4,0,2,41,89,70,19,20,5,2,0,0,10,7,1,2,3,0,0,0,0,0,0,2,1,0,0,119,15
22011000016,22,011,000016,437.3,60.3,8.3,1,4,0,4.2,64.1,172.2,113,30.7,22.6,8.4,5,0,0,26.7,30.5,6,2.2,1,0,0.1,2,2.1,0,0,1.2,1,2,0,173.2,40.9
22011000017,22,011,000017,338,35,1,0,0,0,2,55,102,122,17,16,8,3,0,0,10,14,3,4,0,0,0,0,0,3,0,0,1,0,0,131,14
22011000018,22,011,000018,127,14,1,1,0,0,0,11,56,44,3,7,3,0,0,0,6,0,0,6,1,0,0,1,0,0,0,0,0,0,0,44,3
22011000019,22,011,000019,173,9,4,0,0,0,0,38,47,57,10,5,7,0,2,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,66,8
22011000020,22,011,000020,532.4,59,14.3,2.7,5.4,0,1.8,77.7,249.2,113.4,50.9,27.7,10.7,1.8,2.7,0,35.7,9.8,2.7,5.4,0,0,0,0.9,1.8,0,0,0.9,3.6,3.6,0,206.3,21.4
22011000021,22,011,000021,325.9,48.8,7.4,1.1,1.2,0,4,54.3,145.4,78.4,15.5,12.8,11.3,5,0.1,0,27.1,11.3,0.1,2.2,0,0,0,1,0,0,0,2,7.1,0.1,0,108.2,24.6
22011000022,22,011,000022,442.3,29.8,4.8,1,10.5,0,0,76.7,216.8,80.7,35.5,10.6,13.4,2.9,4.8,0,12.6,6.7,8.6,9.6,0,0,1.9,1.9,0,0,0,1,3.8,0,0.9,182.2,20.1
22011000025,22,011,000025,442.6,185.4,15.9,4,7,2,4,77.8,175.5,121.6,35.9,25.9,12,6,1,0,73.8,50.8,8,18.9,5,1,2,8,3,0,0,4,1,1,0,202.4,78.8
22011000026,22,011,000026,116.3,350.6,4,3,1,3,6,20.2,45.5,37.4,8.1,9.1,5,0,1,0,116.2,74.2,30,43.1,2,1,2,7,2,1,0,5,3,0,0,35.6,117.2
22011000027,22,011,000027,208,59,14,3,0,0,2,30,90,69,10,11,5,1,0,0,21,12,8,6,0,0,2,2,3,0,0,5,1,1,0,123,29
22011000028,22,011,000028,29,328,1,3,0,1,0,6,23,6,5,4,1,0,0,0,120,72,22,31,2,0,1,2,0,0,4,9,0,1,0,14,131
22011000030,22,011,000030,271,74,6,0,3,0,0,38,121,93,14,14,1,0,0,0,21,26,0,4,1,0,0,2,0,0,0,1,0,1,0,122,29
2201100012A,22,011,00012A,286.4,33.7,5.4,2.1,0,2,2.1,57.6,114.9,45.5,32.9,17.7,8,2,2,0,16.6,9.2,6,2.2,0.1,0.1,2.1,0,0,0,0,4.1,0,0,0,129.8,17.3
2201100012B,22,011,00012B,547.8,31.1,5,2,2,2,0,80.1,274.4,93.1,51.1,15.1,10,3,2,0,24,16,3,2,0,0,0,1,0,0,0,4,1,4,2,170.2,29
2201100013A,22,011,00013A,191.6,16.3,9.6,1.9,1,0,1.9,35.4,88.1,33.5,20.1,15.3,1,0,0,0,12.4,3.8,0,3.8,2.9,1.9,1.9,0,0,0,0,1.9,0,0,0,41.2,6.7
2201100014A,22,011,00014A,308.4,15.4,7.2,0,1.5,0,4,44.5,134,69.7,18.6,22.5,8.6,0.1,0.2,0,6.6,12.3,3.4,0.4,0,2,2.1,4.1,0,1,0,4,0.2,0,0,95.4,22.9
2201100016A,22,011,00016A,155,36,3,4,0,2,2,24,55,37,6,10,11,2,2,0,11,11,5,12,1,2,2,0,0,0,0,1,1,0,0,54,19
2201100016B,22,011,00016B,253.7,31.7,7.7,0,0,0,3.8,52.9,78.8,73,16.3,14.4,10.6,0,0,0,18.3,11.5,1,3.8,0,0,1.9,0,1.9,0,0,3.8,1,0,0,129.8,21.1
2201100017A,22,011,00017A,253,10,0,0,0,0,0,42,49,113,14,9,8,2,0,0,13,2,3,0,1,1,2,1,2,0,0,1,0,2,0,75,10
2201100018A,22,011,00018A,45,0,0,0,0,0,0,7,10,20,4,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
2201100019C,22,011,00019C,267,35,4,0,1,0,2,40,79,78,14,31,14,3,2,0,18,4,5,2,0,0,0,1,0,0,0,1,1,2,0,96,19
2201100025A,22,011,00025A,80,50,1,3,0,0,0,13,44,21,4,0,1,1,0,0,27,12,3,4,0,0,0,0,0,0,0,0,0,0,0,30,24
2201100025B,22,011,00025B,141,126,4,4,0,2,2,17,56,38,11,9,3,1,1,0,43,37,11,8,0,0,0,4,2,1,0,3,3,1,0,53,50
2201100027A,22,011,00027A,279,22,0,1,4,2,2,35,110,89,12,24,8,5,0,0,8,2,3,4,0,0,0,1,0,0,0,0,3,1,1,109,14
2201100027B,22,011,00027B,190,86,4,1,0,5,0,27,87,63,10,7,4,0,1,0,34,19,5,6,1,0,0,2,1,1,0,1,0,4,0,93,28
2201100027D,22,011,00027D,103,21,3,0,1,0,2,18,23,31,1,6,8,6,0,0,13,4,0,6,0,0,0,0,0,0,0,1,0,1,0,52,7
220130001-1,22,013,0001-1,72,107,2,1,1,0,2,17,11,33,1,7,5,0,0,0,65,21,4,2,0,0,0,0,0,0,0,6,0,0,0,34,60
220130001-2,22,013,0001-2,162,207,7,1,4,0,0,53,14,78,3,11,1,3,0,0,139,22,12,11,0,0,0,3,5,0,0,3,0,0,0,102,95
220130001-3,22,013,0001-3,65.8,54.7,3,0,0,0,0,14.7,4.2,24.7,4.1,7.1,5,2.1,0,0,40.1,11.4,0,0.1,0,0,0,0,0,0,0,1,0,0,0,30,36.3
220130001-4,22,013,0001-4,46,8,3,0,0,0,0,14,1,22,3,1,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,8
220130002-1,22,013,0002-1,5,320,0,0,0,0,2,9,1,4,0,2,1,1,0,0,156,51,23,19,1,2,0,1,0,0,0,6,0,1,0,1,121
220130002-2,22,013,0002-2,94.7,196.1,0,0,0,0,0,21.3,7.2,56.8,1.2,7.1,6.1,1,1,0,92.8,40.2,5,15.1,0,1,2,0,0,0,0,5,0,1,0,36.1,74.6
220130002-3,22,013,0002-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
