GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PREOth
26125125269,26,125,125269,398,679,17,49,9
26125125270,26,125,125270,437,1099,14,64,10
26125125271,26,125,125271,564.7,1006.29,14.02,65.1,7.01
26125125272,26,125,125272,1374.28,389.65,29.47,52.91,4.09
26125125274,26,125,125274,1337.62,43.43,5.86,8.75,4.86
26125125275,26,125,125275,766.37,96.91,7.91,7.91,3.96
26125125276,26,125,125276,1065.93,108.17,6.18,17.41,3.03
26125125277,26,125,125277,636.06,257.89,20.1,27.51,8.04
26125125278,26,125,125278,697,177,18,30,5
26125125279,26,125,125279,857.52,127.93,15.99,17.99,7
26125125280,26,125,125280,324.2,83.09,3.22,8.57,6.13
26125125281,26,125,125281,577.8,256.91,4.78,33.43,2.87
26125125282,26,125,125282,540.04,96.79,3.01,11.09,1.99
26125125283,26,125,125283,165.7,79.83,1.07,8.28,1.04
26125125284,26,125,125284,946,392,21,44,7
26125125285,26,125,125285,708,306,10,19,5
26125125286,26,125,125286,791,282,15,24,8
26125125287,26,125,125287,636,99,7,21,4
26125125288,26,125,125288,1164,87,6,6,3
26125125289,26,125,125289,1026,102,10,12,5
26125125290,26,125,125290,664,160,6,11,2
26125125291,26,125,125291,369,77,4,14,3
26125125292,26,125,125292,1005,43,8,9,4
26125125293,26,125,125293,1014.74,60.99,3.92,7.88,4.89
26125125294,26,125,125294,1148,66,15,11,9
26125125295,26,125,125295,618.54,549.81,14.73,58.91,4.91
26125125296,26,125,125296,788.22,855.07,24.94,65.85,2.99
26125125297,26,125,125297,468.56,463.71,14.12,36.68,5.06
26125125298,26,125,125298,398.35,505.34,8,32.46,3.47
26125125299,26,125,125299,371.45,603.99,8.43,32.84,3.99
26125125300,26,125,125300,268.13,435.99,6.09,23.71,2.88
26125125301,26,125,125301,688.31,856.47,13.45,51.5,10.2
26125125302,26,125,125302,299,442,4,29,5
26125125303,26,125,125303,759.79,884.47,12.42,57.31,4.18
26125125304,26,125,125304,835.45,860.76,15.85,50.33,7.09
26125125305,26,125,125305,453.77,453.77,4.73,28.36,4.73
26125125306,26,125,125306,439,474,7,39,5
26125125307,26,125,125307,818,1013,14,60,6
26125125308,26,125,125308,355,417,3,27,3
26125125309,26,125,125309,460.24,457.12,14.33,40.24,4.1
26125125310,26,125,125310,346,385,10,29,6
26125125311,26,125,125311,815,880,12,73,9
26125125312,26,125,125312,572,514,10,39,7
26125125313,26,125,125313,445,599,8,46,5
26125125314,26,125,125314,424,584,8,45,5
26125125315,26,125,125315,693.64,1112.77,18.46,50.4,5.12
26125125316,26,125,125316,658,888,15,55,6
26125125317,26,125,125317,563,633,9,31,5
26125125318,26,125,125318,714.04,711.05,7.99,44.94,7.99
26125125319,26,125,125319,395,258,12,29,1
26125125320,26,125,125320,448,523,14,41,6
26125125321,26,125,125321,627.96,876.95,20.01,58.06,5.01
26125125322,26,125,125322,385.69,540.53,8.55,28.5,3.8
26125125323,26,125,125323,701.76,807.04,18.54,61.48,6.96
26125125324,26,125,125324,631.94,645.34,10.59,37.94,3.22
26125125325,26,125,125325,469.3,462.61,2.87,30.59,3.82
26125125326,26,125,125326,526,833,18,50,5
26125125327,26,125,125327,457,532,8,40,6
26125125328,26,125,125328,355.65,453.66,14,48.54,6.53
26125125329,26,125,125329,404,377,7,35,3
26125125330,26,125,125330,571,576,7,35,4
26125125331,26,125,125331,754,457,15,34,4
26125125332,26,125,125332,785.44,684.29,14.88,81.32,6.94
26125125333,26,125,125333,305.75,608.79,10.27,55.24,6.07
26125125334,26,125,125334,347.88,864.49,11.27,52.86,6.05
26125125335,26,125,125335,384.52,904.9,12.35,55.25,3.18
26125125336,26,125,125336,950.01,390.17,6.71,58.48,2.88
26125125337,26,125,125337,914.54,558.75,25.06,94.63,8.28
26125125338,26,125,125338,674.73,423.41,21.82,69.39,5.24
26125125339,26,125,125339,717,401,7,62,5
26125125340,26,125,125340,693,327,8,53,5
26125125341,26,125,125341,1270,545,32,90,12
26125125342,26,125,125342,828.38,395.21,14.05,39.29,7.03
26125125343,26,125,125343,1078,672,25,93,6
26125125344,26,125,125344,1241.99,577.65,26.03,78.08,9
26125125345,26,125,125345,823.01,538.35,23.97,63.92,3
26125125346,26,125,125346,732.22,439.23,18.19,60.43,7.07
26125125347,26,125,125347,686,513,19,84,5
26125125348,26,125,125348,869,564,23,74,4
26125125349,26,125,125349,704,495,16,61,6
26125125350,26,125,125350,639,336,18,59,7
26125125351,26,125,125351,1122,716,30,90,7
26125125352,26,125,125352,808,521,16,75,5
26125125353,26,125,125353,783,483,25,67,3
26125125354,26,125,125354,1046,782,31,83,10
26125125355,26,125,125355,784.66,608.79,19.98,81.77,8.56
26125125356,26,125,125356,914.09,498.51,15.21,66.79,6.05
26125125357,26,125,125357,897,634,21,52,4
26125125358,26,125,125358,671.73,457.64,17.68,65.8,3.93
26125125359,26,125,125359,443.18,295.85,11.11,48.41,3.02
26125125360,26,125,125360,683.39,11.04,4,3.01,2
26125125361,26,125,125361,819.59,71.44,6.04,5.95,3.95
26125125362,26,125,125362,1070.55,125.25,8.95,6.96,2.98
26125125363,26,125,125363,1230,268,11,25,4
26125125364,26,125,125364,1024,135,12,14,3
26125125365,26,125,125365,1197,186,5,12,3
26125125366,26,125,125366,620,201,10,19,3
26125125367,26,125,125367,989,155,2,11,2
26125125368,26,125,125368,1139,86,5,5,2
26125125369,26,125,125369,899.35,77.06,6,9.01,3
26125125370,26,125,125370,850,219,22,33,4
26125125371,26,125,125371,1089.91,125.95,5.95,15.87,3.97
26125125372,26,125,125372,1251.89,73.99,6,11,4
26125125373,26,125,125373,1008,89,13,11,2
26125125374,26,125,125374,929,215,5,12,5
26125125375,26,125,125375,652.12,330.84,5.77,9.72,5.38
26125125376,26,125,125376,813,87,9,10,4
26125125377,26,125,125377,1023,62,12,5,5
26125125378,26,125,125378,1032,147,4,15,6
26125125379,26,125,125379,1282,40,7,10,4
26125125380,26,125,125380,799,96,9,11,4
26125125381,26,125,125381,1164,56,13,14,4
26125125382,26,125,125382,1295,48,10,7,4
26125125383,26,125,125383,1427,43,8,9,8
26125125384,26,125,125384,1277.67,110.88,8.99,12.99,6.99
26125125385,26,125,125385,1096,73,14,14,5
26125125386,26,125,125386,982.01,90.82,3.99,13.97,3.99
26125125387,26,125,125387,1086.51,142.02,4,10,2
26125125388,26,125,125388,965,58,3,10,5
26125125389,26,125,125389,941.14,56.65,11.15,16.26,3.06
26125125390,26,125,125390,1393,164,19,19,5
26125125391,26,125,125391,1154.86,178.35,9.85,17.74,3.94
26125125392,26,125,125392,1236,142,6,10,7
26125125393,26,125,125393,866.86,129.83,2.93,13.67,1.95
26125125394,26,125,125394,1392.14,82.17,7.07,14.33,6.05
26125125395,26,125,125395,689,209,10,21,4
26125125396,26,125,125396,871,82,11,14,3
26125125397,26,125,125397,750,120,10,13,6
26125125398,26,125,125398,393,258,10,30,2
26125125399,26,125,125399,480,322,11,34,2
26125125400,26,125,125400,358,236,9,29,3
26125125401,26,125,125401,534,438,4,46,2
26125125402,26,125,125402,639,360,14,39,3
26125125403,26,125,125403,832.45,704.75,6.05,70.04,7.02
26125125404,26,125,125404,445,393,4,31,5
26125125405,26,125,125405,652.9,364.24,7.28,21.85,4.55
26125125406,26,125,125406,536.33,362.12,5.01,21.01,2.01
26125125407,26,125,125407,409.56,351.5,5.36,24.07,2.23
26125125408,26,125,125408,972.35,1314.48,18.39,97.15,8.25
26125125409,26,125,125409,602.96,830.34,11.2,79.62,4.07
26125125410,26,125,125410,585.01,928.01,21,65,7
26125125411,26,125,125411,335.15,501.34,9.23,49.86,1.85
26125125412,26,125,125412,376.22,814.26,10.53,38.13,3.38
26125125413,26,125,125413,354.55,661.13,11.02,47.07,4.01
26125125414,26,125,125414,419.78,954.74,10.47,61.87,7.62
26125125415,26,125,125415,381,624,12,39,5
26125125416,26,125,125416,421.45,860.87,14.98,53.93,3.99
26125125417,26,125,125417,443,800,11,60,5
26125125418,26,125,125418,173,446,3,46,2
26125125419,26,125,125419,551.06,574.11,11.37,41.19,5.03
26125125420,26,125,125420,434,462,4,33,2
26125125421,26,125,125421,792,805,11,49,8
26125125422,26,125,125422,570.24,788.49,9.97,57.81,8.97
26125125423,26,125,125423,956.15,933.94,11.51,54.7,11.5
26125125424,26,125,125424,474.33,703.82,4.26,38.22,4.26
26125125425,26,125,125425,177,204,3,12,1
26125125426,26,125,125426,622.97,569.14,5.98,31.9,6.98
26125125427,26,125,125427,570.63,418.78,13.24,33.55,3.13
26125125428,26,125,125428,919.27,975.46,18.78,63.15,10.09
26125125429,26,125,125429,673,760,12,57,7
26125125430,26,125,125430,680,754,7,41,7
26125125431,26,125,125431,534,523,4,30,4
26125125432,26,125,125432,1037,939,20,87,13
26125125433,26,125,125433,682.78,766.83,7.05,42.23,5.03
26125125434,26,125,125434,683.22,691.17,8.95,40.77,5.97
26125125435,26,125,125435,534.82,490.18,8.93,47.32,4.46
26125125436,26,125,125436,887.02,796.17,11.03,42.71,6.44
26125125437,26,125,125437,529,618,10,34,4
26125125438,26,125,125438,434.88,487.29,4.91,37.67,2.46
26125125439,26,125,125439,994.79,1001.17,15.58,54.82,5.93
26125125440,26,125,125440,536,486,10,44,11
26125125441,26,125,125441,1008,838,14,56,6
26125125442,26,125,125442,954,866,18,48,9
26125125443,26,125,125443,669,801,12,57,10
26125125444,26,125,125444,802,724,19,42,9
26125125445,26,125,125445,698.92,615.93,18,63.99,13
26125125446,26,125,125446,548.69,330.36,5.72,29.44,5.72
26125125447,26,125,125447,687.22,389.21,13.09,25.71,5.05
26125125448,26,125,125448,882.97,835.52,12.06,74.61,6.97
26125125449,26,125,125449,199,202,3,18,2
26125125450,26,125,125450,238,319,9,17,2
26125125451,26,125,125451,234.98,325.92,4.99,25.58,1.07
26125125452,26,125,125452,499.44,494.78,14.43,39.53,5.59
26125125453,26,125,125453,591.93,747.9,11.8,52.85,7.08
26125125454,26,125,125454,149.77,259.69,5.37,20.04,2.96
26125125455,26,125,125455,748.35,1277.79,21.39,89.5,11.86
26125125456,26,125,125456,533.55,873.59,14.79,81.92,7.78
26125125457,26,125,125457,607.71,1161.16,18.37,72.51,9.87
26125125458,26,125,125458,669.27,1125.43,16.01,80.53,7.5
26125125459,26,125,125459,787.54,1168.4,24.97,86.44,8.99
26125125460,26,125,125460,726.33,1041.07,21.22,106.71,12.24
26125125461,26,125,125461,1052.32,1352.57,35.37,101.16,16.41
26125125462,26,125,125462,580.97,896.52,11.04,63.05,5.17
26125125463,26,125,125463,507.95,738.62,10.6,56.22,6.6
26125125464,26,125,125464,339.16,474.89,13.89,35.22,4.75
26125125465,26,125,125465,794.66,1031.02,17.58,75.77,10.18
26125125466,26,125,125466,702.8,943.38,25.66,84.86,10.37
26125125467,26,125,125467,926.69,857.09,26.05,78.63,9.31
26125125468,26,125,125468,846.87,713.99,24.67,79.7,11.97
26125125469,26,125,125469,744.25,1138.5,25.18,88.2,11.61
26125125470,26,125,125470,660.46,879.2,16.81,82.96,9.27
26125125471,26,125,125471,652.96,822.61,13.37,53.38,8.17
26125125472,26,125,125472,562.83,711.65,23.14,61.13,6.09
26125125473,26,125,125473,941.23,1159.65,28.58,88.7,7.83
26125125474,26,125,125474,767.41,859.24,18.65,85.76,7.99
26125125475,26,125,125475,1029.78,626.86,8,39.99,4
26125125476,26,125,125476,740.03,866.29,21.38,61.09,9.17
26125125477,26,125,125477,410.79,345.01,11.18,16.53,2.08
26125125478,26,125,125478,879.04,800.39,24.51,49.84,5.24
26125125479,26,125,125479,753.75,742.29,17.42,44.44,4.85
26125125480,26,125,125480,818.93,520.95,10,20,4
26125125481,26,125,125481,760,373,16,24,4
26125125482,26,125,125482,803.93,812.32,12.11,67.07,5.59
26125125483,26,125,125483,836.34,383.24,9.98,37.92,4.99
26125125484,26,125,125484,1153.17,735.19,14.11,43.66,5.06
26125125485,26,125,125485,1088,501,12,33,5
26125125486,26,125,125486,1228.03,468.03,9,24,5
26125125487,26,125,125487,971,509,12,48,8
26125125488,26,125,125488,493.83,636.31,12.69,46.85,5.86
26125125489,26,125,125489,1228,657,14,35,4
26125125490,26,125,125490,926.22,753.54,11.77,33.36,4.91
26125125491,26,125,125491,1050,566,14,37,4
26125125492,26,125,125492,714.71,676.22,5.26,29.78,3.2
26125125493,26,125,125493,1075.68,390.88,10,18.99,3
26125125494,26,125,125494,686,323,4,29,3
26125125495,26,125,125495,804.62,427.3,8.01,26.02,2
26125125496,26,125,125496,1011.83,636.61,6.75,37.62,3.86
26125125497,26,125,125497,1172,734,3,19,5
26125125498,26,125,125498,689.97,580.97,6,13,3
26125125499,26,125,125499,779.98,760.23,7.9,62.2,3.95
26125125500,26,125,125500,610,977,14,64,8
26125125501,26,125,125501,507,1070,17,74,11
26125125502,26,125,125502,333.99,659.98,3,40,4
26125125503,26,125,125503,228,483,14,31,2
26125125504,26,125,125504,572,941,15,65,8
26125125505,26,125,125505,587,1054,16,58,8
26125125506,26,125,125506,432.33,806.75,16.97,43.93,5.99
26125125507,26,125,125507,505,977,14,75,8
26125125508,26,125,125508,519.01,785.02,16,62,7
26125125509,26,125,125509,451,770,18,68,5
26125125510,26,125,125510,486.67,1080.25,18.03,60.07,6.01
26125125511,26,125,125511,355.82,527.63,3.76,32.86,1.88
26125125512,26,125,125512,746.37,1056.45,18.01,66.03,11
26125125513,26,125,125513,529.97,789.72,6.97,74.09,7.84
26125125514,26,125,125514,1132.03,430.96,28.19,51.53,8.12
26125125515,26,125,125515,803,849,13,77,7
26127127001,26,127,127001,330,510,2,24,5
26127127002,26,127,127002,149,261,1,26,1
26127127003,26,127,127003,77,100,1,7,1
26127127004,26,127,127004,89.99,171.98,0,7,2
26127127005,26,127,127005,99,288,5,14,16
26127127006,26,127,127006,164,357,7,20,9
26127127007,26,127,127007,280.16,592.95,6.72,34.54,9.59
26127127008,26,127,127008,348.81,726.61,8,68.96,13.99
26127127009,26,127,127009,133,285,1,22,6
26127127010,26,127,127010,264.6,339.32,12.58,31.91,3.91
26127127011,26,127,127011,286.54,595.43,15.52,37.6,7.24
26127127012,26,127,127012,94,227,6,12,2
26127127013,26,127,127013,355,609,9,54,13
26127127014,26,127,127014,93,243,6,14,2
26127127015,26,127,127015,492,632,8,40,6
26127127016,26,127,127016,379,532,14,39,15
26127127017,26,127,127017,156.19,356.39,7,23.04,5.01
26127127018,26,127,127018,174,385,6,16,3
26127ZZZZZZ,26,127,ZZZZZZ,7.7,16.31,0.18,0.95,0.26
26129129001,26,129,129001,257,600,4,17,4
26129129002,26,129,129002,93.16,259.65,4.08,19.83,2.08
26129129003,26,129,129003,227,474,16,30,5
26129129004,26,129,129004,154,290,6,18,2
26129129005,26,129,129005,61,137,3,5,0
26129129006,26,129,129006,269,496,2,22,3
26129129007,26,129,129007,117,312,4,16,2
26129129008,26,129,129008,89,244,3,13,2
26129129009,26,129,129009,95,188,6,11,1
26129129010,26,129,129010,222,460,2,16,4
26129129011,26,129,129011,289,539,10,32,11
26129129012,26,129,129012,180.95,466.49,5.1,20.93,3.11
26129129013,26,129,129013,114,251,4,15,1
26129129014,26,129,129014,175,527,6,18,1
26129129015,26,129,129015,50.84,130.35,0.92,10.17,0.92
26129129016,26,129,129016,330.44,529.77,25.71,39.34,10.79
26129129017,26,129,129017,305.6,922.74,16.2,49.73,6.1
26131131001,26,131,131001,82.31,188.93,0.94,4.68,0
26131131002,26,131,131002,10,11,1,1,0
26131131003,26,131,131003,15.96,12.2,0,0,1.88
26131131004,26,131,131004,149.35,235.29,1.05,10.45,1.06
26131131005,26,131,131005,117.86,207.48,2,20.97,3.12
26131131006,26,131,131006,43,56,1,1,0
26131131007,26,131,131007,65.93,92.9,1,5.99,1
26131131008,26,131,131008,112.23,150.41,4.01,7.04,3.01
26131131009,26,131,131009,16.58,27.36,0,3.32,0.83
26131131010,26,131,131010,389.54,754.03,13.67,54.08,12.78
26131131011,26,131,131011,75.9,141.12,2.51,10.07,1.57
26131131012,26,131,131012,84.87,166.47,1.47,7.89,1.42
26131ZZZZZZ,26,131,ZZZZZZ,12.69,23.28,0.35,1.53,0.33
26133133001,26,133,133001,155.15,444.82,2.95,28.48,2.95
26133133002,26,133,133002,69,171,1,10,0
26133133003,26,133,133003,159.21,398.76,4.09,21.25,11.85
26133133004,26,133,133004,199.23,449.89,7.04,25.3,10.2
26133133005,26,133,133005,62,210,2,5,2
26133133006,26,133,133006,231.57,640.02,9.21,37.66,3.14
26133133007,26,133,133007,87.92,395.62,6.99,15.98,3
26133133008,26,133,133008,152.64,397.07,4.99,29.93,3.99
26133133009,26,133,133009,161.06,525.17,5,26.01,1
26133133010,26,133,133010,215,456,6,19,4
26133133011,26,133,133011,80,286,3,16,3
26133133012,26,133,133012,95,260,4,12,4
26133133013,26,133,133013,121.55,340.35,4.86,19.45,1.94
26133133014,26,133,133014,284.95,546.24,8.43,57.82,4.7
26133133015,26,133,133015,237.43,656.57,10.36,35.51,7.16
26133133016,26,133,133016,163,474,3,18,2
26133133017,26,133,133017,119.62,384.89,7.98,8.98,4.98
26133133018,26,133,133018,107,289,5,14,1
26135135001,26,135,135001,163.73,409.33,1,29.95,5.99
26135135002,26,135,135002,172.79,512.38,5.99,23.97,2
26135135003,26,135,135003,65,174,1,13,3
26135135004,26,135,135004,174,704,5,24,5
26135135005,26,135,135005,101.27,266.67,0,14.05,2.01
26135135006,26,135,135006,178.79,404.96,3.94,17.71,6.86
26135135007,26,135,135007,185.21,364.62,1.01,17.03,3
26137137001,26,137,137001,398.09,909.8,14.43,50.56,6.66
26137137002,26,137,137002,396.28,917.53,17.44,70.73,7.75
26137137003,26,137,137003,216.65,543.74,8.02,29.08,6.01
26137137004,26,137,137004,173.35,462.26,4.98,21.92,1.99
26137137005,26,137,137005,216,580,20,23,5
26137137006,26,137,137006,98,247,2,14,2
26137137007,26,137,137007,294.19,649.39,12,41.02,7
26137137008,26,137,137008,181.7,343.98,16.82,37.54,3.44
26137137009,26,137,137009,181.8,383.42,6.21,23.5,3.09
26137137011,26,137,137011,119.94,281.87,5.25,19.22,1.77
26137137012,26,137,137012,345.34,936.52,23.19,41.71,9.15
26137137013,26,137,137013,431.19,939.4,18.84,46.45,8.28
26137137014,26,137,137014,508,1085,14,64,9
26139000004,26,139,000004,177.26,655.56,6.26,36.12,10.89
26139139001,26,139,139001,412,1278,9,71,8
26139139002,26,139,139002,505.52,1061.16,14.1,78.34,7.4
26139139003,26,139,139003,364.56,1240.97,7,70.65,14
26139139004,26,139,139004,437,752.05,27.78,68.64,8.08
26139139005,26,139,139005,617.2,612.63,18.92,72.42,3.26
26139139006,26,139,139006,112,757,6,39,6
26139139007,26,139,139007,151,945,6,35,18
26139139008,26,139,139008,256,1409,8,74,14
26139139009,26,139,139009,282,766,8,32,5
26139139010,26,139,139010,240,609,11,73,9
26139139011,26,139,139011,341,696,11,57,18
26139139012,26,139,139012,471,819,19,91,20
26139139013,26,139,139013,361.86,709.07,8.23,40.48,3.36
26139139014,26,139,139014,792.47,963.36,11.99,79.95,17.99
26139139015,26,139,139015,569.29,1115.61,15.15,59.06,13.33
26139139016,26,139,139016,515.39,1257.56,14.73,73.63,12.76
26139139017,26,139,139017,351,906,11,47,19
26139139018,26,139,139018,469,1213,26,78,28
26139139019,26,139,139019,509,1235,20,98,34
26139139020,26,139,139020,368,1273,22,81,13
26139139021,26,139,139021,338,1117,7,68,16
26139139022,26,139,139022,435,1346,11,99,25
26139139023,26,139,139023,472,1177,15,76,20
26139139024,26,139,139024,428,1114,19,80,20
26139139025,26,139,139025,444,1293,17,67,22
26139139026,26,139,139026,361,1316,17,73,22
26139139027,26,139,139027,444.02,1397.08,12,93.01,28
26139139028,26,139,139028,316.68,1315.51,3.13,50.54,10.93
26139139029,26,139,139029,483,1368,21,70,24
26139139030,26,139,139030,305.03,780.56,11.6,59.73,13.92
26139139031,26,139,139031,225.44,593.46,8.28,43.77,10.17
26139139032,26,139,139032,538.3,489.36,13.7,43.06,6.85
26139139033,26,139,139033,779.52,586.03,16.14,36.09,13.24
26139139034,26,139,139034,734.7,845.43,24.07,65.48,16.37
26139139035,26,139,139035,689.62,696.56,34.84,91.84,16.51
26139139036,26,139,139036,573.49,925.18,13.44,77.6,18.78
26139139038,26,139,139038,564.74,669.89,16.55,60.37,8.76
26139139039,26,139,139039,511.8,706.86,10.22,34.37,11.15
26139139040,26,139,139040,346.4,453.27,7.45,52.64,6.24
26139139041,26,139,139041,696.88,805.68,13.3,81.4,8.42
26139139042,26,139,139042,417.4,594.82,21.62,61.85,10.9
26139139043,26,139,139043,539.17,824.1,20.68,85.95,18.67
26139139044,26,139,139044,392.42,545.92,5.34,52.94,18.71
26139139045,26,139,139045,413.04,437.11,16.44,45.57,13.08
26139139046,26,139,139046,404,591,10,51,11
26139139047,26,139,139047,417.31,369.38,12.73,44.28,6.92
26139139048,26,139,139048,544.26,260.91,18.11,41.37,8.11
26139139049,26,139,139049,689,307,23,78,25
26139139050,26,139,139050,455,331,19,57,20
26139139051,26,139,139051,597,715,16,50,15
26139139052,26,139,139052,490,435,14,47,25
26139139053,26,139,139053,567,387,28,71,10
26139139054,26,139,139054,651,564,15,57,28
26139139055,26,139,139055,394.43,488.71,18.15,48.35,10.98
26139139056,26,139,139056,356,350,6,36,12
26139139057,26,139,139057,510,862,18,61,11
26139139058,26,139,139058,550,846,20,65,12
26139139059,26,139,139059,325.4,1161.19,13.28,56.92,30.36
26139139060,26,139,139060,558.91,557.92,11.04,50.12,11.01
26139139061,26,139,139061,641,659,15,70,19
26139139062,26,139,139062,409.09,414.08,17.96,53.88,4.99
26139139063,26,139,139063,500,1264.96,9.93,74.48,25.81
26139139064,26,139,139064,440,485,17,65,14
26139139065,26,139,139065,408,493,13,41,9
26139139066,26,139,139066,264.12,1031.22,8.18,64.77,16.13
26139139067,26,139,139067,277.72,1003.19,12.98,58.95,6.01
26139139068,26,139,139068,224.82,771.39,10.99,54.96,28.98
26139139069,26,139,139069,293,1215,6,68,23
26139139070,26,139,139070,270,1332,7,65,23
26139139071,26,139,139071,123,1123,6,45,17
