GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20091001650,20,091,001650,534,158,37,29,6,217,504,37,224,531,500,246,230,523
20091001660,20,091,001660,303,173,18,23,1,207,277,29,209,302,274,232,213,299
20091001670,20,091,001670,438,181,37,16,6,228,415,31,236,434,398,272,239,428
20091001680,20,091,001680,224,105,15,9,2,116,217,22,123,230,221,127,117,234
20091001690,20,091,001690,516,243,30,23,2,305,470,33,312,495,432,355,316,484
20091001700,20,091,001700,257.43,101.38,27.83,10.93,0,125.24,249.48,19.88,150.08,244.51,234.57,153.07,140.15,251.47
20091001710,20,091,001710,467,251,44,12,4,301,435,35,304,467,423,332,321,445
20091001720,20,091,001720,585,217,41,29,9,271,554,49,300,567,517,333,298,565
20091001730,20,091,001730,388,224,22,16,3,280,340,31,280,365,333,303,273,370
20091001740,20,091,001740,425.77,189.23,39.42,13.8,1.97,238.51,410.99,18.73,247.38,413.95,374.52,277.94,233.58,428.73
20091001750,20,091,001750,355,182,26,8,2,225,333,13,243,324,290,265,240,328
20091001760,20,091,001760,282,178,23,7,3,204,266,18,216,274,232,243,216,265
20091001770,20,091,001770,280,100,17,15,2,122,279,13,138,276,247,159,136,272
20091001780,20,091,001780,321,180,23,17,6,243,275,28,255,286,275,262,249,293
20091001790,20,091,001790,232,171,25,8,4,209,206,22,209,222,200,222,212,218
20091001800,20,091,001800,352,179,22,8,4,229,314,16,241,315,289,265,242,312
20091001810,20,091,001810,298,138,30,14,1,184,266,22,193,281,238,224,205,265
20091001820,20,091,001820,265,86,24,14,3,113,250,26,119,271,245,136,116,269
20091001830,20,091,001830,284,142,20,13,1,187,260,12,181,273,257,192,184,273
20091001840,20,091,001840,446.52,242.6,29.89,11.43,1.76,312.04,395.54,21.97,311.16,412.24,379.72,335.77,311.16,408.72
20091001850,20,091,001850,300,131,21,5,9,173,284,7,181,282,252,201,179,282
20091001860,20,091,001860,405,285,31,9,2,354,348,23,370,357,316,393,373,350
20091001870,20,091,001870,392,215,25,3,1,253,366,18,277,356,305,311,266,364
20091001880,20,091,001880,344,175,29,10,3,228,308,23,239,313,287,259,238,317
20091001890,20,091,001890,380.52,220.6,21.62,7.74,0.33,284.75,328.75,17.78,287.63,340.3,299.82,313.02,293.71,331.98
20091001900,20,091,001900,480.56,262.84,35.73,16.38,6.1,352.08,420.8,18.53,355.51,433.78,379.82,397.18,362.28,427.05
20091001910,20,091,001910,585.04,355.59,46.07,19.14,6.94,462.93,526.46,22.47,488.98,517.1,463.74,531.44,491.99,514.1
20091001920,20,091,001920,384,208,31,21,1,270,336,33,279,356,314,310,271,359
20091001930,20,091,001930,318,207,21,7,3,269,268,11,278,272,220,315,266,281
20091001940,20,091,001940,465,260,41,9,2,328,419,28,345,424,392,366,332,436
20091001950,20,091,001950,279,201,22,5,1,249,239,17,250,249,217,271,251,250
20091001960,20,091,001960,439.96,265.81,38.5,12.83,0.92,349.22,387.71,19.25,360.21,390.46,346.47,404.21,361.13,392.29
20091001970,20,091,001970,355,178,36,22,4,215,350,29,214,374,344,236,224,369
20091001980,20,091,001980,344,226,30,13,3,288,307,15,302,306,287,315,297,314
20091001990,20,091,001990,523,363,45,19,3,465,442,37,464,475,440,481,456,483
20091002000,20,091,002000,270,191,12,11,1,245,224,14,256,227,196,266,246,229
20091002010,20,091,002010,352.73,240.56,24.6,12.62,0.98,301.78,312.48,14.52,325.66,301.3,284.46,320.25,323.18,298.46
20091002020,20,091,002020,393.71,162.48,39.11,14.9,4,197.21,388.88,28.11,209.35,398.64,376.77,217.97,207.11,398.36
20091002030,20,091,002030,445,282,20,14,1,360,376,24,373,379,349,397,367,390
20091002040,20,091,002040,533,271,44,15,5,352,492,25,366,500,445,406,367,499
20091002050,20,091,002050,196.23,151.86,17.34,6.24,2.08,180.29,183.06,9.01,182.37,188.61,167.8,198.31,185.83,184.45
20091002080,20,091,002080,427,269,29,12,4,332,374,30,354,381,345,382,342,390
20091002090,20,091,002090,375,172,27,9,3,209,350,23,218,364,319,253,219,360
20091002120,20,091,002120,523,381,58,14,4,478,469,24,499,467,424,522,490,473
20091002130,20,091,002130,684,456,61,22,4,560,623,34,574,634,573,607,564,637
20091002140,20,091,002140,464,241,29,21,1,299,422,34,291,460,421,317,299,452
20091002150,20,091,002150,481,256,42,15,1,329,438,28,336,455,392,389,332,457
20091002160,20,091,002160,607,444,58,12,4,551,535,32,587,527,465,623,580,531
2009100217A,20,091,00217A,412,302,31,16,2,395,346,14,406,343,294,441,401,349
2009100217B,20,091,00217B,313,189,21,6,2,245,267,15,240,282,244,275,236,285
20091002180,20,091,002180,304,367,25,9,0,447,242,11,450,242,199,488,441,252
20091002190,20,091,002190,264,261,14,9,3,314,217,16,325,220,177,354,316,226
20091002200,20,091,002200,502,337,43,18,3,424,440,27,428,465,404,470,426,469
20091002210,20,091,002210,651,481,60,25,4,610,562,36,627,575,520,670,621,581
2009100222A,20,091,00222A,330,343,38,7,1,426,283,11,417,297,259,443,420,294
2009100222B,20,091,00222B,597,415,48,18,3,548,498,27,552,507,453,592,544,515
20091002230,20,091,002230,232,193,30,4,1,258,193,8,257,202,168,276,268,187
20091002240,20,091,002240,477,285,57,16,2,385,423,27,423,404,376,445,402,427
2009100226B,20,091,00226B,459,392,33,6,1,488,386,14,496,384,356,522,507,377
20091002280,20,091,002280,440,166,27,6,4,220,401,14,237,390,343,276,225,403
20091002290,20,091,002290,362,159,24,11,4,208,328,20,226,323,289,248,213,335
20091002300,20,091,002300,377,151,38,14,3,191,356,28,221,352,310,256,206,367
20091002310,20,091,002310,334,217,33,7,1,279,292,16,305,279,240,333,283,295
20091002320,20,091,002320,324,155,37,5,2,213,290,14,219,295,248,252,212,297
20091002330,20,091,002330,322,155,24,8,1,194,298,11,218,283,250,245,202,296
20091002340,20,091,002340,662.24,310.2,69.2,19.11,3.03,407.82,604.74,39.15,450.94,591.74,518.47,511.13,441.88,595.82
20091002350,20,091,002350,476.02,235.44,30.51,11.26,1.07,304.99,428.8,15.37,326.28,417.78,343.12,392.75,314.13,425.97
20091002370,20,091,002370,437.18,296.53,27.56,14.26,3.8,381.11,370.66,19.96,397.27,369.71,333.59,422.93,388.71,380.16
20091002380,20,091,002380,608,324,40,22,2,417,541,38,426,567,504,475,425,567
20091002390,20,091,002390,323.93,232.22,23.69,11.9,4.13,278.45,305.76,10.28,288.47,298.25,281.33,301.75,271.46,313.76
20091002400,20,091,002400,643,316,41,9,2,410,570,23,433,565,494,494,419,584
20091002410,20,091,002410,488,299,38,14,3,380,423,33,394,437,394,429,382,448
2009100242A,20,091,00242A,414.07,208.78,39.31,13.1,0.87,272.55,385.24,15.72,286.53,381.75,354.67,302.25,279.54,385.24
2009100242B,20,091,00242B,579,436,42,19,0,547,492,29,562,505,401,639,563,497
2009100244A,20,091,00244A,516,391,55,13,3,460,484,33,498,476,443,517,484,486
2009100244B,20,091,00244B,442,271,29,21,3,334,392,37,339,422,401,350,337,422
20091002460,20,091,002460,403,307,28,20,1,356,351,46,386,361,336,405,387,360
20091002470,20,091,002470,173,180,16,5,3,205,150,22,208,170,153,221,216,159
2009100249A,20,091,00249A,0,0,1,0,0,1,0,0,1,0,0,1,1,0
2009100249C,20,091,00249C,1,12,0,0,0,13,0,0,13,0,0,13,13,0
2009100249E,20,091,00249E,233.97,233.1,29.91,12.41,5.09,276.28,179.38,56,317.26,191.43,171.94,327.07,312.52,193.55
2009100249F,20,091,00249F,221.28,290.03,17.08,13.04,2.01,322.21,166.1,53.13,353.22,185.21,158.12,365.29,355.25,180.16
20091002500,20,091,002500,654,214,36,6,1,305,572,21,329,557,478,400,303,582
20091002510,20,091,002510,450,133,29,4,0,205,386,18,208,390,329,269,225,378
20091002520,20,091,002520,626.82,243.85,42.48,13.07,3.02,331.9,569.1,25.13,367.1,551.98,478.28,427.87,355.08,559.02
20091002530,20,091,002530,517,169,30,10,5,233,475,21,256,465,420,288,248,468
20091002540,20,091,002540,295.57,106.62,13.17,14.07,4,142.76,270.52,20.12,145.92,286.49,259.43,165.93,147.85,280.53
20091002550,20,091,002550,505,159,23,20,2,209,478,19,236,465,443,252,218,483
20091002560,20,091,002560,331,150,46,5,2,210,300,19,227,302,282,241,226,301
20091002570,20,091,002570,562,189,31,17,3,250,509,33,272,516,461,320,262,520
20091002580,20,091,002580,491.29,198.35,32.89,12.95,0,258.15,454.41,18.93,275.1,451.42,405.56,308,278.08,447.43
20091002590,20,091,002590,461,279,25,7,2,355,395,18,388,375,322,436,366,392
20091002600,20,091,002600,374,148,27,7,2,207,332,16,212,341,282,260,214,338
20091002610,20,091,002610,602,231,32,10,1,309,540,20,343,517,456,402,334,531
20091002620,20,091,002620,576,205,47,5,2,326,479,20,354,457,378,437,344,474
20091002630,20,091,002630,493.58,277.18,42.36,9.21,0.92,382.16,411.63,16.58,387.69,418.07,313.09,484.38,388.61,415.31
20091002640,20,091,002640,421.01,227.13,42.17,11.04,2,310.56,372.68,18.07,335.58,361.7,289.28,400.97,321.58,373.69
20091002650,20,091,002650,550.97,203.14,39.29,9.58,1.92,270.22,498.27,23,280.76,503.06,433.11,346.87,273.09,511.69
20091002660,20,091,002660,488,144,38,13,2,194,451,33,217,455,396,272,213,463
20091002670,20,091,002670,333,142,28,11,2,180,313,20,191,319,303,202,187,323
20091002680,20,091,002680,275.21,79.77,19.94,9.97,0,99.71,271.22,13.96,98.72,281.19,256.26,119.66,100.71,276.21
20091002690,20,091,002690,210.1,62.07,13.37,6.68,0.95,81.17,203.41,8.59,91.68,199.59,181.45,107.91,89.77,201.5
20091002700,20,091,002700,267,87,17,12,2,110,258,17,121,260,247,131,120,264
20091002710,20,091,002710,329,131,24,7,1,166,305,15,176,308,291,187,175,313
20091002720,20,091,002720,251,65,8,6,1,74,238,14,87,237,223,98,83,241
20091002730,20,091,002730,217.68,60.36,13.85,2.97,2.97,77.18,212.73,6.93,84.1,212.73,188.99,99.93,90.04,203.83
20091002740,20,091,002740,163.65,82.3,11.35,1.89,0,98.38,148.52,8.51,95.54,157.03,144.73,104.06,99.33,155.14
20091002750,20,091,002750,294.69,117.43,15.23,5.37,2,151.56,275.3,3.93,164.35,267.7,237.98,180.07,162.12,268.93
20091002760,20,091,002760,439,320,32,13,5,372,409,23,370,432,378,404,379,417
20091002770,20,091,002770,333,223,29,6,1,294,285,12,285,299,269,302,290,294
20091002780,20,091,002780,320,220,38,17,3,283,278,35,292,302,280,299,286,309
20091002790,20,091,002790,519.98,409.37,38.76,13.24,3.78,500.13,455.69,19.85,534.16,441.51,399.91,555.91,520.93,451.91
20091002800,20,091,002800,604,393,53,11,5,504,529,35,503,556,494,556,497,558
20091002810,20,091,002810,459.02,411.63,39.24,11.76,2.22,503.87,402.31,15.15,508.84,413.49,364.09,540.09,506.07,406.09
20091002820,20,091,002820,448,328,39,17,2,417,376,36,428,400,357,454,423,400
20091002850,20,091,002850,209,141,25,12,3,161,204,22,172,215,196,181,173,214
20091002860,20,091,002860,368,243,47,14,7,298,345,28,305,366,322,332,306,358
20091002870,20,091,002870,382.16,196.07,38.01,13,8,234.09,375.14,23.01,244.1,389.14,368.13,255.1,240.1,389.15
20091002880,20,091,002880,473,290,46,14,1,358,439,22,368,447,420,386,367,446
20091002890,20,091,002890,208,154,39,18,3,203,191,23,206,208,191,221,208,207
20091002900,20,091,002900,290,220,23,9,3,284,248,15,274,264,257,269,271,266
20091002910,20,091,002910,259.56,186.68,21.96,14.97,0,217.63,247.58,17.97,215.64,264.55,245.59,231.61,217.63,263.56
20091002920,20,091,002920,234.44,173.27,28.28,15.19,2.04,211.77,228.12,12.25,201.93,247.25,231.93,210.06,206.78,242.35
20091002930,20,091,002930,450,322,34,21,1,398,392,30,407,410,369,435,396,419
20091002940,20,091,002940,391.4,277.84,31.32,13,2,360.48,328.95,22.13,361.35,344.21,300.95,389.6,359.35,340.21
20091002960,20,091,002960,472.97,371.39,44.03,12.8,3.28,495.63,375.42,27.18,482.7,403.7,345.21,525.2,488.8,399.62
20091002980,20,091,002980,428,311,48,17,6,391,387,28,393,411,382,411,380,417
20091003000,20,091,003000,460.13,393.84,61.68,16.72,7.08,518.08,383.85,28.2,519.36,409.61,363.26,550.91,517.84,405.09
20091003010,20,091,003010,588.34,485.45,74.91,26.38,3.94,622.16,504.51,41.82,630.05,529.8,470.35,675.59,634.38,517.8
20091003020,20,091,003020,249,261,33,10,3,325,208,19,326,227,215,322,310,236
20091003030,20,091,003030,564,381,52,22,5,483,506,26,524,488,433,558,509,496
20091003040,20,091,003040,308,222,20,13,4,280,273,13,274,287,254,296,270,289
20091003050,20,091,003050,145,103,12,6,2,115,131,19,124,140,135,121,121,141
20091003060,20,091,003060,278,78,11,12,3,100,266,16,101,278,268,107,99,276
20091003070,20,091,003070,237,143,26,21,0,178,217,26,178,245,226,190,180,240
20091003080,20,091,003080,229,134,27,13,5,168,220,19,177,227,210,193,173,231
20091003090,20,091,003090,593,340,42,20,1,460,498,29,476,508,441,536,475,508
2009100311A,20,091,00311A,661.9,728.65,97.29,27.23,8.01,886.19,536.59,92.09,890,619.05,565.78,920.04,884.02,609.84
2009100311B,20,091,00311B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009100311D,20,091,00311D,41,62,6,2,0,74,34,2,73,36,30,75,70,39
20091003120,20,091,003120,321.54,462.9,61.72,22.9,3.98,563.45,246.88,52.76,564.44,292.67,243.9,587.34,572.41,284.71
20091003130,20,091,003130,168,51,15,5,2,74,159,7,79,157,136,102,79,160
20091003140,20,091,003140,374,101,30,7,0,120,372,17,142,365,335,161,137,367
20091003150,20,091,003150,300,95,27,4,3,140,269,14,152,266,227,183,144,274
20091004030,20,091,004030,0.09,0.22,0.02,0.01,0,0.24,0.07,0.01,0.25,0.08,0.07,0.26,0.24,0.09
20091004040,20,091,004040,0.07,0.17,0.01,0.01,0,0.18,0.05,0.01,0.19,0.06,0.05,0.2,0.18,0.07
20091004070,20,091,004070,1,0,0,0,0,0,1,0,0,1,1,0,0,1
20091004080,20,091,004080,0.51,0.51,0.51,0,0,1.01,0.51,0,0.51,1.01,1.01,0.51,0.51,1.01
20091004090,20,091,004090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091004100,20,091,004100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091004140,20,091,004140,0.42,1.68,0.42,0,0,2.1,0.42,0,2.1,0.42,0.42,2.1,2.1,0.42
20091004180,20,091,004180,4,12,0,0,0,11,4,0,12,4,4,10,12,4
20091004190,20,091,004190,3,2.5,0,0,0,4,1.5,0,4,1.5,0.5,5,3.5,2
20091004300,20,091,004300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091100040,20,091,100040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009112003B,20,091,12003B,9.25,5.57,0.75,0.85,0.28,7.74,7.83,1.13,7.36,9.15,8.3,7.92,7.64,8.96
20091190010,20,091,190010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091190020,20,091,190020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091190030,20,091,190030,5,6,0,1,0,7,5,0,9,3,5,7,6,6
20091900010,20,091,900010,10,8,1,0,0,11,6,1,11,7,6,12,12,6
20091900020,20,091,900020,27,57,11,4,0,73,18,7,78,20,19,76,75,21
20091900030,20,091,900030,8.22,6.36,0.76,0.19,0.04,8.56,6.46,0.45,8.33,6.93,5.89,9.09,8.44,6.87
20091900040,20,091,900040,319.47,394.67,36.74,10.88,7.25,471.28,279.6,14.5,473.51,287.35,239.33,507.94,471.69,288.26
20091900050,20,091,900050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900060,20,091,900060,37.28,27.41,4.03,6,2,32.48,35.23,6.02,34.47,41.25,34.23,39.47,35.47,39.24
20091900080,20,091,900080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900090,20,091,900090,395.88,405.77,45.3,29.18,4.73,490.69,325.15,58.42,509.44,361.02,339.13,520.05,503.78,365.71
20091900100,20,091,900100,12.27,2.83,0.94,1.89,0,6.61,11.32,0,5.66,12.27,9.44,8.49,5.66,12.27
20091900110,20,091,900110,67,65,10,3,0,90,50,5,92,51,46,95,91,53
20091900120,20,091,900120,438.89,492.88,64.98,26.99,4,605.85,371.91,42.99,594.85,425.9,376.91,618.85,587.86,423.9
20091900130,20,091,900130,307,327,36,16,7,374,282,27,393,295,272,401,384,298
20091900150,20,091,900150,0.11,0.12,0.02,0.01,0,0.15,0.09,0.01,0.15,0.1,0.09,0.15,0.14,0.1
20091900160,20,091,900160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900170,20,091,900170,1.14,3.14,0.02,0.01,0,2.17,2.11,0.02,2.18,2.12,2.12,2.18,2.17,2.13
20091900180,20,091,900180,3.55,3.56,0.06,0.04,0.01,3.67,3.45,0.08,3.7,3.5,3.47,3.71,3.69,3.5
20091900190,20,091,900190,366,204,27,14,0,273,320,14,288,310,257,334,286,308
20091900200,20,091,900200,599.97,342.62,39.12,15.16,1,440.05,533.43,22.26,458.01,532.75,446.55,527.6,454.8,527.7
20091900210,20,091,900210,448.66,347.01,42.03,10.75,3.91,429.12,390.02,22.48,436.94,399.79,349.94,476.03,418.36,415.43
20091900220,20,091,900220,280,204,19,18,2,265,244,16,269,253,222,292,273,248
20091900230,20,091,900230,223,195,19,7,0,240,188,11,245,191,164,267,240,194
20091900250,20,091,900250,530,317,28,14,1,417,452,16,425,457,382,481,420,458
20091900260,20,091,900260,281,256,19,6,0,308,243,12,325,238,202,351,319,238
20091900270,20,091,900270,169,97,19,2,0,122,158,8,132,152,118,161,137,148
20091900280,20,091,900280,618,609,79,22,2,741,556,28,756,558,501,781,752,554
20091900290,20,091,900290,625.75,591.64,55.07,18.01,4,723.77,531.61,30.09,750.85,529.62,468.58,789.86,748.85,528.62
20091900300,20,091,900300,103,139,6,0,0,158,85,3,162,84,71,168,158,89
20091900320,20,091,900320,493,332,35,11,3,445,414,13,446,423,371,482,438,432
20091900330,20,091,900330,267,339,27,7,1,420,208,11,407,224,191,430,431,199
20091900340,20,091,900340,568,638,54,20,2,749,496,30,772,491,453,798,773,491
20091900360,20,091,900360,465.91,324.94,29.99,10,4,423.92,395.92,11,440.92,382.93,345.93,465.91,423.92,401.92
20091900370,20,091,900370,597.88,419.7,70.04,16.55,5.83,551.09,505.38,37.95,582.26,508.28,432.35,637.75,580.29,505.36
20091900380,20,091,900380,322.3,264.15,36.17,15.04,0,328.45,291.1,15.09,329.48,300.14,251,368.58,339.47,288.15
20091900400,20,091,900400,489.43,473.19,68.05,12.54,5.78,617.95,401.43,22.05,633.18,408.16,358.19,660.23,616.97,418.62
20091900410,20,091,900410,239.53,281.51,22.27,0.2,4,340.46,199.57,9.48,342.73,202.85,178.96,356.14,347.39,199.05
20091900430,20,091,900430,375.09,221.06,30.01,10,5,275.08,335.08,25,290.08,346.07,313.07,315.09,289.08,347.08
20091900440,20,091,900440,456,301,44,12,0,386,393,27,404,397,370,425,409,394
20091900450,20,091,900450,227,120,16,4,5,143,216,13,147,224,211,155,143,222
20091900460,20,091,900460,397.37,245.61,36.03,20.98,6.97,299.55,373.42,29.08,300.64,397.45,360.42,326.57,303.53,395.45
20091900470,20,091,900470,349,202,39,15,0,263,322,17,274,327,299,286,276,318
20091900480,20,091,900480,381,194,24,6,3,281,295,25,302,299,235,355,273,330
20091900490,20,091,900490,282,147,16,6,2,176,253,19,172,275,260,181,172,272
20091900500,20,091,900500,382,143,38,18,4,187,369,28,187,391,373,200,192,387
20091900510,20,091,900510,398.44,261.32,35.04,14.03,3,300.37,377.42,29.03,322.36,385.45,357.41,340.39,319.37,389.44
20091900520,20,091,900520,3,2,0,0,0,3,2,0,2,2,3,2,3,2
20091900530,20,091,900530,459,156,32,15,3,189,443,30,207,454,426,225,199,455
20091900540,20,091,900540,362.56,185.73,22.72,15.81,2.96,226.23,336.88,20.75,239.07,346.75,321.07,249.94,227.22,355.65
20091900550,20,091,900550,507.84,238.93,36.99,12,1,308.91,460.86,23.99,320.9,465.86,436.87,334.9,312.9,476.85
20091900560,20,091,900560,197.72,105.52,14.1,6.03,1.01,127.64,182.64,12.09,130.67,187.69,173.58,140.76,123.7,189.66
20091900570,20,091,900570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900580,20,091,900580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900600,20,091,900600,348,281,33,19,5,365,290,26,354,323,281,386,359,316
20091900610,20,091,900610,467,393.5,62,17,4,514,397.5,23,496,429.5,381.5,532,494.5,431
20091900620,20,091,900620,127,138,14,5,3,194,80,11,190,95,82,194,185,98
20091900640,20,091,900640,470,359,55,16,6,464,395,44,453,438,384,491,453,436
20091900650,20,091,900650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900660,20,091,900660,340,213,39,13,1,292,295,15,291,302,268,325,289,304
20091900670,20,091,900670,389,436,98,14,2,583,337,15,588,340,277,645,594,331
20091900680,20,091,900680,759,592.62,111.33,27.03,3.04,767.46,677.3,40.15,765.59,715.33,614.58,832.14,784.46,693.41
20091900700,20,091,900700,658,413,82,20,6,554,590,34,544,619,549,604,569,600
20091900710,20,091,900710,396.29,320.52,48.85,14.4,5.95,425.25,345.48,16.63,428.77,352.4,307.02,463.18,423.42,353.68
20091900730,20,091,900730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900740,20,091,900740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900750,20,091,900750,692,602,81,25,11,781,590,36,785,612,537,847,770,628
20091900760,20,091,900760,433,303,53,21,4,414,373,27,420,389,353,439,423,383
20091900790,20,091,900790,343,231,27,18,3,310,290,21,291,329,298,305,299,317
20091900800,20,091,900800,439,351,39,12,2,441,372,27,427,405,345,475,435,399
20091900810,20,091,900810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900820,20,091,900820,458.4,411.76,52.59,20.84,3.97,526.86,386.96,26.79,523.88,408.79,369.1,547.7,507.02,418.71
20091900840,20,091,900840,243,236,26,13,2,312,197,9,295,221,185,319,308,208
20091900850,20,091,900850,291,284,33,6,1,379,221,15,360,253,218,386,373,235
20091900860,20,091,900860,464.17,604.41,61.23,15.8,3.95,748.6,358.5,36.54,738.73,402.94,334.8,785.14,741.69,393.07
20091900870,20,091,900870,552.74,443.58,51.6,14.89,7.94,571.59,476.33,21.83,551.75,512.05,423.73,619.23,548.77,511.06
20091900880,20,091,900880,290,185,34,13,5,233,273,19,232,292,264,256,234,289
20091900890,20,091,900890,594,421,56,15,7,551,515,29,537,550,494,575,524,558
20091900910,20,091,900910,0,1.89,0,0.95,0,2.84,0,0,1.89,0.95,0,2.84,1.89,0.95
20091900920,20,091,900920,5.83,11.59,0.77,0.2,0.05,13.4,4.5,0.46,13.27,5.06,4.2,13.86,13.31,4.93
20091900930,20,091,900930,0,3,0,0,0,3,0,0,3,0,0,3,3,0
20091900940,20,091,900940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091900980,20,091,900980,4.13,10.31,1.38,0,0,11,2.75,2.06,11,4.81,3.44,12.38,13.06,2.75
20091900990,20,091,900990,437,169,29,4,2,234,394,10,246,390,350,273,230,403
20091901000,20,091,901000,331,222,31,10,1,282,299,13,283,306,281,298,293,296
20091901010,20,091,901010,507,431,61,19,0,544,445,26,543,466,435,556,543,463
20091901020,20,091,901020,516,504,50,9,1,631,424,19,636,433,376,667,633,432
20091901030,20,091,901030,567,470,49,16,5,586,482,26,594,498,442,633,608,479
20091901040,20,091,901040,595,413,49,8,2,522,519,22,545,509,453,590,534,518
20091901050,20,091,901050,362,250,30,10,2,319,312,19,326,325,285,350,322,321
20091901060,20,091,901060,713,542,55,20,5,636,651,43,666,658,603,705,664,652
20091901070,20,091,901070,285,202,11,6,3,240,249,12,258,245,209,281,242,257
20091901080,20,091,901080,199,114,13,11,2,147,177,13,147,190,173,158,149,184
20091901090,20,091,901090,480,361,35,18,4,442,418,34,460,431,386,492,445,444
20091901100,20,091,901100,433,382,51,8,4,475,376,15,498,365,330,517,497,359
20091901110,20,091,901110,389,315,39,16,2,389,346,28,414,345,291,460,413,344
20091901120,20,091,901120,93,153,12,7,0,183,71,8,183,75,63,191,183,77
20091901130,20,091,901130,914,1269,87,18,7,1442,771,74,1467,810,735,1511,1461,808
20091901140,20,091,901140,587.13,536.74,42.74,17.93,2.82,620.05,514.1,52.3,668.31,508.58,484.82,677.92,651.65,518.66
20091901150,20,091,901150,484.65,394.15,31.94,14.24,3.19,460.94,415.61,49.56,468.35,453.09,420.51,493.95,479.11,438.87
20091901160,20,091,901160,631.64,558.82,60.38,13.26,2.85,674.28,515.54,72.09,730.79,524.29,482.94,752.37,732.45,520.31
20091901170,20,091,901170,498.92,463.32,58.11,17.04,2.01,532.4,429.74,70.24,570.56,456.8,404.71,608.62,565.53,459.83
20091901180,20,091,901180,269,233,34,11,3,302,224,21,331,216,200,337,315,228
20091901200,20,091,901200,432,511,43,10,1,601,361,30,624,366,325,656,621,370
20091901210,20,091,901210,479,359,53,14,1,431,432,43,472,432,376,509,463,437
