GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSDWIE,G16USSRMOR,G16USSLGAR,G16USSOTH
20125000020,20,125,000020,14,106.2,4,2,3,21,96.2,11,0
20125000030,20,125,000030,19.6,131.2,9.3,2.8,5.6,23.3,126.6,15.8,0
20125000040,20,125,000040,21.6,153.4,4.7,1.9,0.9,29.2,143.1,11.3,0
20125000050,20,125,000050,40.6,258,6.8,1.3,1.5,45.3,242.4,15.5,0
20125000060,20,125,000060,30,304,10,0,6,28,304,14,0
20125000070,20,125,000070,41.8,133,3.9,6.8,1,43.7,124.3,20.4,0
20125000080,20,125,000080,36.3,189.9,9.6,1.9,0,37.2,179.4,19.1,0
2012500008A,20,125,00008A,0,0,0,0,0,0,0,0,0
20125000090,20,125,000090,83.3,314.6,12.1,16,2,92.3,310.5,29.2,0
20125000100,20,125,000100,58.4,232.4,16.4,5.1,1,70.4,203,29.7,0
20125000110,20,125,000110,48.6,9.6,0,1,0,47.5,7.5,1.1,0
20125000120,20,125,000120,52,72,5.1,1,0,44.2,79.7,5.2,0
20125000130,20,125,000130,62.5,107.7,7.7,1.9,2.9,70.2,98.1,11.5,0
20125000140,20,125,000140,56,125,12,9,0,59,122,15,0
20125000150,20,125,000150,73.9,152.8,6,3,0,81.9,137.8,15,0
20125000160,20,125,000160,26,40,3,0,0,26,36,7,0
20125000170,20,125,000170,35,66,3,2,1,41,52,12,0
20125000180,20,125,000180,48,93,2,2,0,51,79,14,0
20125000190,20,125,000190,16.3,30.1,3,0.1,0,19.4,24,6.2,0
20125000200,20,125,000200,49,116.1,10,4,0,61,104.1,14,0
20125000210,20,125,000210,124.1,238.9,15.2,3,3,119,225.2,32.8,0
20125000220,20,125,000220,167.8,375.3,10.9,12.6,5.2,164.2,365,33.5,0
20125000230,20,125,000230,119.6,249,14.9,10.2,2.8,127.9,243.4,26,0
20125000240,20,125,000240,31.7,228.5,4.4,10.4,5,33.6,225.4,16.6,0
20125000250,20,125,000250,113.8,541.2,23,13,4,120.8,514.2,52.9,0
20125000260,20,125,000260,14,191,3,1,2,24,167,18,0
20125000270,20,125,000270,30.2,50.5,2.7,2.5,0,29.7,49.3,4.3,0
20125000280,20,125,000280,90.7,220.3,7.9,4,2.9,79.6,219.5,24.7,0
20125000290,20,125,000290,20,71,10,3,0,22,70,13,0
20125000300,20,125,000300,25.9,62.5,3,2,0,22.9,51.6,15.8,0
20125000310,20,125,000310,50,138,11,7,0,47,138,16,0
2012500032A,20,125,00032A,39.7,105.7,12.6,6.4,0.2,45.8,90.3,21.4,0
2012500032B,20,125,00032B,0,0.1,0,0,0,0,0.1,0,0
20125000330,20,125,000330,74,149.1,6,8,1,83,134.1,17,0
20125000340,20,125,000340,68.1,107.4,8,6,0,64.1,102.4,20,0
20125000350,20,125,000350,47,104,7.4,2.8,0.9,45.1,92.1,17.5,0
20125000360,20,125,000360,104,197,12.6,8.2,0.1,93.9,201.9,23.5,0
2012500040B,20,125,00040B,0,0,0,0,0,0,0,0,0
2012500040C,20,125,00040C,7,38,0,2,0,5,37,5,0
20125000410,20,125,000410,38,179,6,4,4,39,173,21,0
20125000420,20,125,000420,27,207,5,6,0,42,178,22,0
20125000430,20,125,000430,24.9,101.4,9.3,2.2,0.1,25.1,98.3,11.6,0
2012500044A,20,125,00044A,99,284.2,7.9,1,0.1,96.3,260.9,24.4,0
2012500044B,20,125,00044B,0,0,0,0,0,0,0,0,0
2012500044C,20,125,00044C,0,0,0,0,0,0,0,0,0
20125000450,20,125,000450,16,150,4,0,2,17,147,6,0
20125000470,20,125,000470,24.6,107.6,1.2,0,0,19.6,100.3,5.4,0
20125120020,20,125,120020,9,20,1,1,0,7,31,3,0
20125120030,20,125,120030,106.3,288.4,13,14,3,106.3,281.3,30.1,0
20125120040,20,125,120040,68.1,224.6,7,4,1,52.1,226.6,13.1,0
2012512004A,20,125,12004A,35.1,79.8,5,0,0,27.1,85.7,10.1,0
20125120050,20,125,120050,12,72,2,0,0,14,67,5,0
2012512005A,20,125,12005A,2,8,2,0,0,1,12,0,0
20125120060,20,125,120060,104.4,567.7,30.8,5,6,99.4,538.9,67.6,0
20125120070,20,125,120070,13.9,91.2,2.6,1.7,0.9,14.8,85.1,10.4,0
20125120090,20,125,120090,29.1,125.1,3.8,1.9,1.9,28.2,117.6,13.2,0
20125120100,20,125,120100,55.1,314.3,19.9,4,0.1,56.8,289.7,37,0
20125120110,20,125,120110,0,0,0,0,0,0,0,0,0
2012512011B,20,125,12011B,0,0,0,0,0,0,0,0,0
20125180010,20,125,180010,0,0,0,0,0,0,0,0,0
20125180020,20,125,180020,0,0,0,0,0,0,0,0,0
2012518002A,20,125,18002A,0,0,0,0,0,0,0,0,0
2012518002B,20,125,18002B,0.1,0.7,0,0,0,0.1,0.7,0,0
20125180030,20,125,180030,0.1,0.9,0,0,0,0.2,0.9,0,0
2012518003A,20,125,18003A,0.8,4.8,0.1,0,0,0.8,4.6,0.3,0
20125180040,20,125,180040,0,0,0,0,0,0,0,0,0
20125180050,20,125,180050,0,0,0,0,0,0,0,0,0
20125180060,20,125,180060,0,0,0,0,0,0,0,0,0
20125180070,20,125,180070,0,0.1,0,0,0,0,0.1,0,0
20125900010,20,125,900010,0.8,2.6,0.1,0.1,0,0.8,2.4,0.4,0
2012590001A,20,125,90001A,0,0,0,0,0,0,0,0,0
20125900020,20,125,900020,0,0,0,0,0,0,0,0,0
20125900030,20,125,900030,0,0.2,0,0,0,0,0.2,0,0
2012590003A,20,125,90003A,0,0,0,0,0,0,0,0,0
20125900040,20,125,900040,4,7,0,0,0,6,4,1,0
20125900050,20,125,900050,0,0,0,0,0,0,0,0,0
20125900060,20,125,900060,0,0.1,0,0,0,0,0.1,0,0
20127000010,20,127,000010,74.2,170.9,7.6,5.2,0,51.5,197.2,16.2,0
20127000020,20,127,000020,54,132,14,11,0,43,155.1,10,0
20127000030,20,127,000030,127.6,233.6,32.6,11.8,1,88.9,310.6,14.9,0
20127000040,20,127,000040,0,0,0,0,0,0,0,0,0
20127000050,20,127,000050,1,3.9,0.2,0.1,0,0.6,4.6,0.2,0
20127000060,20,127,000060,6,50,2,1,0,5,51,2,0
20127000070,20,127,000070,8,24,4,0,0,5,29,1,0
20127000080,20,127,000080,33,121.9,14,3,0,24,142.9,7,0
20127000090,20,127,000090,19,53,6,2,0,12,67,3,0
20127000100,20,127,000100,119.2,236.5,16.9,5,0,63.6,291.1,17.9,0
20127000110,20,127,000110,43,150,4,4,1,34,159,5,0
20127000120,20,127,000120,16,90,5,4,0,10,93,12,0
20127000130,20,127,000130,33,240,7,7,0,29,243,15,0
20127000140,20,127,000140,6,37,2,0,0,6,37,3,0
20127000150,20,127,000150,23,87.1,3.8,1.9,0,13.4,101.4,3.8,0
20127000160,20,127,000160,18,68,8,2,0,11,83,4,0
20127000170,20,127,000170,20,122,11,4,1,23,122,14,0
20127900010,20,127,900010,0,0,0,0,0,0,0,0,0
20127900020,20,127,900020,0,0,0,0,0,0,0,0,0
20129000010,20,129,000010,0,24,2,1,0,2,25,1,0
20129000020,20,129,000020,8,29,0,0,0,8,26,2,0
20129000030,20,129,000030,42,217,9,1,0,32,218,19,0
20129000040,20,129,000040,27,197,3,4,3,17,204,14,0
20129000050,20,129,000050,38,225,9,3,0,34,219,15,0
20129000060,20,129,000060,0,10,0,0,0,0,10,0,0
20129000070,20,129,000070,26,161,4,5,0,14,173,9,0
20129000080,20,129,000080,3,52,3,0,0,0,55,2,0
20129000090,20,129,000090,1,55,1,0,0,1,53,4,0
20129000100,20,129,000100,2,25,2,0,0,0,27,2,0
20131000010,20,131,000010,7,88,4,1,0,9,87,0,0
20131000020,20,131,000020,13,190,2,1,2,10,193,10,0
20131000030,20,131,000030,8,65,2,0,0,7,72,0,0
20131000040,20,131,000040,10,73,3,2,0,7,80,0,0
2013100005A,20,131,00005A,34,124,11,4,0,35,128,8,0
2013100005B,20,131,00005B,0.9,31.4,1.2,1.1,1,5.2,30,0.3,0
20131000060,20,131,000060,15,41,1,0,0,10,46,1,0
20131000070,20,131,000070,19,79,1,2,0,11,83,6,0
20131000080,20,131,000080,10,51,2,3,0,11,49,5,0
20131000090,20,131,000090,17,59,3,2,0,18,59,4,0
20131000100,20,131,000100,10,43,0,1,0,7,47,1,0
20131000110,20,131,000110,7,60,4,0,0,8,63,3,0
20131000120,20,131,000120,26.1,193.6,5.8,1.9,0,35.8,181,8.7,0
20131000130,20,131,000130,30.8,184,9.9,3,0,27.9,198.9,3,0
20131000140,20,131,000140,19.7,138.8,4.9,2,1,10.8,151.6,1,0
20131000150,20,131,000150,6,76,0,0,0,3,79,0,0
20131000160,20,131,000160,3,58,1,0,1,7,53,1,0
20131000170,20,131,000170,6,52,3,0,0,11,45,2,0
20131000180,20,131,000180,5,51,9,3,0,7,57,5,0
20131000190,20,131,000190,15,238,4.6,3.6,0,22.9,231.2,3.6,0
2013100020A,20,131,00020A,13.7,194,6.2,5.1,4.1,15.2,195.8,11.4,0
2013100020B,20,131,00020B,0,0,0,0,0,0,0,0,0
2013100020C,20,131,00020C,0,0,0,0,0,0,0,0,0
2013100020D,20,131,00020D,0,0,0,0,0,0,0,0,0
20131000210,20,131,000210,53,229,10,5,6,38,260,10,0
20131000220,20,131,000220,48.3,248.3,6.8,3.9,2.9,33.8,270.6,12.6,0
2013100023A,20,131,00023A,49.9,262.7,8,7,0,39,281.7,11,0
2013100023B,20,131,00023B,0,0,0,0,0,0,0,0,0
20131000240,20,131,000240,37,142,7,3,7,33,154,7,0
2013100024A,20,131,00024A,0,0,0,0,0,0,0,0,0
20131000260,20,131,000260,43.5,169.2,10.2,5.6,0,48.1,173.8,7.4,0
20131000270,20,131,000270,89.2,323,15.1,6.7,0,76.2,341.8,16.8,0
20131000280,20,131,000280,66.7,331.5,17.2,7.2,1,56.1,352.2,7.2,0
20131000290,20,131,000290,26,176,5,5,1,25,190,4,0
20131000300,20,131,000300,35,152,6,3,0,39,140,15,0
20131900010,20,131,900010,0.1,0.4,0,0,0,0.1,0.4,0,0
2013190001A,20,131,90001A,0,0,0,0,0,0,0,0,0
2013190001B,20,131,90001B,0,0,0,0,0,0,0,0,0
20133000010,20,133,000010,32,182,13,4,1,28,192,19,0
2013300002A,20,133,00002A,70.9,209.6,12,2,0,63.9,207.6,21,0
20133000030,20,133,000030,55,185,4,1,0,57,174,9,0
20133000040,20,133,000040,23.5,67.1,1.1,6,0,24.5,63.1,9.1,0
20133000050,20,133,000050,77.2,169.2,14.7,8.8,0,78.2,164.3,23.5,0
20133000060,20,133,000060,68.4,231.5,12.1,7,0,74.3,212.5,25.1,0
20133000070,20,133,000070,134.6,310,24.2,14,3,132.8,307.2,45.6,0
20133000080,20,133,000080,101,205,10,2,3,84,210,19,0
20133000090,20,133,000090,191,405,29.5,11,0,150.6,436.5,43.1,0
20133000100,20,133,000100,123,207,15,7,5,101,220,34,0
20133000110,20,133,000110,85.5,171,13.9,4,0,84.5,165,21.9,0
2013300012A,20,133,00012A,47.1,145.4,2,6.7,0,42.3,143.5,17.3,0
2013300012B,20,133,00012B,0,0,0,0,0,0,0,0,0
2013300012C,20,133,00012C,0,0,0,0,0,0,0,0,0
2013300012D,20,133,00012D,1,3,0,0.1,0,0.9,3,0.4,0
20133000140,20,133,000140,72,188,12,7,0,63,194,20,0
20133000150,20,133,000150,45,122,8,8,2,39,128,12,0
20133000160,20,133,000160,54,109,4,6,0,57,109,6,0
20133000170,20,133,000170,22,69,3,2,0,25,60,12,0
20133000180,20,133,000180,73,317,14,8,0,85,301,19,0
20133000190,20,133,000190,40.9,166.3,8.2,1.2,0,40,168.2,7.4,0
20133000200,20,133,000200,8,143,3,1,3,13,132,11,0
20133000210,20,133,000210,26.6,87.3,6.1,0.2,1,24.5,82.2,10.5,0
2013300022A,20,133,00022A,8.2,41.8,1.3,0,0,4.4,43,3.2,0
2013300022B,20,133,00022B,0,0,0,0,0,0,0,0,0
2013300022C,20,133,00022C,0,0,0,0,0,0,0,0,0
2013300022D,20,133,00022D,0,0,0,0,0,0,0,0,0
20133000230,20,133,000230,31,110,10,3,0,39,104,8,0
20133000240,20,133,000240,62,260,9,5,4,67,249,22,0
20133120020,20,133,120020,40,236,8,3,0,39,224,21,0
20133120030,20,133,120030,0,0,0,0,0,0,0,0,0
20133120040,20,133,120040,8,90,2,2,0,9,84,6,0
20133900010,20,133,900010,0,0,0,0,0,0,0,0,0
20133900020,20,133,900020,0.2,0.8,0,0,0,0.1,0.8,0.1,0
20135000010,20,135,000010,14,159,6,1,0,12,158,4,0
20135000020,20,135,000020,5,36,1,1,0,3,41,0,0
20135000030,20,135,000030,4,51,0,3,0,3,54,1,0
20135000040,20,135,000040,6,62,1,1,0,1,67,2,0
20135000050,20,135,000050,0,31,0,0,0,0,31,0,0
20135000060,20,135,000060,0,34,0,0,0,3,29,1,0
20135000070,20,135,000070,30,162,10,2,0,22,181,9,0
20135000080,20,135,000080,51,364,10,5,1,29,377,14,0
20135000090,20,135,000090,14,99,7,2,0,12,109,3,0
20135000100,20,135,000100,31,191,4,5,0,23,194,9,0
20135000110,20,135,000110,7,39,3,1,0,1,49,0,0
20137000010,20,137,000010,19,198,6,5,1,16,202,9,0
20137000020,20,137,000020,38,289,5,4,0,25,294,12,0
20137000030,20,137,000030,6,68,3,0,0,5,67,5,0
20137000040,20,137,000040,0,0,0,0,0,0,0,0,0
20137000050,20,137,000050,33,165,8,3,0,25,166,15,0
20137000060,20,137,000060,3,45,0,2,0,6,43,2,0
20137000070,20,137,000070,2,49,0,0,0,1,50,0,0
20137000080,20,137,000080,48,287,12,12,1,44,295,24,0
20137000090,20,137,000090,77,350,13,11,2,63,379,20,0
20137000100,20,137,000100,53,308,17,4,1,51,317,21,0
20137000110,20,137,000110,2,57,3,0,0,1,59,2,0
20137000120,20,137,000120,0,24,0,0,0,1,23,0,0
20139000007,20,139,000007,32.1,101.2,5,4,0,21.1,110.2,10,0
20139000010,20,139,000010,31,153,6,6,0,32,147,17,0
20139000020,20,139,000020,18,32,6,0,0,16,39,2,0
20139000030,20,139,000030,20,68,8,2,0,15,77,4,0
20139000040,20,139,000040,27.2,79.6,3.9,1.9,0,24.3,75.7,7.8,0
20139000050,20,139,000050,211,611,46,21,0,190,649,69,0
20139000060,20,139,000060,70.7,171.7,4.5,8.1,0,54.5,201.2,8.1,0
20139000080,20,139,000080,10,44,2,0,0,9,43,4,0
20139000090,20,139,000090,62,232,14,9,0,68,242,15,0
20139000100,20,139,000100,64.6,165.8,15.9,4,0,62.6,166.8,21.9,0
20139000110,20,139,000110,97,291,18,9,0,96,293,25,0
20139000120,20,139,000120,142,366,19,10,0,139,359,46,0
20139000130,20,139,000130,111,317,26,12,0,95,331,39,0
20139000140,20,139,000140,25.9,92.5,2,1,0,24.9,86.5,9.9,0
20139000150,20,139,000150,111,210.1,10.3,8.2,0,93.5,228.6,22.5,0
20139000160,20,139,000160,54.7,113.1,5.6,2.8,0,52.8,116.8,8.3,0
20139000170,20,139,000170,74.5,151.9,8.8,3.9,0,64.7,166.6,11.8,0
20139000180,20,139,000180,88,207,14,6,0,77,223,16,0
20139000190,20,139,000190,117.8,329.4,20.1,6.1,0,115.7,319.3,32.2,0
20139000200,20,139,000200,63,254,18,17,0,70,245,35,0
20139000210,20,139,000210,143,321,25,13,0,129,333,43,0
20139000220,20,139,000220,44,153,6,5,0,52,149,15,0
20139000230,20,139,000230,39.8,93.1,4.3,3,0,34,100.1,6.4,0
20139000240,20,139,000240,94.8,268.4,13.6,12,0,99.9,275,25.1,0
20139900010,20,139,900010,0,0,0,0,0,0,0,0,0
20139900030,20,139,900030,0.1,0.3,0,0,0,0.1,0.3,0,0
20139900040,20,139,900040,0,0,0,0,0,0,0,0,0
20141000010,20,141,000010,7.7,50.8,1.4,2.1,0,7.7,55.7,3.5,0
20141000020,20,141,000020,7,32,1,0,0,3,38,1,0
20141000030,20,141,000030,3,26,1,1,0,0,28,3,0
20141000040,20,141,000040,0,4,0,0,0,0,4,0,0
20141000050,20,141,000050,1,13,0,0,0,1,14,0,0
20141000060,20,141,000060,0,14,1,0,0,0,14,1,0
20141000070,20,141,000070,0,12,0,0,0,0,12,0,0
20141000080,20,141,000080,0,12,1,0,0,1,12,0,0
20141000090,20,141,000090,1,15,1,0,0,0,16,1,0
20141000100,20,141,000100,1,19,0,0,0,1,20,0,0
20141000110,20,141,000110,0,4,0,0,0,0,4,0,0
20141000120,20,141,000120,2,14,0,0,0,2,15,0,0
20141000130,20,141,000130,1,10,1,0,0,0,12,0,0
20141000140,20,141,000140,0,24,0,0,0,0,22,2,0
20141000150,20,141,000150,7.9,62.5,0.9,1.4,1.9,5.6,65.3,3.7,0
20141000160,20,141,000160,36,175.1,10,7,3,33,183.1,12,0
20141000170,20,141,000170,50.8,214.3,4.7,5.6,0.9,47.9,218,11.3,0
20141000180,20,141,000180,17.6,101.8,3.9,5.9,0,20.5,98.8,8.8,0
20141000190,20,141,000190,9.6,63.9,1.4,0.5,0.1,5.6,66.1,4.9,0
20141000200,20,141,000200,4.1,45,3,1,0,3.1,48,3,0
2014100021A,20,141,00021A,61.9,302,10,9,0,39.9,323,15,0
20141000220,20,141,000220,0,21.4,0,0,0,0.9,19.6,0.9,0
20141000230,20,141,000230,2.9,51.2,0.7,2.2,0,3.6,47.6,5,0
20141000240,20,141,000240,0,36,1,1,0,1,37,0,0
20141000250,20,141,000250,2,6,1,1,0,0,9,1,0
20141000260,20,141,000260,3,9.6,0,0,0,0.1,12.4,0.1,0
20141000270,20,141,000270,0,8,0,0,0,0,9,0,0
20141400010,20,141,400010,1.1,19.8,0.3,0.8,0,1.4,18.4,2,0
20141400020,20,141,400020,9.1,71.5,1.1,1.6,2.1,6.4,74.7,4.3,0
20141400030,20,141,400030,3.4,22.2,0.6,0.9,0,3.4,24.3,1.5,0
20143000010,20,143,000010,104,458,43,4,3,94,473,45,0
20143000020,20,143,000020,10.9,52.7,8,2,0,10.9,59.7,3,0
20143000030,20,143,000030,9,43,1,0,0,9,40,3,0
20143000040,20,143,000040,3,41,1,2,0,1,42,3,0
20143000050,20,143,000050,3,36,0,0,0,2,37,0,0
20143000060,20,143,000060,23.4,106.7,0.1,0,0,18.3,100.7,11.1,0
20143000070,20,143,000070,18,103,7,0,0,15,99,16,0
20143000080,20,143,000080,0,6,0,1,0,1,6,1,0
20143000090,20,143,000090,6.8,40.9,1,3.9,0,4.9,40.9,6.8,0
20143000100,20,143,000100,7,40,0,1,1,3,45,1,0
20143000110,20,143,000110,6.1,46.3,4,0,0,5.1,49.3,2,0
20143000120,20,143,000120,2,9,0,0,0,1,9,1,0
20143000130,20,143,000130,22,54,1,0,0,20,53,4,0
20143000140,20,143,000140,8,34,2,0,0,5,35,3,0
20143000150,20,143,000150,52.6,229.3,10.9,5,3,44.7,238.3,16.9,0
2014300016A,20,143,00016A,32,187,14,2,0,24,179,23,0
2014300016B,20,143,00016B,0,0,0,0,0,0,0,0,0
20143000170,20,143,000170,49,279,22,5,2,33,289,28,0
20143000180,20,143,000180,19,176,14,5,0,16,176,20,0
20143000190,20,143,000190,5,17,0,0,0,3,18,1,0
20143000200,20,143,000200,9,111,4,3,0,6,116,6,0
20143000210,20,143,000210,29,164,10,8,0,32,159,20,0
20143000220,20,143,000220,1,27,1,0,1,0,31,0,0
20143000230,20,143,000230,4.2,22.1,0,0.1,0,5.1,20.1,2.2,0
20145000010,20,145,000010,13,17,0,0,0,12,20,0,0
20145000030,20,145,000030,2,13,0,0,0,0,14,0,0
20145000040,20,145,000040,15,65,6,1,0,17,70,1,0
20145000060,20,145,000060,4,13,0,0,0,1,16,0,0
20145000070,20,145,000070,23.2,108.3,6.3,3,0.2,17,115.7,10.3,0
20145000080,20,145,000080,81.3,251.6,24.5,7.9,6.8,66.6,274.2,29.4,0
20145000090,20,145,000090,138.7,344.3,25,6,2,88.8,412.2,23,0
20145000100,20,145,000100,123.1,331.2,29.8,7,0,98.2,380.7,21.2,0
20145000110,20,145,000110,74.5,156.3,17.9,4,2,55.6,174.2,23.9,0
20145000120,20,145,000120,0,11,0,1,0,0,12,0,0
20145000130,20,145,000130,0,30,2,0,2,1,29,2,0
20145000140,20,145,000140,7,18,1,0,0,2,24,1,0
20145000150,20,145,000150,6,18,0,1,0,3,22,1,0
20145000160,20,145,000160,6,37,3,0,0,7,39,2,0
2014500017A,20,145,00017A,14.1,77,3.5,0.1,0,9.7,77.9,6.3,0
2014500017B,20,145,00017B,0,0.1,0,0,0,0,0.1,0,0
20145000180,20,145,000180,3,17,0,0,0,0,20,0,0
20145000190,20,145,000190,4,37,2,1,0,4,36,4,0
20145000200,20,145,000200,1,30,1,1,0,2,29,2,0
20145000210,20,145,000210,25,35,1,0,0,21,40,1,0
20145000220,20,145,000220,0,12,0,0,0,1,10,1,0
20145000230,20,145,000230,1,13,1,0,0,1,13,0,0
20145000240,20,145,000240,0,18,0,0,0,0,16,2,0
20145000250,20,145,000250,6,31,2,1,0,3,35,2,0
20145120020,20,145,120020,20,125,1,0,0,12,134,0,0
20145120030,20,145,120030,0,2,0,0,0,0,2,0,0
20145120040,20,145,120040,10,84,3,0,0,9,82,3,0
20145120050,20,145,120050,1,9,1,0,0,0,10,1,0
20147000010,20,147,000010,6,42,3,0,2,7,41,3,0
20147000020,20,147,000020,0,24,1,0,0,1,24,0,0
20147000030,20,147,000030,7,44,0,0,0,2,45,2,0
20147000040,20,147,000040,1,17.6,1,0,0,0,17.6,2,0
20147000050,20,147,000050,1,27,2,0,0,0,30,1,0
20147000060,20,147,000060,2,19,1,0,0,1,21,1,0
20147000070,20,147,000070,2,42,1,1,0,1,37,5,0
20147000080,20,147,000080,2,52,1,0,0,6,45,1,0
20147000090,20,147,000090,4,15,0,0,2,1,19,0,0
20147000100,20,147,000100,0,15.3,0,1,0,0,15.3,1,0
20147000110,20,147,000110,1,22,1,0,1,1,25,0,0
20147000120,20,147,000120,9,91,5,1,0,9,82,12,0
20147000130,20,147,000130,38,227.4,10,2,2,22,240.4,12,0
20147000140,20,147,000140,8,96.7,4,1,2,7,99.7,4,0
20147000150,20,147,000150,11,52,0,0,1,7,56,2,0
20147000170,20,147,000170,43,263,15,3,1,36.9,274,15,0
20147000190,20,147,000190,13.3,117.4,5.6,1,0,6.7,124.9,2,0
20147000200,20,147,000200,1,11,0,0,0,2,9,1,0
20147000210,20,147,000210,22,155,7,2,1,14,160,10,0
20147000220,20,147,000220,8,93,2,0,1,4,101,2,0
20147000230,20,147,000230,0,9.8,0,0,0,0.9,7.9,1,0
20147000240,20,147,000240,10,74.6,4,0,0,10.1,71.5,5.1,0
20147000250,20,147,000250,1,18,0,0,0,1,18,0,0
20147000260,20,147,000260,0,14.6,0,0,0,0,14.6,0,0
20147000270,20,147,000270,1,10,3,0,0,1,11,1,0
20147000280,20,147,000280,0,6,0,0,0,0,6,1,0
20147190010,20,147,190010,45.1,292.8,12.1,5,0,34,310,12,0
20147190020,20,147,190020,63.6,380.7,8.3,12.1,2,35.3,410,18.1,0
20149000010,20,149,000010,25.3,131.8,5.1,3,0,20.2,128,11.1,0
20149000020,20,149,000020,480.7,1020.8,110.3,18.9,30.7,378.8,1219.8,71.3,0
20149000030,20,149,000030,33.7,113,8.2,4.6,2.7,27.4,129.4,3.6,0
20149000040,20,149,000040,3.5,50.5,1.7,0,0,0,55.7,0.9,0
20149000050,20,149,000050,15.9,51.7,4,1,0,8,60.6,6,0
20149000060,20,149,000060,22.8,141.2,6.4,5,0,24.1,139.3,9.2,0
20149000070,20,149,000070,23,101,5,0,0,22,97,8,0
20149000080,20,149,000080,23.4,88,6.6,1.3,2.2,21.9,97.1,2.3,0
20149000090,20,149,000090,10,49,5,0,2,9,52,5,0
20149000100,20,149,000100,15,87,5,3,0,10,92,8,0
20149000110,20,149,000110,56,333.1,27.2,7.1,3,53.8,351.5,20.3,0
20149000120,20,149,000120,46.7,78.7,10.9,1.9,2.5,37.7,97.6,6.2,0
20149000130,20,149,000130,103,298,20,4,1,93,323,12,0
20149000140,20,149,000140,55.1,243.7,7.2,0.2,4.8,38.3,264.4,11.2,0
20149000150,20,149,000150,65.9,235,22.8,10.8,1.2,43.6,260.4,30.8,0
20149000160,20,149,000160,24,103,8,3,2,21,119,2,0
20149000170,20,149,000170,9,35,3,1,5,4,44,1,0
20149000180,20,149,000180,9,17,1,3,0,8,22,0,0
20149000190,20,149,000190,6.4,17.5,2.8,0.9,0,3.7,23,1.8,0
20149000210,20,149,000210,98.8,924.3,17.6,9,17.9,89.3,936.3,32.4,0
20149000220,20,149,000220,56.3,543.5,10.4,5,10.1,51.7,548.6,15.6,0
20149000230,20,149,000230,26,89,10,1,2,27,101,3,0
20149000240,20,149,000240,7,44,3,1,2,8,49,1,0
20149000250,20,149,000250,236.6,559.6,64.3,32.1,7.5,207.2,647.8,57.5,0
20149000270,20,149,000270,127.2,364.3,27.4,9.3,7.2,108.5,412.5,18.3,0
20149120020,20,149,120020,9,15,0,0,0,5,18,1,0
20149120030,20,149,120030,393.5,1168.9,91.4,39.1,5.2,308.9,1310.8,96,0
20149120060,20,149,120060,1,10,1,0,0,0,12,1,0
20149120070,20,149,120070,103.2,270.5,18.3,8.5,4.9,78.6,318.2,15.6,0
20149120080,20,149,120080,27.8,133.7,8.9,4,2,23.9,140.7,10.9,0
20149120100,20,149,120100,107.8,255.2,29.2,14.6,3.5,94.4,295.4,26.1,0
20149120110,20,149,120110,15.9,45.9,3.4,1.1,0.9,13.6,51.9,2.3,0
20149180010,20,149,180010,0,0,0,0,0,0,0,0,0
20149190010,20,149,190010,0,0,0,0,0,0,0,0,0
20149190020,20,149,190020,0,0,0,0,0,0,0,0,0
20149190030,20,149,190030,0,0,0,0,0,0,0,0,0
20149900010,20,149,900010,0.6,1.8,0.1,0,0,0.5,2,0.1,0
20149900030,20,149,900030,0,0,0,0,0,0,0,0,0
2015100001A,20,151,00001A,93,368,10,9,2,88,364,24,0
2015100002A,20,151,00002A,58,220,27,7,0,52,234,26,0
2015100002B,20,151,00002B,0.1,0.7,0,0,0,0.1,0.7,0.1,0
20151000030,20,151,000030,160.8,496.6,25,7,1,123.9,522.5,42,0
2015100004A,20,151,00004A,144.2,369,32.5,6.2,1.1,110.8,417.8,26.7,0
2015100004C,20,151,00004C,0,0,0,0,0,0,0,0,0
2015100005A,20,151,00005A,102.8,360.5,26,6.1,3,72.1,401.3,31,0
20151000060,20,151,000060,41,190,9,2,5,32,203,8,0
20151000070,20,151,000070,23.9,111.7,3,0,1,21.9,106.7,12,0
20151000080,20,151,000080,15,43,1,1,0,4,56,0,0
20151000090,20,151,000090,23.5,102,4.9,1,0,13.7,112.8,6.9,0
20151000100,20,151,000100,5.7,39.2,1,0,0,4.8,37.3,1.9,0
20151000110,20,151,000110,23.3,115.8,5,2,1,15.2,114.7,14.1,0
2015100012A,20,151,00012A,77.8,413,19.2,8.5,4.7,62.2,439.1,23.1,0
20151190010,20,151,190010,0.1,0.5,0,0,0,0.1,0.5,0,0
20151190020,20,151,190020,1.5,8.1,0.4,0.2,0.1,1.2,8.6,0.4,0
20151190030,20,151,190030,0,0,0,0,0,0,0,0,0
20153000010,20,153,000010,2,24,1,0,0,2,24,0,0
20153000020,20,153,000020,21,122,3,1,0,12,129,10,0
20153000030,20,153,000030,4.3,40.5,1.4,0.7,0,7.1,37.7,2.8,0
20153000040,20,153,000040,11,52,3,5,0,10,57,3,0
20153000050,20,153,000050,43,269.8,21,8,5,32,282.8,35,0
20153000060,20,153,000060,2.7,27.7,0.6,0.3,0,3,27.5,1.2,0
20153000070,20,153,000070,4,38,6,0,0,3,43,2,0
