GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20015120050,20,015,120050,99.8,196.5,35,4,2,217.6,107,11.4,257.6,77.7,79.6,251.7,247.3,86.7
20015120080,20,015,120080,76.9,164.5,19.1,5,2,179.4,72,11,210.8,51.5,55.4,199.5,205.8,55.6
20015120090,20,015,120090,38.1,155.5,5.9,0,1,155.6,40,3,172.2,23.5,22.6,160.5,171.2,28.4
20015140010,20,015,140010,695.7,761.9,108.9,24.8,14.6,890,623.3,71.8,1024.8,557.6,491.9,1056.2,992.1,586.3
20015140020,20,015,140020,336.6,390.6,54.7,16,6.6,457.8,309.4,31.3,520.7,275,245,533.6,517.3,275.6
20015140030,20,015,140030,49.6,125.3,10.8,2.8,0.2,132.2,48.6,6.8,145.7,44,40.9,147.8,142.4,46.2
20015140040,20,015,140040,184.7,352.9,42.9,6.6,1.8,397.9,174,16.2,438.7,147.7,123.2,441.4,438.7,144
20015140050,20,015,140050,118.2,212.4,32.4,5.8,1.6,238.7,105.6,19.8,270.5,95.1,83.1,278.5,263,99.7
20015140060,20,015,140060,6,16.5,2.2,0.2,0.2,18.5,6,0.4,18.7,6,5,20.1,18.7,5.8
20015140070,20,015,140070,6,13.9,1.7,0.2,0.1,14.7,5.8,1,16.5,5,4.4,16.7,16.2,5.2
20015140080,20,015,140080,55.9,57.3,12.6,0.9,0.2,65.1,52.6,6.8,84.2,41,33.5,89.4,83,41
20015140090,20,015,140090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20015200010,20,015,200010,527.5,721.6,98.5,27.3,4.9,817.1,484.6,58.5,961.4,388.1,350,976.1,941,402.7
20015200020,20,015,200020,143.5,310.4,44.5,8.7,2.1,343.8,134.4,27.5,393.5,108.9,103.9,384.9,385,115.3
20015800050,20,015,800050,36.8,64.1,9.5,3.1,0.1,75.3,35.7,2.7,80.9,30.9,21.5,87.1,80.7,31
20015800060,20,015,800060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580010A,20,015,80010A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580010B,20,015,80010B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580030A,20,015,80030A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580040B,20,015,80040B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070A,20,015,80070A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070B,20,015,80070B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070C,20,015,80070C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070D,20,015,80070D,0.1,0.1,0,0,0,0.1,0,0,0.2,0,0,0.2,0.2,0
2001580070E,20,015,80070E,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070F,20,015,80070F,9.7,19.4,1.6,0.5,0.1,20.5,9.1,1.1,23.1,7.6,6.9,23.2,22.4,8.3
20017000010,20,017,000010,6,43,2,2,0,43,9,0,47,6,10,42,48,4
20017000020,20,017,000020,11,22,3,1,1,24,13,1,28,11,9,26,29,10
20017000030,20,017,000030,26,39,2,0,0,44,23,0,48,19,21,46,46,21
20017000040,20,017,000040,35.6,77.3,14,5.4,0,92.6,32.1,4.6,104.1,26.2,19,105.2,101.1,26
20017000050,20,017,000050,53.6,70.9,8,3.7,1,83.2,48.9,4,100.5,22.6,27.3,104.1,100.8,34.3
20017000060,20,017,000060,59.2,65.6,10.7,4.3,0,80,53.9,5.9,95,43.8,31.5,106.7,95,41.6
20017000070,20,017,000070,6,11,4,1,0,13,9,0,16,6,5,17,16,6
20017000080,20,017,000080,33,36,4,0,0,40,29,3,45,27,24,46,45,27
20017000090,20,017,000090,56,95,15,6,0,106,55,8,131,40,36,135,129,41
20017000100,20,017,000100,107.4,142.1,16,7.3,2,166.8,98.1,8,201.5,45.4,54.7,208.9,202.2,68.7
20017000110,20,017,000110,46.1,51.1,8.3,3.3,0,62.3,42,4.6,74,34.1,24.5,83.1,74,32.4
20019000010,20,019,000010,8,25,4,0,0,31,5,1,33,4,3,34,34,3
20019000020,20,019,000020,0,27,1,0,0,26,2,0,27,1,0,28,27,1
20019000030,20,019,000030,11,55,1,2,0,57,9,2,60,8,10,58,58,11
20019000040,20,019,000040,10.3,22.5,0.1,2.1,0,26.6,6.1,2.2,31.2,3.8,6.8,27,28.1,5.8
20019000050,20,019,000050,10,23,1,1,0,24,10,1,26,9,5,30,25,9
20019000060,20,019,000060,52.7,99.5,5.9,4.9,0,106.4,45.9,6.8,130.8,33.2,32.2,122,123.9,34.2
20019000070,20,019,000070,4,16,2,1,0,20,2,1,21,2,2,21,21,2
20019000080,20,019,000080,12,84,2,3,0,87,13,1,90,11,10,91,89,12
20019000090,20,019,000090,79,153,11,7,0,183,54,12,213,39,52,198,187,63
20019000100,20,019,000100,18,79,2,1,0,82,13,4,86,9,8,85,82,12
20019000110,20,019,000110,10,47,1,0,0,47,10,0,51,7,10,48,48,10
20019000120,20,019,000120,27,123,9,4,1,131,24,8,143,22,26,134,130,30
20019000130,20,019,000130,3,23,6,1,0,27,3,2,31,2,2,28,28,4
20019000140,20,019,000140,7,31,1,0,0,34,6,0,38,2,2,37,34,4
20021000010,20,021,000010,84,136.9,8.1,2,1,152.1,75.8,4.1,155.2,77.8,72.8,157.2,159.3,71.7
20021000020,20,021,000020,54,117,8,6,1,122,52,13,127,60,57,127,140,49
2002100002A,20,021,00002A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000030,20,021,000030,169.1,296,12.8,6.1,4,331.4,139.7,11.1,336.6,145.4,133,344.2,357.3,128.7
2002100004A,20,021,00004A,86.7,160.2,6.4,9.1,3.1,181.4,72.7,10.3,188.5,75.8,79.3,183.9,203.2,63.3
2002100004B,20,021,00004B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000050,20,021,000050,60.1,73.7,5.9,3,2.9,81.5,51.3,10.8,93.3,51.3,50.3,90.4,91.3,51.3
20021000060,20,021,000060,63.4,94.9,5,9,2,106,51.4,16.9,113.1,56.2,59.2,114,114,58.2
20021000070,20,021,000070,89.2,149.9,11,8.3,3.7,172.9,76.3,11.9,184.8,73.6,69.9,189.4,185.7,73.6
2002100007A,20,021,00007A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000080,20,021,000080,110.9,138.5,6.6,5.2,1.2,153.8,98.1,7.6,166,95.5,91.8,161.6,176.9,83.6
20021000090,20,021,000090,56.6,109.5,9.4,3.8,2.8,113.3,61.4,9.4,132.2,52.9,56.6,126.5,130.3,53.8
2002100010A,20,021,00010A,62.9,102.9,5,3,0,102.9,57.9,9,110.9,60.9,56.9,113.9,113.9,59.9
2002100010B,20,021,00010B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000110,20,021,000110,74,185.9,7,5,2,203.9,55,11,208.9,63,58,212.9,204.9,68
20021000120,20,021,000120,64.2,125.3,4,7,1,128.3,66.2,5.1,134.4,64.2,58.2,137.4,147.4,53.2
2002100012A,20,021,00012A,0.1,0.2,0,0,0,0.2,0.1,0,0.2,0.1,0.1,0.2,0.2,0.1
2002100013A,20,021,00013A,53.9,104.7,4,5,2,113.7,51.9,6,117.7,52.9,50.9,117.7,120.7,48.9
2002100013B,20,021,00013B,0.5,1.5,0.1,0,0,1.6,0.5,0,1.7,0.4,0.4,1.6,1.7,0.3
2002100013C,20,021,00013C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002100013D,20,021,00013D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000140,20,021,000140,101,182.9,8.2,5.1,3,191.2,92.9,14.2,199.5,97.8,99.8,198.4,213.8,87.4
2002100015A,20,021,00015A,46.8,84.8,5,5,3,85.8,45.9,10.9,97.7,46.8,43.8,97.7,103.7,41.8
20021000170,20,021,000170,262.2,470,15.8,9.9,4,495.8,236.5,27.7,528.4,228.6,232.5,518.5,542.3,218.7
2002100018A,20,021,00018A,50.7,156.8,5.7,1.9,0,164.5,47.8,3.8,170.2,45,45,168.3,178.8,34.4
20021000190,20,021,000190,32,70,2,0,1,74,30,2,82,25,27,74,81,26
20021000200,20,021,000200,58.9,180.7,2,6,1,179.7,59.9,8,190.6,56.9,55.9,186.6,198.6,48.9
20021000210,20,021,000210,23.4,83.4,6.2,1.6,0,92.8,19.5,3.1,93.6,20.3,20.3,93.6,95.9,21.1
20021000220,20,021,000220,21,61,2,2,0,61,19,7,70,18,21,67,68,19
20021000230,20,021,000230,8.3,22.2,0,0.9,0,20.4,8.3,0.9,23.2,7.4,7.4,22.3,26.8,4.7
20021000240,20,021,000240,12.7,37.8,2,1.1,0,38.6,10.7,4.1,44.8,8.6,6.6,46.7,39.2,11.3
20021000250,20,021,000250,75,161,8,5,2,185,55,10,194,57,55,194,186,65
20021000260,20,021,000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000270,20,021,000270,25,52,5,0,0,57,24,0,57,24,24,57,61,22
20021000280,20,021,000280,49,47,5,3,0,52,48,4,59,46,48,56,55,49
20021000290,20,021,000290,39.7,46.5,2.9,1.9,0,47.4,39.7,3.9,50.3,39.7,37.7,50.3,51.3,36.8
2002100030A,20,021,00030A,86.4,163,5.3,4.2,4,180.4,74.2,6.3,193.6,67.3,68.2,187.8,191.7,69.2
2002100030B,20,021,00030B,5.3,8.9,0.7,0.5,0.2,10.2,4.5,0.7,11,4.4,4.2,11.2,11,4.4
2002100030C,20,021,00030C,0.3,0.5,0,0,0,0.5,0.3,0,0.5,0.3,0.3,0.5,0.5,0.3
20021000310,20,021,000310,25.5,16.1,0.1,1,0,22.1,18.6,2.1,23.2,19.7,17.6,25.2,27.1,15.7
20021000320,20,021,000320,19,21,4,0,0,28,12,2,31,12,12,31,32,12
20021000330,20,021,000330,18.5,39.9,2.9,2,1,40.9,21.4,3.9,42.8,23.3,22.4,41.8,39.9,25.3
20021000340,20,021,000340,55,150,1,1,3,159,46,5,159,50,47,161,163,46
20021000350,20,021,000350,29,61,5,3,0,65,25,5,70,26,28,65,69,29
20021000360,20,021,000360,78.8,166.6,9,5,1,185.6,68.8,5,193.6,66.9,66.9,193.6,184.6,73.8
2002100037A,20,021,00037A,46.9,92,3.8,1.9,1.9,103.5,37.4,4.8,108.3,38.3,38.3,108.3,114.9,31.7
2002100037B,20,021,00037B,0.2,0.3,0,0,0,0.3,0.1,0,0.3,0.1,0.1,0.3,0.4,0.1
2002100037C,20,021,00037C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002100037D,20,021,00037D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000380,20,021,000380,6.6,23.6,1.8,0.4,0,26.2,5.5,0.9,26.4,5.7,5.7,26.4,27.1,5.9
2002100042A,20,021,00042A,1.3,1.6,0.1,0.1,0,1.6,1.3,0.1,1.7,1.3,1.3,1.7,1.7,1.2
2002100042B,20,021,00042B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000999,20,021,000999,105.9,86.3,3.1,4,2.1,93.5,100.7,7.2,101.7,98.7,93.7,103.6,98.7,101.7
20023000010,20,023,000010,3,5,1,0,1,13,3,0,13,3,3,13,13,3
20023000020,20,023,000020,72,188,20,7,4,218,57,10,247,41,38,246,242,47
20023000030,20,023,000030,0,14,0,1,0,20,1,1,22,0,1,21,22,0
20023000040,20,023,000040,4,21,0,0,0,23,3,0,23,3,6,19,21,4
20023000050,20,023,000050,3,4,0,0,0,5,2,0,5,2,1,6,5,2
20023000060,20,023,000060,8,16,4,0,0,27,0,0,26,2,0,27,27,1
20023000070,20,023,000070,65,203,18,4,0,225,53,7,238,46,45,230,243,41
20023000080,20,023,000080,93,282,36,8,2,337,72,11,349,73,62,341,348,69
20025000010,20,025,000010,65,213,50,5,3,248,68,10,278,46,44,275,267,48
20025000020,20,025,000020,49.5,126.1,30.1,4.8,1,149.4,47.5,11.6,175.5,33,30.1,176.5,173.6,33.9
20025000030,20,025,000030,39.5,105.9,23.9,9.2,1,125.6,35.5,16.4,151.5,28,21.9,151.5,148.4,29.1
20025000040,20,025,000040,17,22,8,2,0,34,12,0,35,12,10,37,35,12
20025000050,20,025,000050,0,17,3,0,0,16,1,2,18,0,0,20,18,1
20025000060,20,025,000060,1,16,0,1,0,13,5,0,16,2,3,15,16,2
20025000070,20,025,000070,9,21,5,0,0,26,7,1,30,3,2,32,31,3
20027000010,20,027,000010,7,38,5,0,1,46,4,1,49,2,2,48,49,2
20027000020,20,027,000020,37.3,75.1,11.6,1,2.1,93.2,26.5,5.3,117.2,8.9,9.9,113.1,114.1,8
20027000030,20,027,000030,16.7,33.4,7.9,0,1,43.3,13.8,2,54.1,3.9,5.9,49.2,52.1,5.9
20027000040,20,027,000040,25,38,2,1,0,46,15,4,48,17,15,48,48,18
2002700005A,20,027,00005A,46,83.5,12,0,2.7,107.2,31.5,6.5,126.5,18.7,17.5,125.7,125.6,19.6
2002700005B,20,027,00005B,0.9,1.2,0.1,0.1,0,1.6,0.7,0.1,1.7,0.6,0.5,1.8,1.7,0.6
2002700006A,20,027,00006A,221.7,249.6,48.1,12.5,15.4,361.3,150.8,21.7,417.8,118.8,89.9,444.4,401.1,131.4
2002700006B,20,027,00006B,0.8,1.4,0.2,0,0,1.8,0.5,0.1,2.1,0.3,0.3,2,2,0.3
20027000070,20,027,000070,171.2,216.4,33.9,6.1,8,277,135.6,15.1,320.7,104.4,75.3,342.8,316.2,103.6
20027000080,20,027,000080,117.7,163.1,32.5,10.2,8.1,211.2,99,19.2,265.9,66.6,60.4,260,258.8,66.6
20027000090,20,027,000090,85.6,120.4,14.3,7.1,3.6,155.2,65.1,6.2,168.6,58.9,49.1,174.8,167.7,56.2
20027000100,20,027,000100,7,26,4,1,1,35,4,0,36,2,3,34,35,3
20027000110,20,027,000110,15,31,7,0,0,38,13,2,42,11,8,45,40,12
20027000120,20,027,000120,6,36,4,0,1,39,7,1,42,5,1,43,43,4
20027000130,20,027,000130,18,46,1,0,0,46,14,3,58,7,1,62,55,7
20027000140,20,027,000140,7,15,1,1,0,18,6,0,19,5,5,19,18,6
20027000150,20,027,000150,19.6,59.1,8.3,1,3,72.1,14.6,3.2,76.5,14.4,13.2,74.7,75.5,15.4
20027000160,20,027,000160,25.2,58,8.4,0,0.9,69.2,18.7,1.9,78.5,12.2,9.3,82.3,77.6,12.2
20027000170,20,027,000170,32,72,17,0,4,88,31,4,105,18,19,96,105,16
20027000180,20,027,000180,29,63,9,2,1,75,24,4,85,18,13,87,81,18
20027000190,20,027,000190,9,24,2,1,0,24,9,4,28,9,7,28,28,9
20027000200,20,027,000200,88.3,199.8,35.1,8,3,234,81.2,15,250.1,84.2,59.2,265,249.1,81.2
20027000210,20,027,000210,38.3,43.6,11.1,2,0,59.7,30.2,3,64.9,27.1,16.1,75.8,71.9,18.1
20027000220,20,027,000220,15.6,49.4,6.4,0.9,0,53.1,13.7,4.6,60.4,11,6.4,63.1,60.4,11
20027180010,20,027,180010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20027180020,20,027,180020,0.1,0.2,0,0,0,0.2,0.1,0,0.3,0,0,0.3,0.3,0
20027900230,20,027,900230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000010,20,029,000010,17,28,2,1,0,27,18,2,33,14,11,34,33,15
20029000020,20,029,000020,9,34,2,2,1,39,5,2,42,5,4,40,43,4
20029000030,20,029,000030,5.9,29.3,8.8,0,2,37.1,6.8,0,39,2.9,4.9,36.1,38.1,3.9
20029000040,20,029,000040,23,60,6,2,2,70,18,3,79,14,10,81,80,12
20029000050,20,029,000050,2,14,2,1,0,17,0,2,16,2,1,18,17,2
2002900006A,20,029,00006A,104.6,116.5,16.9,3,8,144.4,96.6,7,167.3,80.7,73.7,174.3,163.3,83.7
2002900006B,20,029,00006B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002900006C,20,029,00006C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000070,20,029,000070,125,132,17,7,9,162,118,9,198,90,77,211,192,97
2002900008A,20,029,00008A,160.8,166.6,32.9,11.6,3.9,234.4,131.7,11.6,273.1,101.7,95.9,275.1,268.3,106.6
2002900008B,20,029,00008B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000090,20,029,000090,173.5,218.8,46.3,15.4,6.8,286.3,147.5,14.5,337.4,113.8,106,344.2,334.5,117.6
20029000100,20,029,000100,80.9,111.1,24.6,3,4.2,142.9,68.3,8.4,154.9,62.7,49.2,166.7,157.2,59.9
2002900011A,20,029,00011A,28.6,72,9.1,0.6,1.1,82.8,25.2,2.2,93.7,16.6,13.8,93.1,90.3,17.5
2002900011B,20,029,00011B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000120,20,029,000120,7,12,0,0,0,15,3,1,15,3,2,17,15,4
20029000130,20,029,000130,108.1,156.2,22,6,3,207.3,79.1,6,229.3,61.1,47,236.3,228.3,58
20029000140,20,029,000140,24,73.9,14,2,3,91.8,20,2,96.8,18,10,105.8,103.8,12
20029000150,20,029,000150,9,31,7,0,1,36,11,0,43,4,3,43,38,8
20029000160,20,029,000160,16.1,38.1,2,3,0,43.2,12.1,1,51.2,7.1,8.1,50.2,51.2,9.1
20029000170,20,029,000170,6,23,2,0,0,24,3,4,26,4,3,27,24,5
20029000180,20,029,000180,4,17,2,0,0,20,3,0,22,1,1,20,22,1
20029000190,20,029,000190,16.9,32.8,2,1,1,37.7,12.9,2,42.7,9.9,7,43.7,43.7,7
20029000200,20,029,000200,30.1,44.7,9.2,0,1,53.9,27.2,3,70,15.1,10.1,70.9,65.9,16.1
20029000210,20,029,000210,53,120,16,3,2,141,42,8,152,36,36,154,152,38
20029000220,20,029,000220,7.9,11.9,2,1,1,13.8,8.9,1,15.8,7.9,7.9,15.8,15.8,7.9
20029000230,20,029,000230,43,129,25,7,6,157,42,8,174,34,33,169,171,36
20029000240,20,029,000240,4,17.1,2,1,0,18.2,2,2,22.2,2,2,22.2,20.2,2
20029000250,20,029,000250,28.6,49.9,3.1,3.4,0.2,56.2,23.6,5.4,64.5,20.6,19.4,65.6,61.3,22.8
20029000260,20,029,000260,4,5,1,0,0,7,3,0,7,2,1,9,8,2
20029000270,20,029,000270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000280,20,029,000280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031000010,20,031,000010,24.7,46.5,2.9,1.9,0.9,54.1,18,2.9,65.4,10.4,7.6,65.4,63.5,11.4
20031000020,20,031,000020,46.6,109.4,17.6,5.2,1,134.4,37.7,3.7,156,23.7,23,152.6,147.7,29
20031000030,20,031,000030,104.9,196.4,29.2,7.8,0,215,100.9,21.3,273.2,65,72.7,258.7,260.6,75.7
2003100004A,20,031,00004A,79,164,20,8,2,181,73,16,224,45,46,220,206,64
2003100004B,20,031,00004B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003100005A,20,031,00005A,82.3,170.8,50.1,14,4,218,84.3,14,264.2,58.2,42.2,275.1,250.1,69.2
2003100005B,20,031,00005B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003100005C,20,031,00005C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031000060,20,031,000060,27.6,44.9,2.7,2,0.1,53.3,19.7,5.1,60.2,18,12,65.8,51.8,23.2
20031000070,20,031,000070,33,74,13,2,2,86,36,5,104,22,19,107,98,28
20031000080,20,031,000080,68.8,117.2,19.2,11,1,138.6,65.6,11,179.1,35.2,34.5,179.7,165.7,48.5
20031000090,20,031,000090,83,119,35,7,1,161,70,9,198,44,48,187,188,52
20031000100,20,031,000100,190.9,250.2,57.1,9.7,6.8,318,176.4,13.6,374.2,127.9,115.3,383.9,372.3,133.8
20031000110,20,031,000110,17.1,26.7,4.8,0,0.9,33.3,13.3,0.9,44.8,3.8,10.5,37.1,36.2,11.4
20031000120,20,031,000120,107,201,30,6,8,236,105,8,281,71,62,283,253,93
20031000130,20,031,000130,39.8,71.4,6.8,0.3,0.2,77.6,39.4,1.4,93.2,25.9,25.5,92.6,90.2,28.1
20031000140,20,031,000140,20,55,13,2,1,68,18,3,79,11,10,79,77,11
20031000150,20,031,000150,129,184,29,14,4,223,117,16,267,90,76,277,263,90
20031000160,20,031,000160,15.1,49.1,4,0,2,52.1,16,1,65.1,5,6,61.1,63.1,5
20031000170,20,031,000170,12.9,46.1,5.5,0.1,0.9,49.1,13.4,1,56,7.7,7.5,52.4,53.2,9.5
20031900010,20,031,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031900020,20,031,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031900030,20,031,900030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20033000010,20,033,000010,6,31,1,2,0,36,3,1,36,3,2,35,39,0
20033000020,20,033,000020,72.8,149.7,26.5,12.2,0,187.1,56.5,14.3,207.5,50.3,42.9,208.8,207.5,49
20033000030,20,033,000030,8,28,2,0,0,33,7,0,31,8,5,35,31,9
20033120020,20,033,120020,45,132,16,3,2,154,33,11,175,22,25,171,169,27
20033120030,20,033,120030,4,42,8,1,0,46,6,2,50,5,5,47,49,4
20033190010,20,033,190010,34.2,70.3,12.5,5.8,0,87.9,26.5,6.7,97.5,23.7,20.1,98.2,97.5,23
2003500001A,20,035,00001A,52.6,63.5,8.9,1,1,66.5,58.6,1,76.4,48.6,46.7,79.4,80.4,46.7
2003500001B,20,035,00001B,2,11,0,0,0,10,1,1,11,2,2,11,11,2
2003500001C,20,035,00001C,0,2,2,0,0,3,0,1,3,0,1,3,2,1
20035000020,20,035,000020,59,59,14,4,0,82,49,5,95,38,42,89,91,43
20035000030,20,035,000030,114.9,109,8.9,3,0,126.8,99,6.9,144.6,88.2,81.2,148.6,137.7,93.1
20035000040,20,035,000040,97,78,20,1,2,103,88,5,122,72,71,122,118,76
20035000050,20,035,000050,125.4,142.6,22.7,1,3,183.1,100.8,11.8,201.8,90,85,206.8,201.8,89.9
2003500005A,20,035,00005A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003500006A,20,035,00006A,34.3,46.5,14.1,3,1,53.6,41.3,3,60.7,37.3,36.2,62.7,55.7,42.2
2003500006B,20,035,00006B,36.9,49.9,5,0.3,0.9,58.4,32.2,2.4,64.9,28,25.1,67.5,66.6,25.1
20035000070,20,035,000070,17,16.9,4.9,5.2,0,23.9,17.8,3.4,26.6,18.3,16.1,28.7,27.7,17.1
20035000080,20,035,000080,10,17,3,2,1,19,11,2,22,10,6,25,23,8
20035000090,20,035,000090,28.9,27.5,5,1.2,0.1,31.4,26,4.5,39.2,24.7,20.7,41.2,40.9,22
20035000100,20,035,000100,24.6,29.5,5.9,1,1,36.4,21.7,4.9,37.4,23.6,16.7,45.3,42.3,19.7
20035000110,20,035,000110,25.1,30.5,9,1.8,0.9,37.6,26,4.5,44.8,23.3,23.3,44.8,42.1,26
20035000120,20,035,000120,109,78,20,6,0,94,108,13,110,104,98,113,109,105
2003500013A,20,035,00013A,221.9,197.4,41.7,5.8,6.8,227.6,219,23.2,280.8,190,183.2,284.6,266.4,201.4
20035000140,20,035,000140,100,93,19,4,1,108,98,11,121,94,90,126,127,88
20035000150,20,035,000150,152.6,153,40.2,10,0,191.2,142.6,18,215.3,137.5,143.5,202.2,212.3,139.4
20035000170,20,035,000170,30,46,8,3,0,50,35,1,56,28,25,58,57,28
20035000180,20,035,000180,2.9,7.8,1,1,1,8.7,3.9,1,11.6,1.9,1.9,11.6,11.6,1.9
20035000190,20,035,000190,39.2,106.4,15,0,0,126.4,31.1,4,140.5,20.1,20.1,138.4,138.4,22.1
20035000200,20,035,000200,36.9,80.1,11.9,2.4,1.2,91.6,34,5.8,104.4,27,28.4,101.8,103.7,28.2
20035000210,20,035,000210,177.2,299.9,37.3,6.5,2.1,341,164.8,15.4,375.8,144.4,134.6,378.2,377.1,135.6
20035000220,20,035,000220,41.4,73.1,10.5,3.4,0.3,81.4,41.5,4.9,96.5,33.1,33.6,94,96.8,32.6
20035000230,20,035,000230,4,29.1,2,0,0,31.1,4,0,30.1,5,3,32.1,33.1,2
20035000240,20,035,000240,11,30,3,0,1,32,13,0,35,10,9,34,36,9
20035000250,20,035,000250,16,52,1,2,0,56,14,0,59,12,11,59,59,11
20035000260,20,035,000260,79,222,25,7,0,238,80,17,261,73,61,271,262,70
20035000270,20,035,000270,105.6,164.9,31.5,5.6,3.7,193.6,106.5,11.1,220.5,89.9,83.4,226,211.2,96.3
20035000280,20,035,000280,18,74,10,0,0,78,21,2,91,9,11,89,86,14
20035000290,20,035,000290,3.1,12.2,0,0,0,14.2,0.1,1,13.3,2,1,14.3,14.3,1
20035000300,20,035,000300,100.5,152.1,31.7,3.3,0,187.1,84.2,15.3,210,78.2,69.2,217.4,203.5,82.3
20035000310,20,035,000310,21,50,10,0,0,58,16,3,65,15,11,67,65,14
20035000320,20,035,000320,35,39,10,1,0,52,33,1,64,22,17,69,67,19
20035000330,20,035,000330,36.1,56.6,16.6,2.9,1,72.3,36.1,4.9,88.9,23.4,18.6,93.8,86.9,25.4
20035000340,20,035,000340,23.8,46.6,3,0,0,51.6,17.9,3,57.5,14.9,16.9,55.6,53.6,16.9
20035000350,20,035,000350,62,145,20,2,1,161,52,12,193,30,39,181,184,40
20035000360,20,035,000360,62.7,109.5,17.2,6.7,2,130.5,58,9.5,155.7,42.7,34.7,159.3,152.2,42.6
20035000370,20,035,000370,2,17,4,0,1,21,2,1,20,4,1,23,21,3
20035000380,20,035,000380,41,85,11,1,3,91,47,3,109,31,30,106,99,39
20035000390,20,035,000390,51.3,99,24.8,1.7,1.7,111.8,55.6,7.7,139.2,37.7,37.7,136.6,135.7,40.2
20035000400,20,035,000400,114.4,159.6,36.9,3.5,0.1,200.3,99.5,10.5,230.9,76.5,62.5,245.6,230.3,78.4
2003500041A,20,035,00041A,118.1,254.8,37.9,7.7,3.8,291.2,108.9,18.4,331.9,86.7,91.1,323.4,330,90
2003500041B,20,035,00041B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003500042A,20,035,00042A,86.3,139.7,22.5,3.1,1.2,163.7,83.3,4.7,180.1,74.5,75.1,173.7,188.1,63.5
20035000430,20,035,000430,20,48,5,0,2,53,19,3,59,14,16,57,61,14
20035000440,20,035,000440,145,91,23,1,1,121,135,7,146,115,116,148,136,122
20035000450,20,035,000450,75,58,8,5,1,80,63,8,95,55,50,98,84,65
20035000460,20,035,000460,101,67,16,3,0,88,93,4,105,80,73,106,103,81
20035000470,20,035,000470,115,90,23,3,2,113,112,10,131,100,94,137,129,103
20035000480,20,035,000480,158.6,153,25,6,1,191,142.6,5,228.9,110.7,99.8,235.9,214,120.7
20035000490,20,035,000490,99,76,20,8,1,93,103,5,109,92,87,116,105,96
20035000500,20,035,000500,139.8,110.9,33,5,0,137.9,135.8,11,166.8,116.9,117.9,160.8,154.8,129.8
2003500051A,20,035,00051A,47.3,63,5.4,0,0,74.5,39.1,2.2,81.8,33,32.9,80.9,82.7,32.1
2003500051B,20,035,00051B,16,18.1,0,0,0,23.1,11,0,25.1,9,7,25.1,23.1,11
20035000520,20,035,000520,50,54.4,17.3,2.3,0.3,64.6,52.7,5.3,81.4,42.6,37.6,85,80.8,43
2003500053A,20,035,00053A,242,150,26,6,4,197,212,12,237,190,171,249,220,202
2003500053B,20,035,00053B,0.9,1.4,0.4,0.1,0,1.7,0.9,0.1,2.1,0.6,0.4,2.2,2.1,0.6
20035000540,20,035,000540,74,64,17,3,0,77,78,3,89,67,68,90,87,69
